bangla_token,ipa_token
প্লেয়ার,pleʲar
দিনমজুর,d̪inmoɟur
কাঁপিয়েছেন।,kãpiʲecʰen।
"সাবস্টেশন,","ʃabosteʃon,"
পাঠাচ্ছে।,patʰaccʰe।
নাসিকের,naʃiker
পরিচয়পত্রও,poricɔʲpot̪ro͡o̯
এগুলোর,egulor
কিয়েভের,kiʲebʱer
ইন্ডিজকে।,indiɟke।
ভাসমান,bʱaʃman
কৌতূহলও,ko͡u̯t̪uhɔlo
ভূ-রাজনীতিতে,bʱu-raɟnit̪it̪e
পেছাল।,pecʰalo।
বসানোর,bɔʃanor
করের,kɔrer
ব্যথামুক্ত,bæt̪ʰamukt̪o
গ্রেফতারকৃতদের,grepʰt̪arkrit̪od̪er
ভূমিধসে,bʱumid̪ʱɔse
বিকিরণের,bikironer
আবেদনকারীকে,abed̪ɔnkarike
মাতম,mat̪om
মেলাসহ,melaʃɔho
জাবি,ɟabi
বিরক্তিকর,birokt̪ikɔr
৫.,5.
চাঁন্দমণি,cãnd̪omoni
নিশ্চিতে,niʃcit̪e
চালার,calar
বাংলাদেশের-,baŋlad̪eʃer-
সুখবর।,ʃukʰɔbɔr।
কাহিনী,kahini
সাহেবগঞ্জ,ʃahebgɔnɟ
সুইডেনের,ʃu͡i̯dener
মালিকানাধী,malikanad̪ʱi
ছাড়ে,cʰaɽe
ফিরেছেন।,pʰirecʰen।
ঝরতে,ɟʱɔrt̪e
স্কোয়ারে,skoʷare
জাতহরিজনবিহীন,ɟat̪horiɟɔnbihin
পর্যবেক্ষণে,porɟobekkʰɔne
অস্বস্তির,ɔʃʃɔst̪ir
আলাস্কা,alaska
উপায়ও,upaʲo
কিংস,kiŋʃo
কান্তনগর,kant̪ongɔr
২-১,2-1
পরপর।,pɔrpɔr।
আমখোলা,amkʰola
কর্মিসভায়,kɔrmiʃbʱaʲ
সংঘবদ্ধ,ʃɔŋgʱɔbɔd̪d̪ʱo
গাছপ্রেমী,gacʰpremi
শ্রদ্ধার্ঘ্য,srod̪d̪ʱargʱo
সামসুর,ʃamsur
বিজ্ঞপ্তি,biggopt̪i
"৩১৬/৯,","316/9,"
রিসিভ,riʃibʱ
জিততে,ɟit̪ɔt̪e
বাদশাহ,bad̪ʃaho
"চাঁদাবাজি,","cãd̪abaɟi,"
ঘাঁটিতে,gʱãtit̪e
হিম্মত,himmɔt̪ɔ
চেষ্টায়,ceʃtaʲ
সালে।,sale।
না-,na-
চক্র,cokro
ওঠা-নামা,otʰa-nama
চাওয়ায়,ca͡o̯ʷaʲ
প্রিন্সিপাল,prinʃipal
নামেন।,namen।
উপ-কর,upo-kɔr
এইচডির,e͡i̯codir
আলামতগুলো,alamɔt̪gulo
ব্যারিকেড,bæriked
বাড়িতেও,baɽit̪e͡o̯
তথ্যের,t̪ot̪t̪ʰkr
টিএসসিতে,ti͡e̯sʃit̪e
আগামী।,agami।
পিলার,pilar
শনির,ʃonir
"আইওয়া,","a͡i̯oʷa,"
নিয়ম,niʲom
শ্রেণিতে,srenit̪e
পাতাল,pat̪al
সেরেনা,ʃerena
চিত্র।,citro।
কাজেও,kaɟe͡o̯
কর্মীরা।,kɔrmira।
(সেলফ্,(ʃelɔpʰ
পারে-,pare-
করমজলে,kɔrmoɟɔle
উচ্চদক্ষ,uccod̪okkʰo
সংস্কৃতিকে,ʃɔŋskrit̪ike
হাঁটার,hãtar
কেদারায়,ked̪araʲ
পুনর্বাসনের,punorbaʃoner
জাইকার,ɟa͡i̯kar
প্রাণ।,pran।
ব্যাংকটিকে,bæŋktike
"ঢাকা,","dʱaka,"
বরুড়া,boruɽa
মুছা,mucʰa
সংখ্যার,ʃɔŋkʰkʰar
শোকাভিভূত,ʃokabʱibʱut̪o
জেএমবি,ɟe͡e̯mbi
পড়লেন,pɔɽlen
করায়।,kɔraʲ।
দস্যিপনা,d̪oʃʃipɔna
ছাইদুর,cʰa͡i̯d̪ur
সেন্টারকে,sentarke
বনপাড়ায়,bɔnpaɽaʲ
পড়ার,pɔɽar
আখড়ায়,akʰɽaʲ
শপথচকরিয়া,ʃɔpot̪ʰockriʲa
রায়হানকে,raʲhanke
ভয়-ভীতি,bʱɔʲ-bʱit̪i
দশমিনায়,d̪ɔʃminaʲ
হামলাকারীদের,hamlakarid̪er
জোগায়,ɟogaʲ
বর্ষপূর্তি,bɔrʃopurt̪i
"এলজি,","elɟi,"
মাস্টারবাড়ির,mastarbaɽir
প্রযোজকেরা।,proɟoɟokera।
ব্যবসায়ীরা।,bæbʃaʲira।
নওহাটা,nohata
কোনোভাবেই,konobʱabe͡i̯
মৌসুমের,mo͡u̯ʃumer
ভিটামিন,bʱitamin
"টেন্ডুলকার,","tendulkar,"
বিশ্লেষক,bisleʃɔk
চারিপাড়ায়,caripaɽaʲ
গায়ে,gaʲe
ভক্তদের,bʱokt̪od̪er
মিরাজকে,miraɟke
মুলতানীর,mult̪anir
"সুদান,","ʃud̪an,"
টার্নিং,tarniŋ
পরিবহন,poribɔhon
অপশনটিতে,ɔpɔʃontit̪e
জোকোভিচকে,ɟokobʱicke
নানু,nanu
কল্যাণ,kɔlæn
আইটেম।,a͡i̯tem।
আইভী,a͡i̯bʱi
ট্রাস্টের,traster
খালা,kʰala
সার্বভৌমত্বের,ʃarbobʱo͡u̯mot̪ber
গ্রেনেড,grened
টেলরের,telrer
পরিস্কার,poriʃkar
জালের,ɟaler
আনসার,anʃar
রশিদিয়া,rɔʃid̪iʲa
ধুলু,d̪ʱulu
খেটেছেন।,kʰetecʰen।
"রূপ,","rup,"
করুন।,korun।
ফায়ারম্যান,pʰaʲarmæn
শেষদিকে,ʃeʃd̪ike
আরেকটু,arektu
শিক্ষাবর্ষের,ʃikkʰabɔrʃer
ভাঙনরোধে,bʱaŋonrod̪ʱe
জিয়াওলিনের।,ɟiʲa͡o̯liner।
সত্য,ʃot̪t̪o
ভাবখানা,bʱabkʰana
টুমনীখোলার,tumnikʰolar
পুলিশকেও,puliʃke͡o̯
করবো,korbo
ড্রয়ে,droʲe
কাক,kak
কারবার,karbar
করিমুন্নেছা-হাফিজ,korimunnecʰa-hapʰiɟ
চাপ,cap
বখাটের,bɔkʰater
সুন্দর’,ʃund̪ɔr’
পাবনা,pabna
বায়ার্নকে।,baʲarnoke।
বন্ধুদের,bond̪ʱud̪er
চালিয়েছে,caliʲecʰe
নোটিশ,notiʃ
বশে,boʃe
নূতন।,nut̪ɔn।
মহামারী,mɔhamari
পর্তুগালকে।,pɔrt̪ugalke।
স্বত্বাধিকারী,ʃɔt̪t̪ad̪ʱikari
আশরাফুলের,aʃrapʰuler
মনোমালিন্য,mɔnomalinno
তালাত,t̪alat̪
নিরক্ষর,nirɔkkʰor
ওয়ার্নারের,oʷarnarer
উলটপালট,ultpalt
মাটির,matir
জিপি,ɟipi
চোরাকারবারি,corakarbari
প্রতাপ।,prot̪ap।
ক্লিক,klik
সন্তোষ।,ʃɔnt̪oʃ।
রয়েছি।,rɔʲecʰi।
ডিসেম্বরই,diʃembɔri
ফিচার।,pʰicar।
ফিলিং,pʰiliŋ
মহিলাদের,mohilad̪er
লেখাপড়ার,lekʰapɔɽar
১১৬টি,116ti
হাফ,hapʰ
পাড়ায়,paɽaʲ
জাতিপিতা,ɟat̪ipit̪a
আর্টিজানে,artiɟane
সজীব,ʃoɟib
ব্লাস্টে,blaste
আমেরিকা,amerika
আলোকসজ্জার,alokʃɔɟɟar
রাষ্ট্রপতির,raʃtropot̪ir
গার্ড,gard
লেনোভোর,lenobʱor
কিনছেন,kincʰen
পয়েন্টের,pɔʲenter
টাকাসহ,takaʃɔho
অনুমতিক্রমে,onumot̪ikrome
হরিপদ,horipɔd̪
মানিককে,manikke
সাথী,ʃat̪ʰi
বেচাকেনা,becakena
নাইজেরিয়া,na͡i̯ɟeriʲa
কলসকাঠি,kɔloʃkatʰi
পাঠানকোট,patʰankot
সুভাষের,ʃubʱaʃer
হাতার,hat̪ar
"বিনিময়,","binimɔʲ,"
সমাবর্তনের,ʃɔmabort̪oner
সুন্দরের,ʃund̪ɔrer
"সচল,","ʃɔcɔl,"
সুবর্ণজয়ন্তী,ʃubɔrnoɟɔʲont̪i
ব্যাগে,bæge
বিজেএমসি,biɟe͡e̯mosi
৫৮-৯,58-9
সংঘর্ষ,ʃɔŋgʱɔrʃo
স্যারকে,særke
গৃহশিক্ষকও,grihoʃikkʰɔko
বাস্তবায়ন-ক্ষমতা,bast̪obaʲon-kʰɔmot̪a
সিকিউরিটি,ʃiki͡u̯riti
পোনা,pona
খোলেননি,kʰolenni
নাঈমের,na͡i̯mer
তাহসানের,t̪ahoʃaner
৫২(২),52(2)
১২শ’,12ʃɔ’
অর্থনীতির,ɔrt̪ʰonit̪ir
মিসবাহ,misbaho
পালড়া,palɽa
নির্মাণের,nirmaner
নির্মাতাদের,nirmat̪ad̪er
আনজাম,anɟam
জালে।,ɟale।
সুজানগর,ʃuɟangor
লতিফ,lot̪ipʰ
মালয়েশিয়া।,malɔʲeʃiʲa।
বুথে,but̪ʰe
ফরম্যাটিং,pʰɔrome͡a̯tiŋ
"ভেবেছে,","bʱebecʰe,"
প্রক্টর,proktɔr
রেলওয়ের,reloʷer
হকারদের,hɔkard̪er
জমাকর্তাদের,ɟɔmakɔrt̪ad̪er
সিলিংয়ের,siliŋʲer
যে-,ɟe-
উইলিয়ামস।,u͡i̯liʲamʃ।
আলবেনিয়া,albeniʲa
চয়েস,cɔʲes
ডেফিনিশনেও,depʰiniʃne͡o̯
তারও,t̪aro
মামুনুর,mamunur
অতিবাহিত,ot̪ibahit̪o
জল-জুয়া,ɟɔl-ɟuʷa
বুঝিয়ে,buɟʱiʲe
১৬শ’,16ʃɔ’
চমকানোর,cɔmkanor
প্রতীক।,prot̪ik।
জোনাস,ɟonas
নাট্যাঙ্গন।,natæŋgon।
প্রকাশকরা।,prokaʃokra।
গোলদাতার,gold̪at̪ar
অসতর্কতায়,ɔʃot̪ɔrkot̪aʲ
রিয়ার,riʲar
মণ্ডলদের,mɔndold̪er
বিষয়।,biʃɔʲ।
রেইড,re͡i̯d
এহিয়া,ehiʲa
সারাদিনের,ʃarad̪iner
গ্রামবাসী,grambaʃi
আসগর,aʃgor
গুচ্ছগ্রাম,guccʰogram
নায়িকা।,naʲika।
নিরীহ,niriho
ঠিকানা,tʰikana
টিলারসনকে,tilarʃonke
আজিজকে,aɟiɟke
৫০টি,50ti
‘রোমেনা,‘romena
সাহিত্যিক,ʃahit̪t̪ik
শিউলী,ʃi͡u̯li
গ্লাস,glas
বাড়ানো,baɽano
আড্ডায়,addaʲ
*এতদিন,*æt̪od̪in
নিয়মানুযায়ী,niʲomanuɟaʲi
ঘোলা,gʱola
সম্পাদকের,ʃɔmpad̪oker
নানিয়ারচর,naniʲarcɔr
সেগুনবাগিচার,ʃegunbagicar
ব্যবসায়ীকে।,bæbʃaʲike।
ডিজনি।,diɟoni।
বিঘাতে,bigʱat̪e
বাংলাদেশেও।,baŋlad̪eʃe͡o̯।
পথসভা,pɔt̪ʰoʃbʱa
কচ্ছপ,kɔccʰop
"০১৭১২১৬৩৪৩৪,","01712163434,"
"০১৭১২০৫৯৭৮৭,","01712059787,"
(এসডি),(esdi)
"০১৫৫২৩৬৫৫৪২,","01552365542,"
"০১৭১৮০৮৬৯৮৫,","01718086985,"
মাসুদের,maʃud̪er
"০১৭১১১৬৫০০৮,","01711165008,"
০১৫২০০৯০৫৮৩,01520090583
হলার,hɔlar
০১৭৮৩৩৫৪৭৪৭,01783354747
এভাবে-,ebʱabe-
ইঞ্জিনিয়ার্স।,inɟiniʲars।
ক্যালিফোর্নিয়াতেও,kælipʰorniʲat̪e͡o̯
অধিকর্তাদের।,od̪ʱikɔrt̪ad̪er।
কনসালটেটিভ,kɔnoʃaltetibʱ
প্রতিকৃতিতে,prot̪ikrit̪it̪e
সাপে-নেউলে,ʃape-ne͡u̯le
"করছে,","korcʰe,"
শ্রোতা-দর্শকরা,srot̪a-d̪ɔrʃokɔra
শালিস,ʃaliʃ
শাসন,ʃaʃon
কৌশলে,ko͡u̯ʃole
সরকারিভাবে,ʃɔrkaribʱabe
(আইএমইডি),(a͡i̯æmidi)
সুলতান,sult̪an
টেবিল,tebil
সকেটের,ʃɔketer
জার্কে,ɟarke
৬৫,65
"করিম,","korim,"
পারঘোড়াদহ,pargʱoɽad̪ho
পদসহ,pɔd̪oʃɔho
মাদকের,mad̪oker
জাফরের,ɟapʰorer
শ্লথ,slɔt̪ʰ
সঞ্চয়ী,ʃɔncoʲi
প্রতিযোগী,prot̪iɟogi
তালতলা,t̪alt̪ɔla
বাঁধে,bãd̪ʱe
চাচাতো,cacat̪o
হতেই,hot̪e͡i̯
শুনতে,ʃunt̪e
প্রাইভেটকারের,pra͡i̯bʱetkarer
কী?*,ki?*
ফজলের,pʰɔɟoler
সরকারপাড়া,ʃɔrkarpaɽa
"লিখিত,","likʰit̪o,"
বেঞ্চের,bencer
‘মেয়ে,‘meʲe
দূষিত,d̪uʃit̪o
(১৬,(16
বল্লা,bɔlla
সম্পূর্ণভাবে,ʃɔmpurnobʱabe
বানরটি,banorti
কাঁটা,kãta
বিকৃত,bikrit̪o
রস্কিলডে,rɔskilde
বাণিজ্যকারী,baniɟɟokari
গতিতে,got̪it̪e
উনি,uni
কীভাবে,kibʱabe
মাসুদ।,maʃud̪।
ফ্লাইওভার,pʰla͡i̯obʱar
বিংকিদা,biŋkid̪a
বশিরের,boʃirer
১৯৭১,1971
প্রতিবেদন।,prot̪ibed̪ɔn।
গেলেই,gele͡i̯
চেয়ারপারসনসহ,ceʲarparʃonʃɔho
ফুৎকারে,pʰut̪kare
প্রান্তের,prant̪er
সিসিডিএম।,ʃisidi͡e̯m।
মুমূর্ষু,mumurʃu
খাতির,kʰat̪ir
ডাস্টবিনটি,dastobinti
প্রতিবেদনটি,prot̪ibed̪onti
সাপ্তাহিক,ʃapt̪ahik
‘বি’,‘bi’
চুক্তিপত্রে,cukt̪ipɔt̪re
পুঁজিকে,pũɟike
রাগান্বিত,ragannit̪o
হে!,he!
দেখতেও,d̪ekʰt̪e͡o̯
ঘুচিয়ে,gʱuciʲe
মোনাকোর,monakor
ভ্যানচালক,bʱæncalok
মাওনা,ma͡o̯na
প্রকৌশল,proko͡u̯ʃɔl
ছিটমহল,cʰitomɔhol
করেছি,korecʰi
জাতীয়করণ,ɟat̪iʲokɔron
সঙ্গীতে,ʃɔŋgit̪e
ইচ্ছানুযায়ী,iccʰanuɟaʲi
রংপুরকে,rɔŋpurke
হানিফের,hanipʰer
পেপারস,peparoʃ
বনবাড়ীয়া,bɔnbaɽiʲa
সফরেরও,ʃɔpʰɔrero
সৌরভ,ʃo͡u̯rɔbʱ
ভিসিটিং,bʱiʃitiŋ
পেঁছলেও,pẽcʰole͡o̯
শোকাহত,ʃokahɔt̪o
সন্ত্রাসীদেও,ʃɔnt̪raʃid̪e͡o̯
অনার,ɔnar
রশীদের,rɔʃid̪er
বিদায়,bid̪aʲ
বিশিষ্ট,biʃiʃto
অবস্থায়।,ɔbost̪ʰaʲ।
নগরকান্দায়,nɔgorokand̪aʲ
হাত-মুখ,hat̪-mukʰ
ডাচ,dac
ইসহাকপুর,iʃɔhakpur
উত্তম-মাধ্যম,ut̪t̪om-mad̪d̪ʱom
স্ক্রিনিং,skriniŋ
শেরপুরে,ʃerpure
বন্যার,bonnar
হাটের,hater
সংযোজনসহ,ʃɔŋɟoɟonʃɔho
সিজি,ʃiɟi
বেধে,bed̪ʱe
নেপালের,nepaler
ক্লাবকে।,klabke।
ধরব।,d̪ʱorbo।
টাইটেলড),ta͡i̯teld)
শিকারি।,ʃikari।
গণতন্ত্র,gɔnot̪ɔnt̪ro
পেইজের,pe͡i̯ɟer
"অব্যয়,","ɔbbʱoʲ,"
অ্যাটর্নি,ætorni
স্লোগানে,slogane
জোগাড়ে,ɟogaɽe
বিশালাকৃতির,biʃalakrit̪ir
প্রত্যাহারে,prot̪t̪ahare
‘’,‘’
"করত,","kort̪o,"
কাক্সিক্ষত,kaksikkʰot̪o
৬৭৮,678
শ্রবণ,srobon
অবস্থানরত,ɔbost̪ʰanrɔt̪o
ইনভেস্টমেন্ট,inbʱestɔment
শিশুবিষয়ক,ʃiʃubiʃɔʲok
সমর্থকরা,ʃɔmort̪ʰokɔra
ব্রাহ্মণবাড়িয়া,brammonbaɽiʲa
উড়িয়ে,uɽiʲe
ঘটল,gʱotlo
মরহুমের,morhumer
শহরটিতে,ʃɔhortit̪e
কন্টিনজেন্টগুলো,kontinɟentgulo
জেলাকে,ɟelake
সক্ষমতার,ʃɔkkʰomot̪ar
মাউন,ma͡u̯n
‘নো,‘no
ইতিহাসের,it̪ihaʃer
"বোঝা,","boɟʱa,"
(তালাকপ্রাপ্তা),(t̪alakprapt̪a)
ফার্স্ট,pʰarst
গাইনী,ga͡i̯ni
পার্ক,parko
গুঁড়া,gũɽa
পাকিস্তান।,pakist̪an।
নড়িয়া,noɽiʲa
তাজেনুর,t̪aɟenur
দূর-দূরান্ত,d̪uro-d̪urant̪o
আড়াইটায়,aɽa͡i̯taʲ
রুশো,ruʃo
সার্কেল,ʃarkel
"আঁশ,","ãʃ,"
অঙ্গপ্রত্যঙ্গের,ɔŋgoprot̪t̪oŋger
সিভি,sibʱi
অপাস’র,ɔpaʃo’r
প্রেসের,preser
প্যাণ্ডেল,pændel
মেহেরপুর,meherpur
ব্যাংকগুলোর,bæŋkgulor
হাতে-কলমে,hat̪e-klomk
দাশিয়ারছড়া,d̪aʃiʲarcʰoɽa
শ্রেণীপেশার,srenipeʃar
হাইকোর্ট,ha͡i̯kort
পরিবারগুলোকে,poribarguloke
শান্তিনগর,ʃant̪ingɔr
প্রকৃতি।,prokrit̪i।
অ্যাটাকে,ætake
‘আরমান,‘arman
"সদালাপি,","ʃɔd̪alapi,"
বুকিত,bukit̪o
বাকিরা,bakira
ভবিষ্যতের,bʱobiʃʃot̪er
ছুটে,cʰute
মাঝমাঠে,maɟʱmatʰe
‘রবিবার’,‘robibar’
তাদেরমাঠে,t̪ad̪ermatʰe
অর্থায়নে,ɔrt̪ʰaʲone
খেলব।,kʰelb।
পরামর্শদাতা,pɔramɔrʃod̪at̪a
শিশু),ʃiʃu)
চিকিৎসকসহ,cikit̪ʃɔkʃɔho
ভস্মীভূত,bʱɔsibʱut̪o
আফাজ,apʰaɟ
অবমুক্ত,ɔbomukt̪o
ছয়বারের,cʰɔʲbarer
তাতেই,t̪at̪e͡i̯
বিবাহিত,bibahit̪o
"মণ্ডল,","mɔndol,"
"ঠোটারপাড়া,","tʰotarpaɽa,"
নেভায়।,nebʱaʲ।
সুচরণ,ʃucɔron
রুশনীসহ,ruʃniʃɔho
জুলিয়াস,ɟuliʲas
অসাধ্য,ɔʃad̪ʱd̪ʱo
"অভিভাবক,","obʱibʱabok,"
নেয়ামত,neʲamɔt̪
ক্ষতিগ্রস্ত।,kʰot̪igrost̪o।
এটার,etar
মৌসুমী,mo͡u̯ʃumi
সেঞ্চুরিটা,ʃencurita
রেনে,rene
জিইউকে,ɟi͡i̯͡u̯ke
আছিলো,acʰilo
স্বীকারোক্তি,ʃikarokt̪i
খেলছিল,kʰelcʰilo
দাদা,d̪ad̪a
এডমিরাল,edmiral
ভাই’,bʱa͡i̯’
বখাটেরা,bɔkʰatera
চতু।,cot̪u।
লংকানদের।,lɔŋkand̪er।
আর্জেন্টাইন,arɟenta͡i̯n
বদ্ধপরিকর।,bɔd̪d̪ʱoporikɔr।
সময়কার।,ʃɔmɔʲkar।
বাগেই,bage͡i̯
শৃংখলাভঙ্গের,ʃriŋkʰɔlabʱoŋger
বিলাসবহুল,bilaʃbhul
কাগজপত্রের,kagoɟpot̪rer
অপরূপ,ɔporup
দাসত্ব,d̪aʃt̪t̪o
নিয়মেই,niʲome͡i̯
জাবুকে,ɟabuke
২৪.৫,24.5
কর্ণফুলী,kɔrnopʰuli
হও,hɔ͡o̯
একাদশকে,ækad̪ʃke
"আসেনি,","aʃeni,"
আফগানিস্তানের,apʰganist̪aner
লাইক,la͡i̯k
এলএনজি,elenɟi
পাখার,pakʰar
ডিসি,disi
একত্র,ækot̪ro
ফুটবল-বোদ্ধারা।,pʰutbɔlo-bod̪d̪ʱara।
সাবান,ʃaban
মাশহুদুল,maʃhud̪ul
৮১,81
পিন,pin
৯১৬,916
১১৭,117
হৃদয়বান,rid̪ɔʲban
ডোভালের,dobʱaler
নারাজ,naraɟ
চুন,cun
"পারভিন,","parbʱin,"
কারওয়ান,karoʷan
ম্যানশনের,mænʃoner
আলোচনা।,alocɔna।
খেলেছে,kʰelecʰe
মিষ্টু।,miʃtu।
"বলিনি,","bolini,"
অপশন,ɔpɔʃon
রুপিতে।,rupit̪e।
বিরক্ত।,birokt̪o।
কাশ্মীর,kasmir
পাঁচ।,pãc।
মাইজদী,ma͡i̯ɟd̪i
এক্ষেত্রেও,ekkʰet̪re͡o̯
পরিদর্শনে,porid̪ɔrʃone
দেওয়ান,d̪e͡o̯ʷan
পণ্যবিক্রির,ponnobikrir
"ডালিম,","dalim,"
ছুঁয়েনিজেকে,cʰũʲeniɟeke
স্বার্থান্বেষী,ʃart̪ʰanneʃi
"নম্বর-৪৪৩৫৪৩৪১২৮০১৯,","nɔmbɔr-4435434128019,"
কর্মরত।,kɔrmorɔt̪o।
তাগাদা,t̪agad̪a
অভিযুক্তরা,obʱiɟukt̪ora
পরিষদ’,poriʃɔd̪’
জানেন,ɟanen
আখন্দ,akʰond̪o
দোলেশ্বরের।,d̪oleʃʃorer।
সিজার,ʃiɟar
মন্টাল,montal
টি-শার্টে,ti-ʃarte
একজোড়া,ækɟoɽa
মিমোকে,mimoke
ঢেকে,dʱeke
সুবিধা-অসুবিধা,ʃubid̪ʱa-d̪ʱʃubid̪ʱa
শাহরাস্তিতে,ʃahorast̪it̪e
দ্রুততার,d̪rut̪ɔt̪ar
হালনাগাদ,halnagad̪
হতাশ,hot̪aʃ
কামালউদ্দিন,kamalud̪d̪in
পশ্চিমাঞ্চলের,poʃcimancɔler
হলুদের,holud̪er
উপমহাদেশে,upomɔhad̪eʃe
টান,tan
পেলাম।,pelam।
নোয়াখালীতে,noʷakʰalit̪e
তোরাবগঞ্জ,t̪orabgɔnɟ
চোরাশিকারিদের,coraʃikarid̪er
চয়ন,cɔʲon
কোয়ালিটি,koʷaliti
অটোরিক্সা,ɔtorikʃa
কস্তাকে,kɔst̪ake
প্রকল্পগুলোর,prokɔlpogulor
শেয়ারবাজারেই,ʃeʲarbaɟare͡i̯
ইরান।,iran।
উপেক্ষিতই,upekkʰit̪o͡i̯
খাদিজাকে,kʰad̪iɟake
মহল।,mɔhol।
পারফরম্যান্স,parpʰɔromænʃo
উচ্চবিদ্যালয়কে,uccobid̪d̪alɔʲke
লেগেই,lege͡i̯
সংশোধিত,ʃɔŋʃod̪ʱit̪o
সফাত,ʃɔpʰat̪
ধারণার,d̪ʱaronar
মজনুর,mɔɟonur
পদচারণায়,pɔd̪ocaronaʲ
প্রতিদিনের,prot̪id̪iner
"আবাসন,","abaʃon,"
জয়পুর,ɟɔʲpur
ইমদাদুল,imd̪ad̪ul
১টার,1tar
২০০৭,2007
ভ্যারাইটিজ,bʱæra͡i̯tiɟ
অনুপস্থিতির,ɔnupost̪ʰit̪ir
চলার।,cɔlar।
হ্যাগলি,hægoli
উপকৃত,upokrit̪o
পিনের,piner
(পিসিবি)।,(piʃibi)।
লেহ,leh
খাদ্যদ্রব্য,kʰad̪d̪od̪robbo
পাখিদের,pakʰid̪er
নিরাপত্তাহীনতার,nirapɔt̪t̪ahint̪ar
হারায়।,haraʲ।
কন্সটেবলকে,konstebʱolke
অক্ষয়।,ɔkkʰɔʲ।
রয়ে,rɔʲe
পুরুষ।,puruʃ।
মেরীকে,merike
নেপথ্যে,nepot̪t̪e
টাইম,ta͡i̯m
দিল্লি/কলকাতা/ব্যাংককের,d̪illi/kɔlkat̪a/bæŋkker
বস্তিতে,bost̪it̪e
হাতি,hat̪i
তাকালে,t̪akale
বহির্নোঙ্গরে,bohirnaŋgore
ডিসলাইক,diʃla͡i̯k
দিনটিকেই,d̪intike͡i̯
অনৈসলামিক,ɔno͡i̯ʃɔlamik
"বাজার,","baɟar,"
মির্জাপুর,mirɟapur
ছন্দে,cʰɔnd̪e
বৈধতা,bo͡i̯d̪ʱɔt̪a
একবার-দু’বার,ækbar-d̪u’bar
বেল্লাল,bellal
শাহীনের,ʃahiner
কার্ডিয়াক,kardiʲak
বৌদ্ধকে,bo͡u̯d̪d̪ʱoke
বি-সমৃদ্ধ,bi-ʃmrid̪d̪ʱo
শেরপাও।,ʃerpa͡o̯।
"ব্যাংক,","bæŋk,"
"হোক,","hok,"
ছুরিকাঘাতে,cʰurikagʱat̪e
ভেগাস,bʱegaʃ
পারিশুভ্রতার,pariʃubʱrot̪ar
পরীক্ষা-নিরীক্ষা,porikkʰani-rikkʰa
ছেলেদের,cʰeled̪er
৩৯টি।,39ti।
বাকি।,baki।
পৌঁছাতে,po͡ũ̯cʰat̪e
অর্থমন্ত্রীর,ɔrt̪ʰomɔnt̪rir
ক্ষুদে,kʰud̪e
হীন,hin
প্লাস্টার,plastar
অ্যাপসটি,æpoʃoti
আরজুমান্দ,arɟumand̪o
গ্রুপই,grupo͡i̯
গেট।,get।
তারেক,t̪arek
হজম,hɔɟom
শিক্ষক-শিক্ষার্থীরা,ʃikkʰɔkʃi-kkʰart̪ʰira
তৈরন,t̪o͡i̯ron
মালিকের,maliker
দিচ্ছিলেন,d̪iccʰilen
শিরোপা,ʃire͡a̯pa
অকালপক্ব,ɔkalpokbo
স্যান্ডার্স,sændars
ইফতারিতে,ipʰot̪arit̪e
তায়কোয়ান্ডো,t̪aʲokoʲando
আলহাজ,alhaɟ
দেখান,d̪ækʰan
গবাদি,gɔbad̪i
বেনিতেজ।,benit̪eɟ।
দাশের,d̪aʃer
পুঁজি,pũɟi
অশীতিপর,oʃit̪ipɔr
ভবিষ্যতেও,bʱobiʃʃot̪e͡o̯
ষড়যন্ত্রের,ʃɔɽoɟɔnt̪rer
খুলনার,kʰulnar
মুখর,mukʰor
নতুনভাবে,not̪unbʱabe
ডেকোরেটরের,dekoretrer
দ্রুতবেগে,d̪rut̪ɔbege
ডোনাল্ড,donald
নিষ্কাশনে,niʃkaʃone
আর্কিটেকচারের,arkitekcarer
মেলে।,mele।
সাবধান,ʃabd̪ʱan
বর্ষার,bɔrʃar
পর্বতারোহণের,pɔrbot̪arohoner
কোকো,koko
গয়ালের,gɔʲaler
নিযাম,niɟam
কাঞ্চি,kanci
কৃষিজাত,kriʃiɟat̪
এলজিইডি।,elɟi͡i̯di।
ব্যাগ-বস্তার,bægɔ-bost̪ar
পলাতক।,pɔlat̪ok।
ক্ষেত্রবিশেষে,kʰet̪robiʃeʃe
মেহের,meher
ছিনতাইকারীরা,cʰint̪a͡i̯karira
হেক্টরের,hektɔrer
সাতজনের,ʃat̪ɟoner
শহর।,ʃɔhor।
(১৩.৬,(13.6
(এএসআই),(e͡æ̯ʃo͡a̯i)
সিএভি,ʃi͡e̯bʱi
ফেনসিডিল,pʰensidil
"হাহা,এখন","haha,kkʰon"
বোর্ডিং,bordiŋ
সিজারকে,ʃiɟarke
বিক্রেতাকে,bikret̪ake
চামচ,camoc
উনার,unar
বেগমসহ,begɔmoʃɔho
অধিনে,od̪ʱine
সন্ত্রাসী।,ʃɔnt̪raʃi।
মেজবাহর।,meɟɔbahor।
অধিনায়কের,od̪ʱinaʲoker
বলিউডের,bɔli͡u̯der
কাওরানবাজার,ka͡o̯ranbaɟar
শতকরা,ʃɔt̪kɔra
অনুদানে,onud̪ane
অস্ট্রেলীয়,ɔstreliʲo
