num,sentence,ipa
423,চার শত তেইশ, car ʃɔt̪o t̪e͡i̯ʃ
424,চার শত চব্বিশ, car ʃɔt̪o cobbiʃ
425,চার শত পঁচিশ, car ʃɔt̪o põciʃ
426,চার শত ছাব্বিশ, car ʃɔt̪o cʰabbiʃ
427,চার শত সাতাশ, car ʃɔt̪o ʃat̪aʃ
428,চার শত আঠাশ, car ʃɔt̪o atʰaʃ
429,চার শত উনত্রিশ, car ʃɔt̪o unot̪riʃ
430,চার শত ত্রিশ, car ʃɔt̪o t̪riʃ
431,চার শত একত্রিশ, car ʃɔt̪o ækot̪riʃ
432,চার শত বত্রিশ, car ʃɔt̪o bɔt̪riʃ
433,চার শত তেত্রিশ, car ʃɔt̪o t̪et̪riʃ
434,চার শত চৌত্রিশ, car ʃɔt̪o co͡u̯t̪riʃ
435,চার শত পঁয়ত্রিশ, car ʃɔt̪o põʲt̪riʃ
436,চার শত ছত্রিশ, car ʃɔt̪o cʰɔt̪riʃ
437,চার শত সাঁইত্রিশ, car ʃɔt̪o ʃãit̪riʃ
438,চার শত আটত্রিশ, car ʃɔt̪o att̪riʃ
439,চার শত উনচল্লিশ, car ʃɔt̪o unocolliʃ
440,চার শত চল্লিশ, car ʃɔt̪o colliʃ
441,চার শত একচল্লিশ, car ʃɔt̪o ækcolliʃ
442,চার শত বিয়াল্লিশ, car ʃɔt̪o biʲalliʃ
443,চার শত তেতাল্লিশ, car ʃɔt̪o t̪et̪alliʃ
444,চার শত চুয়াল্লিশ, car ʃɔt̪o cuʲalliʃ
445,চার শত পঁয়তাল্লিশ, car ʃɔt̪o põʲt̪alliʃ
446,চার শত ছেচল্লিশ, car ʃɔt̪o cʰecolliʃ
447,চার শত সাতচল্লিশ, car ʃɔt̪o ʃat̪colliʃ
448,চার শত আটচল্লিশ, car ʃɔt̪o atcolliʃ
449,চার শত উনপঞ্চাশ, car ʃɔt̪o unopɔncaʃ
450,চার শত পঞ্চাশ, car ʃɔt̪o pɔncaʃ
451,চার শত একান্ন, car ʃɔt̪o ækanno
452,চার শত বায়ান্ন, car ʃɔt̪o baʲanno
453,চার শত তিপ্পান্ন, car ʃɔt̪o t̪ippanno
454,চার শত চুয়ান্ন, car ʃɔt̪o cuʲanno
455,চার শত পঞ্চান্ন, car ʃɔt̪o pɔncanno
456,চার শত ছাপ্পান্ন, car ʃɔt̪o cʰappanno
457,চার শত সাতান্ন, car ʃɔt̪o ʃat̪anno
458,চার শত আটান্ন, car ʃɔt̪o atanno
459,চার শত উনষাট, car ʃɔt̪o unʃat
460,চার শত ষাট, car ʃɔt̪o ʃat
461,চার শত একষট্টি, car ʃɔt̪o ækʃotti
462,চার শত বাষট্টি, car ʃɔt̪o baʃɔtti
463,চার শত তেষট্টি, car ʃɔt̪o t̪eʃotti
464,চার শত চৌষট্টি, car ʃɔt̪o co͡u̯ʃotti
465,চার শত পঁয়ষট্টি, car ʃɔt̪o põʲʃɔtti
466,চার শত ছেষট্টি, car ʃɔt̪o cʰeʃotti
467,চার শত সাতষট্টি, car ʃɔt̪o ʃat̪ʃɔtti
468,চার শত আটষট্টি, car ʃɔt̪o atʃɔtti
469,চার শত উনসত্তর, car ʃɔt̪o unʃɔt̪t̪or
470,চার শত সত্তর, car ʃɔt̪o ʃɔt̪t̪or
471,চার শত একাত্তর, car ʃɔt̪o ækat̪t̪or
472,চার শত বাহাত্তর, car ʃɔt̪o bahat̪t̪or
473,চার শত তিয়াত্তর, car ʃɔt̪o t̪iʲat̪t̪or
474,চার শত চুয়াত্তর, car ʃɔt̪o cuʲat̪t̪or
475,চার শত পঁচাত্তর, car ʃɔt̪o pɔ̃cat̪t̪or
476,চার শত ছিয়াত্তর, car ʃɔt̪o cʰiʲat̪t̪or
477,চার শত সাতাত্তর, car ʃɔt̪o ʃat̪at̪t̪or
478,চার শত আটাত্তর, car ʃɔt̪o atat̪t̪or
479,চার শত উনআশি, car ʃɔt̪o uno͡a̯ʃi
480,চার শত আশি, car ʃɔt̪o aʃi
481,চার শত একাশি, car ʃɔt̪o ækaʃi
482,চার শত বিরাশি, car ʃɔt̪o biraʃi
483,চার শত তিরাশি, car ʃɔt̪o t̪iraʃi
484,চার শত চুরাশি, car ʃɔt̪o curaʃi
485,চার শত পঁচাশি, car ʃɔt̪o pɔ̃caʃi
486,চার শত ছিয়াশি, car ʃɔt̪o cʰiʲaʃi
487,চার শত সাতাশি, car ʃɔt̪o ʃat̪aʃi
488,চার শত আটাশি, car ʃɔt̪o ataʃi
489,চার শত উননব্বই, car ʃɔt̪o unonobbo͡i̯
490,চার শত নব্বই, car ʃɔt̪o nɔbbo͡i̯
491,চার শত একানব্বই, car ʃɔt̪o ækanbbo͡i̯
492,চার শত বিরানব্বই, car ʃɔt̪o biranɔbbo͡i̯
493,চার শত তিরানব্বই, car ʃɔt̪o t̪iranɔbbo͡i̯
494,চার শত চুরানব্বই, car ʃɔt̪o curanɔbbo͡i̯
495,চার শত পঁচানব্বই, car ʃɔt̪o pɔ̃canbbo͡i̯
496,চার শত ছিয়ানব্বই, car ʃɔt̪o cʰiʲanɔbbo͡i̯
497,চার শত সাতানব্বই, car ʃɔt̪o ʃat̪anobbo͡i̯
498,চার শত আটানব্বই, car ʃɔt̪o atanbbo͡i̯
499,চার শত নিরানব্বই, car ʃɔt̪o niranɔbbo͡i̯
500,পাঁচশ, pãcʃo
501,পাঁচ শত এক, pãc ʃɔt̪o æk
502,পাঁচ শত দুই, pãc ʃɔt̪o d̪u͡i̯
503,পাঁচ শত তিন, pãc ʃɔt̪o t̪in
504,পাঁচ শত চার, pãc ʃɔt̪o car
505,পাঁচ শত পাঁচ, pãc ʃɔt̪o pãc
506,পাঁচ শত ছয়, pãc ʃɔt̪o cʰɔʲ
507,পাঁচ শত সাত, pãc ʃɔt̪o ʃat̪
508,পাঁচ শত আট, pãc ʃɔt̪o at
509,পাঁচ শত নয়, pãc ʃɔt̪o nɔʲ
510,পাঁচ শত দশ, pãc ʃɔt̪o d̪ɔʃ
511,পাঁচ শত এগারো, pãc ʃɔt̪o ægaro
512,পাঁচ শত বারো, pãc ʃɔt̪o baro
513,পাঁচ শত তেরো, pãc ʃɔt̪o t̪ero
514,পাঁচ শত চৌদ্দ, pãc ʃɔt̪o co͡u̯d̪d̪o
515,পাঁচ শত পনেরো, pãc ʃɔt̪o ponero
516,পাঁচ শত ষোলো, pãc ʃɔt̪o ʃolo
517,পাঁচ শত সতেরো, pãc ʃɔt̪o ʃɔt̪ero
518,পাঁচ শত আঠারো, pãc ʃɔt̪o atʰaro
519,পাঁচ শত উনিশ, pãc ʃɔt̪o uniʃ
520,পাঁচ শত বিশ, pãc ʃɔt̪o biʃ
521,পাঁচ শত একুশ, pãc ʃɔt̪o ækuʃ
522,পাঁচ শত বাইশ, pãc ʃɔt̪o ba͡i̯ʃ
523,পাঁচ শত তেইশ, pãc ʃɔt̪o t̪e͡i̯ʃ
524,পাঁচ শত চব্বিশ, pãc ʃɔt̪o cobbiʃ
525,পাঁচ শত পঁচিশ, pãc ʃɔt̪o põciʃ
526,পাঁচ শত ছাব্বিশ, pãc ʃɔt̪o cʰabbiʃ
527,পাঁচ শত সাতাশ, pãc ʃɔt̪o ʃat̪aʃ
528,পাঁচ শত আঠাশ, pãc ʃɔt̪o atʰaʃ
529,পাঁচ শত উনত্রিশ, pãc ʃɔt̪o unot̪riʃ
530,পাঁচ শত ত্রিশ, pãc ʃɔt̪o t̪riʃ
531,পাঁচ শত একত্রিশ, pãc ʃɔt̪o ækot̪riʃ
532,পাঁচ শত বত্রিশ, pãc ʃɔt̪o bɔt̪riʃ
533,পাঁচ শত তেত্রিশ, pãc ʃɔt̪o t̪et̪riʃ
534,পাঁচ শত চৌত্রিশ, pãc ʃɔt̪o co͡u̯t̪riʃ
535,পাঁচ শত পঁয়ত্রিশ, pãc ʃɔt̪o põʲt̪riʃ
536,পাঁচ শত ছত্রিশ, pãc ʃɔt̪o cʰɔt̪riʃ
537,পাঁচ শত সাঁইত্রিশ, pãc ʃɔt̪o ʃãit̪riʃ
538,পাঁচ শত আটত্রিশ, pãc ʃɔt̪o att̪riʃ
539,পাঁচ শত উনচল্লিশ, pãc ʃɔt̪o unocolliʃ
540,পাঁচ শত চল্লিশ, pãc ʃɔt̪o colliʃ
541,পাঁচ শত একচল্লিশ, pãc ʃɔt̪o ækcolliʃ
542,পাঁচ শত বিয়াল্লিশ, pãc ʃɔt̪o biʲalliʃ
543,পাঁচ শত তেতাল্লিশ, pãc ʃɔt̪o t̪et̪alliʃ
544,পাঁচ শত চুয়াল্লিশ, pãc ʃɔt̪o cuʲalliʃ
545,পাঁচ শত পঁয়তাল্লিশ, pãc ʃɔt̪o põʲt̪alliʃ
546,পাঁচ শত ছেচল্লিশ, pãc ʃɔt̪o cʰecolliʃ
547,পাঁচ শত সাতচল্লিশ, pãc ʃɔt̪o ʃat̪colliʃ
548,পাঁচ শত আটচল্লিশ, pãc ʃɔt̪o atcolliʃ
549,পাঁচ শত উনপঞ্চাশ, pãc ʃɔt̪o unopɔncaʃ
550,পাঁচ শত পঞ্চাশ, pãc ʃɔt̪o pɔncaʃ
551,পাঁচ শত একান্ন, pãc ʃɔt̪o ækanno
552,পাঁচ শত বায়ান্ন, pãc ʃɔt̪o baʲanno
553,পাঁচ শত তিপ্পান্ন, pãc ʃɔt̪o t̪ippanno
554,পাঁচ শত চুয়ান্ন, pãc ʃɔt̪o cuʲanno
555,পাঁচ শত পঞ্চান্ন, pãc ʃɔt̪o pɔncanno
556,পাঁচ শত ছাপ্পান্ন, pãc ʃɔt̪o cʰappanno
557,পাঁচ শত সাতান্ন, pãc ʃɔt̪o ʃat̪anno
558,পাঁচ শত আটান্ন, pãc ʃɔt̪o atanno
559,পাঁচ শত উনষাট, pãc ʃɔt̪o unʃat
560,পাঁচ শত ষাট, pãc ʃɔt̪o ʃat
561,পাঁচ শত একষট্টি, pãc ʃɔt̪o ækʃotti
562,পাঁচ শত বাষট্টি, pãc ʃɔt̪o baʃɔtti
563,পাঁচ শত তেষট্টি, pãc ʃɔt̪o t̪eʃotti
564,পাঁচ শত চৌষট্টি, pãc ʃɔt̪o co͡u̯ʃotti
565,পাঁচ শত পঁয়ষট্টি, pãc ʃɔt̪o põʲʃɔtti
566,পাঁচ শত ছেষট্টি, pãc ʃɔt̪o cʰeʃotti
567,পাঁচ শত সাতষট্টি, pãc ʃɔt̪o ʃat̪ʃɔtti
568,পাঁচ শত আটষট্টি, pãc ʃɔt̪o atʃɔtti
569,পাঁচ শত উনসত্তর, pãc ʃɔt̪o unʃɔt̪t̪or
570,পাঁচ শত সত্তর, pãc ʃɔt̪o ʃɔt̪t̪or
571,পাঁচ শত একাত্তর, pãc ʃɔt̪o ækat̪t̪or
572,পাঁচ শত বাহাত্তর, pãc ʃɔt̪o bahat̪t̪or
573,পাঁচ শত তিয়াত্তর, pãc ʃɔt̪o t̪iʲat̪t̪or
574,পাঁচ শত চুয়াত্তর, pãc ʃɔt̪o cuʲat̪t̪or
575,পাঁচ শত পঁচাত্তর, pãc ʃɔt̪o pɔ̃cat̪t̪or
576,পাঁচ শত ছিয়াত্তর, pãc ʃɔt̪o cʰiʲat̪t̪or
577,পাঁচ শত সাতাত্তর, pãc ʃɔt̪o ʃat̪at̪t̪or
578,পাঁচ শত আটাত্তর, pãc ʃɔt̪o atat̪t̪or
579,পাঁচ শত উনআশি, pãc ʃɔt̪o uno͡a̯ʃi
580,পাঁচ শত আশি, pãc ʃɔt̪o aʃi
581,পাঁচ শত একাশি, pãc ʃɔt̪o ækaʃi
582,পাঁচ শত বিরাশি, pãc ʃɔt̪o biraʃi
583,পাঁচ শত তিরাশি, pãc ʃɔt̪o t̪iraʃi
584,পাঁচ শত চুরাশি, pãc ʃɔt̪o curaʃi
585,পাঁচ শত পঁচাশি, pãc ʃɔt̪o pɔ̃caʃi
586,পাঁচ শত ছিয়াশি, pãc ʃɔt̪o cʰiʲaʃi
587,পাঁচ শত সাতাশি, pãc ʃɔt̪o ʃat̪aʃi
588,পাঁচ শত আটাশি, pãc ʃɔt̪o ataʃi
589,পাঁচ শত উননব্বই, pãc ʃɔt̪o unonobbo͡i̯
590,পাঁচ শত নব্বই, pãc ʃɔt̪o nɔbbo͡i̯
591,পাঁচ শত একানব্বই, pãc ʃɔt̪o ækanbbo͡i̯
592,পাঁচ শত বিরানব্বই, pãc ʃɔt̪o biranɔbbo͡i̯
593,পাঁচ শত তিরানব্বই, pãc ʃɔt̪o t̪iranɔbbo͡i̯
594,পাঁচ শত চুরানব্বই, pãc ʃɔt̪o curanɔbbo͡i̯
595,পাঁচ শত পঁচানব্বই, pãc ʃɔt̪o pɔ̃canbbo͡i̯
596,পাঁচ শত ছিয়ানব্বই, pãc ʃɔt̪o cʰiʲanɔbbo͡i̯
597,পাঁচ শত সাতানব্বই, pãc ʃɔt̪o ʃat̪anobbo͡i̯
598,পাঁচ শত আটানব্বই, pãc ʃɔt̪o atanbbo͡i̯
599,পাঁচ শত নিরানব্বই, pãc ʃɔt̪o niranɔbbo͡i̯
600,ছয়শ, cʰɔʲʃo
601,ছয় শত এক, cʰɔʲ ʃɔt̪o æk
602,ছয় শত দুই, cʰɔʲ ʃɔt̪o d̪u͡i̯
603,ছয় শত তিন, cʰɔʲ ʃɔt̪o t̪in
604,ছয় শত চার, cʰɔʲ ʃɔt̪o car
605,ছয় শত পাঁচ, cʰɔʲ ʃɔt̪o pãc
606,ছয় শত ছয়, cʰɔʲ ʃɔt̪o cʰɔʲ
607,ছয় শত সাত, cʰɔʲ ʃɔt̪o ʃat̪
608,ছয় শত আট, cʰɔʲ ʃɔt̪o at
609,ছয় শত নয়, cʰɔʲ ʃɔt̪o nɔʲ
610,ছয় শত দশ, cʰɔʲ ʃɔt̪o d̪ɔʃ
611,ছয় শত এগারো, cʰɔʲ ʃɔt̪o ægaro
612,ছয় শত বারো, cʰɔʲ ʃɔt̪o baro
613,ছয় শত তেরো, cʰɔʲ ʃɔt̪o t̪ero
614,ছয় শত চৌদ্দ, cʰɔʲ ʃɔt̪o co͡u̯d̪d̪o
615,ছয় শত পনেরো, cʰɔʲ ʃɔt̪o ponero
616,ছয় শত ষোলো, cʰɔʲ ʃɔt̪o ʃolo
617,ছয় শত সতেরো, cʰɔʲ ʃɔt̪o ʃɔt̪ero
618,ছয় শত আঠারো, cʰɔʲ ʃɔt̪o atʰaro
619,ছয় শত উনিশ, cʰɔʲ ʃɔt̪o uniʃ
620,ছয় শত বিশ, cʰɔʲ ʃɔt̪o biʃ
621,ছয় শত একুশ, cʰɔʲ ʃɔt̪o ækuʃ
622,ছয় শত বাইশ, cʰɔʲ ʃɔt̪o ba͡i̯ʃ
623,ছয় শত তেইশ, cʰɔʲ ʃɔt̪o t̪e͡i̯ʃ
624,ছয় শত চব্বিশ, cʰɔʲ ʃɔt̪o cobbiʃ
625,ছয় শত পঁচিশ, cʰɔʲ ʃɔt̪o põciʃ
626,ছয় শত ছাব্বিশ, cʰɔʲ ʃɔt̪o cʰabbiʃ
627,ছয় শত সাতাশ, cʰɔʲ ʃɔt̪o ʃat̪aʃ
628,ছয় শত আঠাশ, cʰɔʲ ʃɔt̪o atʰaʃ
629,ছয় শত উনত্রিশ, cʰɔʲ ʃɔt̪o unot̪riʃ
630,ছয় শত ত্রিশ, cʰɔʲ ʃɔt̪o t̪riʃ
631,ছয় শত একত্রিশ, cʰɔʲ ʃɔt̪o ækot̪riʃ
632,ছয় শত বত্রিশ, cʰɔʲ ʃɔt̪o bɔt̪riʃ
633,ছয় শত তেত্রিশ, cʰɔʲ ʃɔt̪o t̪et̪riʃ
634,ছয় শত চৌত্রিশ, cʰɔʲ ʃɔt̪o co͡u̯t̪riʃ
635,ছয় শত পঁয়ত্রিশ, cʰɔʲ ʃɔt̪o põʲt̪riʃ
636,ছয় শত ছত্রিশ, cʰɔʲ ʃɔt̪o cʰɔt̪riʃ
637,ছয় শত সাঁইত্রিশ, cʰɔʲ ʃɔt̪o ʃãit̪riʃ
638,ছয় শত আটত্রিশ, cʰɔʲ ʃɔt̪o att̪riʃ
639,ছয় শত উনচল্লিশ, cʰɔʲ ʃɔt̪o unocolliʃ
640,ছয় শত চল্লিশ, cʰɔʲ ʃɔt̪o colliʃ
641,ছয় শত একচল্লিশ, cʰɔʲ ʃɔt̪o ækcolliʃ
642,ছয় শত বিয়াল্লিশ, cʰɔʲ ʃɔt̪o biʲalliʃ
643,ছয় শত তেতাল্লিশ, cʰɔʲ ʃɔt̪o t̪et̪alliʃ
644,ছয় শত চুয়াল্লিশ, cʰɔʲ ʃɔt̪o cuʲalliʃ
645,ছয় শত পঁয়তাল্লিশ, cʰɔʲ ʃɔt̪o põʲt̪alliʃ
646,ছয় শত ছেচল্লিশ, cʰɔʲ ʃɔt̪o cʰecolliʃ
647,ছয় শত সাতচল্লিশ, cʰɔʲ ʃɔt̪o ʃat̪colliʃ
648,ছয় শত আটচল্লিশ, cʰɔʲ ʃɔt̪o atcolliʃ
649,ছয় শত উনপঞ্চাশ, cʰɔʲ ʃɔt̪o unopɔncaʃ
650,ছয় শত পঞ্চাশ, cʰɔʲ ʃɔt̪o pɔncaʃ
651,ছয় শত একান্ন, cʰɔʲ ʃɔt̪o ækanno
652,ছয় শত বায়ান্ন, cʰɔʲ ʃɔt̪o baʲanno
653,ছয় শত তিপ্পান্ন, cʰɔʲ ʃɔt̪o t̪ippanno
654,ছয় শত চুয়ান্ন, cʰɔʲ ʃɔt̪o cuʲanno
655,ছয় শত পঞ্চান্ন, cʰɔʲ ʃɔt̪o pɔncanno
656,ছয় শত ছাপ্পান্ন, cʰɔʲ ʃɔt̪o cʰappanno
657,ছয় শত সাতান্ন, cʰɔʲ ʃɔt̪o ʃat̪anno
658,ছয় শত আটান্ন, cʰɔʲ ʃɔt̪o atanno
659,ছয় শত উনষাট, cʰɔʲ ʃɔt̪o unʃat
660,ছয় শত ষাট, cʰɔʲ ʃɔt̪o ʃat
661,ছয় শত একষট্টি, cʰɔʲ ʃɔt̪o ækʃotti
662,ছয় শত বাষট্টি, cʰɔʲ ʃɔt̪o baʃɔtti
663,ছয় শত তেষট্টি, cʰɔʲ ʃɔt̪o t̪eʃotti
664,ছয় শত চৌষট্টি, cʰɔʲ ʃɔt̪o co͡u̯ʃotti
665,ছয় শত পঁয়ষট্টি, cʰɔʲ ʃɔt̪o põʲʃɔtti
666,ছয় শত ছেষট্টি, cʰɔʲ ʃɔt̪o cʰeʃotti
667,ছয় শত সাতষট্টি, cʰɔʲ ʃɔt̪o ʃat̪ʃɔtti
668,ছয় শত আটষট্টি, cʰɔʲ ʃɔt̪o atʃɔtti
669,ছয় শত উনসত্তর, cʰɔʲ ʃɔt̪o unʃɔt̪t̪or
670,ছয় শত সত্তর, cʰɔʲ ʃɔt̪o ʃɔt̪t̪or
671,ছয় শত একাত্তর, cʰɔʲ ʃɔt̪o ækat̪t̪or
672,ছয় শত বাহাত্তর, cʰɔʲ ʃɔt̪o bahat̪t̪or
673,ছয় শত তিয়াত্তর, cʰɔʲ ʃɔt̪o t̪iʲat̪t̪or
674,ছয় শত চুয়াত্তর, cʰɔʲ ʃɔt̪o cuʲat̪t̪or
675,ছয় শত পঁচাত্তর, cʰɔʲ ʃɔt̪o pɔ̃cat̪t̪or
676,ছয় শত ছিয়াত্তর, cʰɔʲ ʃɔt̪o cʰiʲat̪t̪or
677,ছয় শত সাতাত্তর, cʰɔʲ ʃɔt̪o ʃat̪at̪t̪or
678,ছয় শত আটাত্তর, cʰɔʲ ʃɔt̪o atat̪t̪or
679,ছয় শত উনআশি, cʰɔʲ ʃɔt̪o uno͡a̯ʃi
680,ছয় শত আশি, cʰɔʲ ʃɔt̪o aʃi
681,ছয় শত একাশি, cʰɔʲ ʃɔt̪o ækaʃi
682,ছয় শত বিরাশি, cʰɔʲ ʃɔt̪o biraʃi
683,ছয় শত তিরাশি, cʰɔʲ ʃɔt̪o t̪iraʃi
684,ছয় শত চুরাশি, cʰɔʲ ʃɔt̪o curaʃi
685,ছয় শত পঁচাশি, cʰɔʲ ʃɔt̪o pɔ̃caʃi
686,ছয় শত ছিয়াশি, cʰɔʲ ʃɔt̪o cʰiʲaʃi
687,ছয় শত সাতাশি, cʰɔʲ ʃɔt̪o ʃat̪aʃi
688,ছয় শত আটাশি, cʰɔʲ ʃɔt̪o ataʃi
689,ছয় শত উননব্বই, cʰɔʲ ʃɔt̪o unonobbo͡i̯
690,ছয় শত নব্বই, cʰɔʲ ʃɔt̪o nɔbbo͡i̯
691,ছয় শত একানব্বই, cʰɔʲ ʃɔt̪o ækanbbo͡i̯
692,ছয় শত বিরানব্বই, cʰɔʲ ʃɔt̪o biranɔbbo͡i̯
693,ছয় শত তিরানব্বই, cʰɔʲ ʃɔt̪o t̪iranɔbbo͡i̯
694,ছয় শত চুরানব্বই, cʰɔʲ ʃɔt̪o curanɔbbo͡i̯
695,ছয় শত পঁচানব্বই, cʰɔʲ ʃɔt̪o pɔ̃canbbo͡i̯
696,ছয় শত ছিয়ানব্বই, cʰɔʲ ʃɔt̪o cʰiʲanɔbbo͡i̯
697,ছয় শত সাতানব্বই, cʰɔʲ ʃɔt̪o ʃat̪anobbo͡i̯
698,ছয় শত আটানব্বই, cʰɔʲ ʃɔt̪o atanbbo͡i̯
699,ছয় শত নিরানব্বই, cʰɔʲ ʃɔt̪o niranɔbbo͡i̯
700,সাতশ, ʃat̪ʃo
701,সাত শত এক, ʃat̪ ʃɔt̪o æk
702,সাত শত দুই, ʃat̪ ʃɔt̪o d̪u͡i̯
703,সাত শত তিন, ʃat̪ ʃɔt̪o t̪in
704,সাত শত চার, ʃat̪ ʃɔt̪o car
705,সাত শত পাঁচ, ʃat̪ ʃɔt̪o pãc
706,সাত শত ছয়, ʃat̪ ʃɔt̪o cʰɔʲ
707,সাত শত সাত, ʃat̪ ʃɔt̪o ʃat̪
708,সাত শত আট, ʃat̪ ʃɔt̪o at
709,সাত শত নয়, ʃat̪ ʃɔt̪o nɔʲ
710,সাত শত দশ, ʃat̪ ʃɔt̪o d̪ɔʃ
711,সাত শত এগারো, ʃat̪ ʃɔt̪o ægaro
712,সাত শত বারো, ʃat̪ ʃɔt̪o baro
713,সাত শত তেরো, ʃat̪ ʃɔt̪o t̪ero
714,সাত শত চৌদ্দ, ʃat̪ ʃɔt̪o co͡u̯d̪d̪o
715,সাত শত পনেরো, ʃat̪ ʃɔt̪o ponero
716,সাত শত ষোলো, ʃat̪ ʃɔt̪o ʃolo
717,সাত শত সতেরো, ʃat̪ ʃɔt̪o ʃɔt̪ero
718,সাত শত আঠারো, ʃat̪ ʃɔt̪o atʰaro
719,সাত শত উনিশ, ʃat̪ ʃɔt̪o uniʃ
720,সাত শত বিশ, ʃat̪ ʃɔt̪o biʃ
721,সাত শত একুশ, ʃat̪ ʃɔt̪o ækuʃ
722,সাত শত বাইশ, ʃat̪ ʃɔt̪o ba͡i̯ʃ
723,সাত শত তেইশ, ʃat̪ ʃɔt̪o t̪e͡i̯ʃ
724,সাত শত চব্বিশ, ʃat̪ ʃɔt̪o cobbiʃ
725,সাত শত পঁচিশ, ʃat̪ ʃɔt̪o põciʃ
726,সাত শত ছাব্বিশ, ʃat̪ ʃɔt̪o cʰabbiʃ
727,সাত শত সাতাশ, ʃat̪ ʃɔt̪o ʃat̪aʃ
728,সাত শত আঠাশ, ʃat̪ ʃɔt̪o atʰaʃ
729,সাত শত উনত্রিশ, ʃat̪ ʃɔt̪o unot̪riʃ
730,সাত শত ত্রিশ, ʃat̪ ʃɔt̪o t̪riʃ
731,সাত শত একত্রিশ, ʃat̪ ʃɔt̪o ækot̪riʃ
732,সাত শত বত্রিশ, ʃat̪ ʃɔt̪o bɔt̪riʃ
733,সাত শত তেত্রিশ, ʃat̪ ʃɔt̪o t̪et̪riʃ
734,সাত শত চৌত্রিশ, ʃat̪ ʃɔt̪o co͡u̯t̪riʃ
735,সাত শত পঁয়ত্রিশ, ʃat̪ ʃɔt̪o põʲt̪riʃ
736,সাত শত ছত্রিশ, ʃat̪ ʃɔt̪o cʰɔt̪riʃ
737,সাত শত সাঁইত্রিশ, ʃat̪ ʃɔt̪o ʃãit̪riʃ
738,সাত শত আটত্রিশ, ʃat̪ ʃɔt̪o att̪riʃ
739,সাত শত উনচল্লিশ, ʃat̪ ʃɔt̪o unocolliʃ
740,সাত শত চল্লিশ, ʃat̪ ʃɔt̪o colliʃ
741,সাত শত একচল্লিশ, ʃat̪ ʃɔt̪o ækcolliʃ
742,সাত শত বিয়াল্লিশ, ʃat̪ ʃɔt̪o biʲalliʃ
743,সাত শত তেতাল্লিশ, ʃat̪ ʃɔt̪o t̪et̪alliʃ
744,সাত শত চুয়াল্লিশ, ʃat̪ ʃɔt̪o cuʲalliʃ
745,সাত শত পঁয়তাল্লিশ, ʃat̪ ʃɔt̪o põʲt̪alliʃ
746,সাত শত ছেচল্লিশ, ʃat̪ ʃɔt̪o cʰecolliʃ
747,সাত শত সাতচল্লিশ, ʃat̪ ʃɔt̪o ʃat̪colliʃ
748,সাত শত আটচল্লিশ, ʃat̪ ʃɔt̪o atcolliʃ
749,সাত শত উনপঞ্চাশ, ʃat̪ ʃɔt̪o unopɔncaʃ
750,সাত শত পঞ্চাশ, ʃat̪ ʃɔt̪o pɔncaʃ
751,সাত শত একান্ন, ʃat̪ ʃɔt̪o ækanno
752,সাত শত বায়ান্ন, ʃat̪ ʃɔt̪o baʲanno
753,সাত শত তিপ্পান্ন, ʃat̪ ʃɔt̪o t̪ippanno
754,সাত শত চুয়ান্ন, ʃat̪ ʃɔt̪o cuʲanno
755,সাত শত পঞ্চান্ন, ʃat̪ ʃɔt̪o pɔncanno
756,সাত শত ছাপ্পান্ন, ʃat̪ ʃɔt̪o cʰappanno
757,সাত শত সাতান্ন, ʃat̪ ʃɔt̪o ʃat̪anno
758,সাত শত আটান্ন, ʃat̪ ʃɔt̪o atanno
759,সাত শত উনষাট, ʃat̪ ʃɔt̪o unʃat
760,সাত শত ষাট, ʃat̪ ʃɔt̪o ʃat
761,সাত শত একষট্টি, ʃat̪ ʃɔt̪o ækʃotti
762,সাত শত বাষট্টি, ʃat̪ ʃɔt̪o baʃɔtti
763,সাত শত তেষট্টি, ʃat̪ ʃɔt̪o t̪eʃotti
764,সাত শত চৌষট্টি, ʃat̪ ʃɔt̪o co͡u̯ʃotti
765,সাত শত পঁয়ষট্টি, ʃat̪ ʃɔt̪o põʲʃɔtti
766,সাত শত ছেষট্টি, ʃat̪ ʃɔt̪o cʰeʃotti
767,সাত শত সাতষট্টি, ʃat̪ ʃɔt̪o ʃat̪ʃɔtti
768,সাত শত আটষট্টি, ʃat̪ ʃɔt̪o atʃɔtti
769,সাত শত উনসত্তর, ʃat̪ ʃɔt̪o unʃɔt̪t̪or
770,সাত শত সত্তর, ʃat̪ ʃɔt̪o ʃɔt̪t̪or
771,সাত শত একাত্তর, ʃat̪ ʃɔt̪o ækat̪t̪or
772,সাত শত বাহাত্তর, ʃat̪ ʃɔt̪o bahat̪t̪or
773,সাত শত তিয়াত্তর, ʃat̪ ʃɔt̪o t̪iʲat̪t̪or
774,সাত শত চুয়াত্তর, ʃat̪ ʃɔt̪o cuʲat̪t̪or
775,সাত শত পঁচাত্তর, ʃat̪ ʃɔt̪o pɔ̃cat̪t̪or
776,সাত শত ছিয়াত্তর, ʃat̪ ʃɔt̪o cʰiʲat̪t̪or
777,সাত শত সাতাত্তর, ʃat̪ ʃɔt̪o ʃat̪at̪t̪or
778,সাত শত আটাত্তর, ʃat̪ ʃɔt̪o atat̪t̪or
779,সাত শত উনআশি, ʃat̪ ʃɔt̪o uno͡a̯ʃi
780,সাত শত আশি, ʃat̪ ʃɔt̪o aʃi
