num,sentence,ipa
908,নয় শত আট,
909,নয় শত নয়,
910,নয় শত দশ,
911,নয় শত এগারো,
912,নয় শত বারো,
913,নয় শত তেরো,
914,নয় শত চৌদ্দ,
915,নয় শত পনেরো,
916,নয় শত ষোলো,
917,নয় শত সতেরো,
918,নয় শত আঠারো,
919,নয় শত উনিশ,
920,নয় শত বিশ,
921,নয় শত একুশ,
922,নয় শত বাইশ,
923,নয় শত তেইশ,
924,নয় শত চব্বিশ,
925,নয় শত পঁচিশ,
926,নয় শত ছাব্বিশ,
927,নয় শত সাতাশ,
928,নয় শত আঠাশ,
929,নয় শত উনত্রিশ,
930,নয় শত ত্রিশ,
931,নয় শত একত্রিশ,
932,নয় শত বত্রিশ,
933,নয় শত তেত্রিশ,
934,নয় শত চৌত্রিশ,
935,নয় শত পঁয়ত্রিশ,
936,নয় শত ছত্রিশ,
937,নয় শত সাঁইত্রিশ,
938,নয় শত আটত্রিশ,
939,নয় শত উনচল্লিশ,
940,নয় শত চল্লিশ,
941,নয় শত একচল্লিশ,
942,নয় শত বিয়াল্লিশ,
943,নয় শত তেতাল্লিশ,
944,নয় শত চুয়াল্লিশ,
945,নয় শত পঁয়তাল্লিশ,
946,নয় শত ছেচল্লিশ,
947,নয় শত সাতচল্লিশ,
948,নয় শত আটচল্লিশ,
949,নয় শত উনপঞ্চাশ,
950,নয় শত পঞ্চাশ,
951,নয় শত একান্ন,
952,নয় শত বায়ান্ন,
953,নয় শত তিপ্পান্ন,
954,নয় শত চুয়ান্ন,
955,নয় শত পঞ্চান্ন,
956,নয় শত ছাপ্পান্ন,
957,নয় শত সাতান্ন,
958,নয় শত আটান্ন,
959,নয় শত উনষাট,
960,নয় শত ষাট,
961,নয় শত একষট্টি,
962,নয় শত বাষট্টি,
963,নয় শত তেষট্টি,
964,নয় শত চৌষট্টি,
965,নয় শত পঁয়ষট্টি,
966,নয় শত ছেষট্টি,
967,নয় শত সাতষট্টি,
968,নয় শত আটষট্টি,
969,নয় শত উনসত্তর,
970,নয় শত সত্তর,
971,নয় শত একাত্তর,
972,নয় শত বাহাত্তর,
973,নয় শত তিয়াত্তর,
974,নয় শত চুয়াত্তর,
975,নয় শত পঁচাত্তর,
976,নয় শত ছিয়াত্তর,
977,নয় শত সাতাত্তর,
978,নয় শত আটাত্তর,
979,নয় শত উনআশি,
980,নয় শত আশি,
981,নয় শত একাশি,
982,নয় শত বিরাশি,
983,নয় শত তিরাশি,
984,নয় শত চুরাশি,
985,নয় শত পঁচাশি,
986,নয় শত ছিয়াশি,
987,নয় শত সাতাশি,
988,নয় শত আটাশি,
989,নয় শত উননব্বই,
990,নয় শত নব্বই,
991,নয় শত একানব্বই,
992,নয় শত বিরানব্বই,
993,নয় শত তিরানব্বই,
994,নয় শত চুরানব্বই,
995,নয় শত পঁচানব্বই,
996,নয় শত ছিয়ানব্বই,
997,নয় শত সাতানব্বই,
998,নয় শত আটানব্বই,
999,নয় শত নিরানব্বই,
1000,এক হাজা,
