words,ipa
মানসিক,manoʃik
শারীরিক,ʃaririk
সৃষ্টি,sriʃti
বায়ু,baʲu
কীটনাশকের,kitonaʃker
ডায়রিয়া,daʲriʲa
কলম,kɔlom
উর্বরতা,urbɔrɔt̪a
ওষুধ,oʃud̪ʱ
সংরক্ষণের,ʃɔŋrokkʰɔner
উপায়,upaʲ
রিসাইকেল,risa͡i̯kel
উদবিদের,ud̪obid̪er
দেহে,d̪ehe
পায়,paʲ
বাগই,bago͡i̯
পানির,panir
প্রায়,praʲ
ভাগ,bʱag
উম,um
পাকার,pakar
এগুলোর,egulor
রং,rɔŋ
পাকা,paka
বাতালি,bat̪ali
ভিতরটা,bʱit̪ɔrta
গুলাপি,gulapi
পাতা,pat̪a
লেবুর,lebur
হর,hɔr
গুলাফি,gulapʰi
ডালিমের,dalimer
ছুটো,cʰuto
দানা,d̪ana
টুকটুকে,tuktuke
ডানা,dana
সারাদিনেও,ʃarad̪ine͡o̯
দরতারতো,d̪ɔrt̪arɔt̪o
কুলচে,kulce
যেইবা,ɟe͡i̯ba
পতিদিন,pot̪id̪in
ছাড়বে,cʰaɽbe
তাইলেই,t̪a͡i̯le͡i̯
ছাড়তে,cʰaɽt̪e
ছাড়তেই,cʰaɽt̪e͡i̯
বাড়বো,baɽbo
একদিনে,ækd̪ine
এতে,et̪e
ফতি,pʰot̪i
ছারবে,cʰarbe
দিলেও,d̪ile͡o̯
কতাডা,kɔt̪ada
কতাডাই,kɔt̪ada͡i̯
তত,t̪ɔt̪o
গেলেই,gele͡i̯
বেক্টি,bekti
ছুইট্টা,cʰu͡i̯tta
বেক্টিই,bekti͡i̯
এও=ক,e͡o̯=k
আডারোর,adaror
ছোউরান্নব্বই,cʰo͡u̯rannobbo͡i̯
ছউরান্নইব্বই,cʰɔ͡u̯ranno͡i̯bbo͡i̯
আঠান্নব্বই,atʰannobbo͡i̯
আডান্ন,adanno
পৃতিবির,prit̪ibir
প্রান্তের,prant̪er
সাগর,ʃagor
দৃশ্য,d̪riʃʃo
অদ্দেকটা,ɔd̪d̪ekta
তুলচে,t̪ulce
ডুনের,duner
পিতিবির,pit̪ibir
প্রান্তে,prant̪e
প্রা,pra
সবচে,ʃɔbce
টিকটকের,tiktker
মুকাবেলায়,mukabelaʲ
আবহাওয়া,aboha͡o̯ʷa
বার্তা,bart̪a
জরুরি,ɟoruri
সহায়তার,ʃɔhaʲt̪ar
ফি,pʰi
ঠিফল,tʰipʰɔl
তি,t̪i
নম্বরে,nɔmbɔre
গুরনিজরটা,gurɔniɟɔrta
এইনের,e͡i̯ner
জানুইন,ɟanu͡i̯n
জানলে,ɟanle
জানার,ɟanar
জানেনা,ɟanena
টেহাফইসা,tehapʰisa
দেয়ার,d̪eʲar
টেহাই,teha͡i̯
দিলো,d̪ilo
বিতরে,bit̪ɔre
গো,go
যাইত,ɟa͡i̯t̪o
বাগো,bago
ভিউ,bʱi͡u̯
ভাইএ,bʱa͡i̯͡e̯
ভাইএর,bʱa͡i̯͡e̯r
ভিভিও,bʱibʱi͡o̯
চাচা,caca
শাহাবুদ্দিরে,ʃahabud̪d̪ire
মিডিও,midi͡o̯
দিলোনাতো,d̪ilonat̪o
জুতা,ɟut̪a
উদাম,ud̪am
সড়হের,ʃɔ͡i̯her
এইহানতে,e͡i̯hant̪e
সিয়াম,ʃiʲam
মাফুইজ্জার,mapʰu͡i̯ɟɟar
বাতাসের,bat̪aʃer
দৌড়ে,d̪o͡u̯ɽe
ভাইয়া,bʱa͡i̯ʲa
আলামিন,alamin
মঙ্গলবারে,moŋgolbare
বাইন্দালাইন,ba͡i̯nd̪ala͡i̯n
ভাইঙালবো,bʱa͡i̯ŋalbo
পাগল,pagolo
রেহ,reh
ফড়ুইন,pʰoɽu͡i̯n
আইছলাম,a͡i̯cʰɔlam
ফরুইন,pʰoru͡i̯n
পেপার,pepar
ও্যাইফাই,o͡æ̯ipʰa͡i̯
হরি,hori
ওহন,ohon
কিনুইন,kinu͡i̯n
কেরলাইগা,kerla͡i̯ga
আনছি,ancʰi
লাগেনা,lagena
কতভাগ,kɔt̪obʱag
মানবদেহে,manobd̪ehe
সাইট,sa͡i̯t
সত্তর,ʃɔt̪t̪or
মানব,manobo
হচ্ছে,hoccʰe
আমোরা,amora
কখনো,kɔkʰono
সকালে,ʃɔkale
ঘাসের,gʱaʃer
বিন্দু,bind̪u
জমে,ɟɔme
দেখেছি,d̪ekʰecʰi
জইম্যা,ɟimæ
দেখছো,d̪ekʰcʰo
দেখছোনা,d̪ekʰcʰona
দেখছেনা,d̪ekʰcʰena
তুমারতে,t̪umart̪e
ভুর,bʱur
লতার,lɔt̪ar
ধানের,d̪ʱaner
মধ্যেও,mod̪d̪ʱe͡o̯
দুর্বার,d̪urbar
কুয়াশা,kuʲaʃa
বুঝছছ,buɟʱcʰcʰo
ছূট,cʰut
ছুট,cʰut
সাইডেরতে,sa͡i̯dert̪e
দেহে।মানব,d̪ehe।manbo
শইল্যো,ʃo͡i̯llo
বেঁচে,bẽce
থাকার,t̪ʰakar
প্রয়োজন,proʲoɟon
প্রাণিদেহে,pranid̪ehe
ছাগলের,cʰagoler
গাছপালাইয়,gacʰpala͡i̯ʲ
থাকা,t̪ʰaka
শিশির,ʃiʃir
সন্ধ্যা,ʃond̪ʱa
আসো,aʃo
বনের,bɔner
দুব্বার,d̪ubbar
ফানির,pʰanir
শীতকালে,ʃit̪kale
গরমকালে,gɔromkale
বস্তুর,bost̪ur
সংস্পর্শে,ʃɔŋspɔrʃe
বায়ুতে,baʲut̪e
জলীয়,ɟoliʲo
বাষ্প,baʃpo
ফোটা,pʰota
পরিণত,porinot̪
হওয়াকে,hoʷake
ঘনীভবন,gʱonibʱɔbɔn
এইদেহো,e͡i̯d̪eho
তরলে,t̪ɔrle
বলে।বাষ্প,bole।baʃpo
তরল,t̪ɔrol
তরমুজের,t̪ormuɟer
ভিতর,bʱit̪or
কিযে,kike
সারের,ʃarer
ব্যাবহারে,bæbohare
টকটকে,tɔktke
লালে,lale
নিরাপদ,nirapod̪
পুকুরের,pukurer
অনিরাপদ,ɔnirapod̪
নদীর,nod̪ir
রেড,red
অর্থ,ɔrt̪ʰo
ছাকনী,cʰakni
ছেকে,cʰeke
পরিষ্কার,poriʃkar
ছাঁকন,cʰãkon
প্রক্রিয়া,prokriʲa
হল,hɔl
পেপারেও,pepare͡o̯
খরচো,kʰɔroco
কিনি,kini
সাথের,ʃat̪ʰer
ঘরেরতে,gʱɔrert̪e
বিহি,bihi
লইতারি,lo͡i̯t̪ari
বুঝছো,buɟʱcʰo
আবু,abu
ভায়ের,bʱaʲer
বাদল,bad̪ol
কালহোয়া,kalohoʷa
কালকেই,kalke͡i̯
এওডা,e͡o̯da
বুঝন,buɟʱɔn
ফাইনাল,pʰa͡i̯nal
ইয়াদু,iʲad̪u
সংবাদ,ʃɔŋbad̪
হাছায়,hacʰaʲ
মিছায়,micʰaʲ
কটাও,kɔta͡o̯
কেটে,kete
সৌরবিদ্যুত,ʃo͡u̯robid̪d̪ut̪o
টুকটাক,tuktak
দেখতাম,d̪ekʰt̪am
প্রফাইলো,propʰa͡i̯lo
ছাড়ি,cʰaɽi
প্রফাইলতো,propʰa͡i̯lɔt̪o
ফেসবুকেই,pʰesbuke͡i̯
ফেইসবুকতো,pʰe͡i̯sbukɔt̪o
মনিটাইজ,monita͡i̯ɟ
ফেইসবুকে,pʰe͡i̯sbuke
পেইজে,pe͡i̯ɟe
ফলোয়ার,pʰɔloʷar
বুজ্জো,buɟɟo
গেরান্টি,geranti
প্রফাইলে,propʰa͡i̯le
প্রফাইলের,propʰa͡i̯ler
রিলসে,rilse
রিলসের,rilser
কয়েকজনেই,kɔʲekɟɔne͡i̯
পাইছে,pa͡i̯cʰe
রিল,ril
ছাড়ন,cʰaɽon
ফাইবা,pʰa͡i̯ba
দিবাইন,d̪iba͡i̯n
ফাইম্মার,pʰa͡i̯mmar
মাদ্রাসার,mad̪raʃar
শিক্ষক,ʃikkʰɔk
ফেসবুকে,pʰesbuke
সহজ,ʃɔhoɟ
ভাইগ্য,bʱa͡i̯ggo
থাহি,t̪ʰahi
কুনসময়,kunʃɔmɔʲ
তারা,t̪ara
সেলিরবিটি,selirbiti
তারার,t̪arar
লাগি,lagi
সেলিব্রেটি,selibreti
হওয়া,hoʷa
মিজানুর,miɟanur
রহমান,rɔhɔman
আজাহারি,aɟahari
ওয়াজ,oʷaɟ
ইউটিউব,i͡u̯ti͡u̯b
চ্যানেল,cænel
দিনে,d̪ine
মিলিয়ন,miliʲon
বিঊ,bi͡u̯
সাবস্ক্রাইব,ʃaboʃkra͡i̯bo
স্বাভাবিক,ʃabʱabik
লাগাত,lagat̪
অইতে,ɔ͡i̯t̪e
খামখেয়ালি,kʰamkʰeʲali
সেলিব্রেটিরাতো,selibretirat̪o
আরজে,arɔɟe
কিবরিয়া,kiboriʲa
চিনো,cino
একপিস,ækpiʃ
দাড়,d̪aɽ
করায়ালায়,kɔraʷalaʲ
পরিচিতি,poricit̪i
দরো,d̪ɔro
ব্যাডার,bædar
ফলুয়ার,pʰoluʲar
পিজে,piɟe
লাইজ্ঞ্যা,la͡i̯gɟa
ছ্যারির,cʰærir
অন্যডা,ɔnnoda
লাগদাছে,lagd̪acʰe
দম,d̪ɔm
বাইরইয়া,ba͡i̯riʲa
অরেঞ্জ,ɔrenɟ
এইবায়,e͡i̯baʲ
জিবানু,ɟibanu
মিনিট,minit
রাকতে,rakt̪e
বেশ,beʃ
কালার।অরেঞ্জ,kalar।ɔrenɟ
জীবানু,ɟibanu
মিটারের,mitarer
ইয়েলো,iʲelo
এইল,e͡i̯l
এইলো,e͡i̯lo
ওয়াই,oʷa͡i̯
এল,el
পুষ্টি,puʃti
সুশনের,ʃuʃoner
পয়োজন,pɔʲoɟon
খারাও,kʰara͡o̯
মাততাম,mat̪t̪am
বানাইতাম,bana͡i̯t̪am
বানাইয়ামনে,bana͡i̯ʲamne
ফইক্কা,pʰɔ͡i̯kka
ফরবি,pʰɔrbi
এইতানো,e͡i̯t̪ano
গ্যাছছ,gæcʰɔcʰo
এলো,elo
অর্ত,ɔrt̪o
ইয়োলো,iʲolo
অয়াই,ɔʲa͡i̯
ইলো,ilo
বানাইবা,bana͡i̯ba
বানাইয়াম,bana͡i̯ʲam
এল্লেইজ্ঞ্যা,elle͡i̯ggoɟa
গিন,gin
উদ্ভিতের,ud̪bʱit̪er
সুধানর,ʃud̪ʱanɔr
জন্যা,ɟonna
গ্রিন,grin
সুধনের,ʃud̪ʱoner
দুষণের,d̪uʃɔner
কারন,karon
নদ,nɔd̪
গ্রীন,grin
নদ-,nɔd̪-
বানাও,bana͡o̯
দেহি।,d̪ehi।
ব্ল,blo
নীল,nil
বানাইতারতাম,bana͡i̯t̪art̪am
বানায়াম,banaʲam
ফরতাম,pʰɔrt̪am
বু,bu
নিল,nil
দেখতাছি,d̪ekʰt̪acʰi
দিমু,d̪imu
বাড়ান,baɽan
বরা,bɔra
নর্দমা,nɔrd̪oma
মিশে,miʃe
বালি,bali
কাঁদা,kãd̪a
সরানো,ʃɔrano
থিতানো,t̪ʰit̪ano
থাউক,t̪ʰa͡u̯k
লেখ,lekʰ
মিলিত,milit̪o
কাদা,kad̪a
সরানোর,ʃɔranor
প্রক্রিয়াকে,prokriʲake
চরকা,cɔrka
টায়ারবার্ন,taʲarbarno
ঘুরিয়ে,gʱuriʲe
বিদ্যুৎ,bid̪d̪ut̪
টায়ার,taʲar
বার্ন,barno
উৎপাদন,ut̪pad̪on
শুকনোর,ʃuknor
শুকানোর,ʃukanor
হেয়ার,heʲar
ড্রায়ারে,draʲare
মাইরালছি,ma͡i̯ralcʰi
কবির,kobir
কেস,keʃ
দেখলাম,d̪ekʰlam
পায়ালচে,paʲalce
ইউটিউবে,i͡u̯ti͡u̯be
ফেসবুকের,pʰesbuker
ওয়াজের,oʷaɟer
নূর,nur
মিডিয়া,midiʲa
এইডাদা,e͡i̯dad̪a
অনেকদিন,ɔnekd̪in
যাবত,ɟabot̪
চেস্টা,ceʃta
করতেছে,kort̪ecʰe
চার,car
বসর,bɔʃor
নিয়াজ,niʲaɟ
বিদেশের,bid̪eʃer
ফাহিম,pʰahim
ছিনি,cʰini
ভ্লগস,bʱlɔgɔʃ
এন্ড,ænd
ট্রাভেলস,trabʱelʃ
কইতারবাম,ko͡i̯t̪arbam
ভাইকি,bʱa͡i̯ki
বিদেশ,bid̪eʃ
ছূডু,cʰudu
মাইধ্যম,ma͡i̯d̪d̪ʱom
ছেরারে,cʰerare
ছিনলাম,cʰinlam
ফারা,pʰara
বগাট্টিয়া,bɔgattiʲa
ছিনার,cʰinar
চেয়ারম্যানের,ceʲarmæner
বাড়ী,baɽi
সীমান,ʃiman
তারাহান্দা,t̪arahand̪a
বগাইট্টা,bɔga͡i̯tta
তুমরার,t̪umɔrar
কস,kɔʃ
মিলন,milon
মাস্টরের,mastorer
এইনদিয়া,e͡i̯nd̪iʲa
হ।কুন্দিয়া,h।kund̪iʲa
দার,d̪ar
কুড়াতলার,kuɽat̪ɔlar
রোডে,rode
খুরশিদ,kʰurʃid̪
মাস্টারের,mastarer
ময়না,mɔʲna
হেদিকে,hed̪ike
কাছেই,kacʰe͡i̯
সাথেই,ʃat̪ʰe͡i̯
কইতাছো,ko͡i̯t̪acʰo
ব্লগ,blɔg
দেহাইছি,d̪eha͡i̯cʰi
ছিনো,cʰino
দেইখ্যাতো,d̪e͡i̯kʰkʰat̪o
এম্নেওতো,emne͡o̯t̪o
পারি,pari
আমিওতো,ami͡o̯t̪o
ছারতারলে,cʰart̪arle
এইযেন,e͡i̯ɟen
বাড়িডা,baɽida
ফুন্ডার,pʰundar
বিদেশে,bid̪eʃe
রুমানিয়ার,rumaniʲar
ধুমায়া,d̪ʱumaʲa
চিনলাম,cinlam
কারেন,karen
দেহাইতাম,d̪eha͡i̯t̪am
ফুলাফানের,pʰulapʰaner
ছেন্ডেল,cʰendel
মেয়েরার,meʲerar
বও,bɔ͡o̯
থাইক্কো,t̪ʰa͡i̯kko
বাহইরা,baho͡i̯ra
ফছন্দ,pʰɔcʰond̪o
আও,a͡o̯
সানি,ʃani
দুইডারে,d̪u͡i̯dare
মসজিদো,mɔnoɟid̪o
বওয়া,boʷa
বাজে,baɟe
টি,ti
টার্বাইন,tarba͡i̯n
ঘুরালে,gʱurale
একলা,ækla
ভেজানো,bʱeɟano
শুকোনোর,ʃukonor
জন্যঅকি,ɟonno͡o̯ki
ডেইয়ের,de͡i̯ʲer
ডাই,da͡i̯
প্রবাহ,probaho
অগ্নি,ɔgni
নির্বাহক,nirbahok
যন্তে,ɟɔnt̪e
কার্বনডাইঅক্সাইড,karbonda͡i̯͡ɔ̯ksa͡i̯d
নভানুর,nɔbʱanur
নিভানুর,nibʱanur
রাখলেই,rakʰle͡i̯
নিভে,nibʱe
তিরিশটা,t̪iriʃta
দরা,d̪ɔra
হইরালচি,ho͡i̯ralci
হইরালচো,ho͡i̯ralco
পেলেচি,peleci
এইটা,e͡i̯ta
ভাসতাছো,bʱaʃt̪acʰo
ঘ,gʱɔ
উ,u
ঘু,gʱu
বেগুনি,beguni
দুইশ,d̪u͡i̯ʃo
হরতাছি,hɔrot̪acʰi
বেকতা,bekt̪a
তুলতাছস,t̪ult̪acʰoʃ
লালডা,lalda
এরুম,erum
সিশটেমের,siʃɔtemer
বালোই,balo͡i̯
আছুইন,acʰu͡i̯n
ডেইলিই,de͡i̯li͡i̯
জারু,ɟaru
দিলেইত্ত,d̪ile͡i̯t̪t̪o
হেইদুনকা,he͡i̯d̪unka
ফাইলাম,pʰa͡i̯lam
যেইবালা,ɟe͡i̯bala
ফাইনা,pʰa͡i̯na
আইতারছি,a͡i̯t̪arcʰi
জামেলাত,ɟamelat̪
ফইরাছলামগা,pʰo͡i̯racʰlamga
দরনের,d̪ɔroner
মুমবাত্তি,mumɔbat̪t̪i
আগরবাত্তি,agorobat̪t̪i
বেছলে,becʰole
অলির,ɔlir
দরবারো,d̪ɔrbaro
কাইব,ka͡i̯bo
কাইবো,ka͡i̯bo
বেইচ্চালাইলে,be͡i̯ccala͡i̯le
বেডায়,bedaʲ
থাহনির,t̪ʰahonir
বানাইছুইন,bana͡i̯cʰu͡i̯n
রুম,rum
বানাইতাইন,bana͡i̯t̪a͡i̯n
হেয়ানদিয়া,heʲand̪iʲa
হরতাইন,hɔrot̪a͡i̯n
ছাত্তোইতাছে,cʰat̪t̪o͡i̯t̪acʰe
তাইক্কা,t̪a͡i̯kka
ছাত্তোই,cʰat̪t̪o͡i̯
হেইদা,he͡i̯d̪a
ফাঞ্জামা,pʰanɟama
হু,hu
কম্পিট,kɔmpit
কন্টাক,kontak
দেইক্কাইছো,d̪e͡i̯kka͡i̯cʰo
ফুলডি,pʰuldi
গন্দ,gɔnd̪o
কামিনি,kamini
ফুলের,pʰuler
বটগাছটা,bɔtgacʰta
আরাই,ara͡i̯
জন্ম,ɟɔnmo
কেম্নে,kemne
গাছটা,gacʰta
ফরেত্তে,pʰɔret̪t̪e
ফুরুষ,pʰuruʃ
বোদ,bod̪
বটগাছ,bɔtgacʰ
বাড়েও,baɽe͡o̯
মরতাছে,mɔrot̪acʰe
ফছতাছে,pʰocʰot̪acʰe
কয়েকশ,kɔʲekʃo
কইতারতো,ko͡i̯t̪arot̪o
হেইডাও,he͡i̯da͡o̯
আশফাশেই,aʃopʰaʃe͡i̯
আন্নেও,anne͡o̯
মাজেমইদ্দে,maɟemid̪d̪e
ছইয়,cʰo͡i̯ʲ
বাউলি,ba͡u̯li
বাড়িই,baɽi͡i̯
জিগায়া,ɟigaʲa
আইলেই,a͡i̯le͡i̯
এলার,elar
ফত,pʰot̪o
বেডাইনের,beda͡i̯ner
নমাজো,nɔmaɟo
গন্ধডা,gɔnd̪ʱoda
ফুরবাইন,pʰurba͡i̯n
ফর্যন্ত,pʰɔrɟont̪o
কুলাইতারি,kula͡i̯t̪ari
বুঝোনা,buɟʱona
গেলাইন,gela͡i̯n
গেছলাইন,gecʰola͡i̯n
দরহাস্ত,d̪ɔrhast̪o
অভ্যাস,ɔbbʱaʃ
লেহালেহি,lehalehi
বক্তা,bokt̪a
ফুনতাছো,pʰunt̪acʰo
বাংলাদেশী,baŋlad̪eʃi
বাঙালী,baŋali
আইন্নেই,a͡i̯nne͡i̯
নামাইছুইন,nama͡i̯cʰu͡i̯n
নামাইছি,nama͡i̯cʰi
আরেকবার,arekbar
সোমবারে,ʃombare
উলু,ulu
সহ,ʃɔho
ছলে,cʰɔle
রাইতের,ra͡i̯t̪er
বাজলেও,baɟle͡o̯
আজ্ঞোয়ায়া,aggoʷaʲa
দেয়াইবো,d̪eʲa͡i̯bo
বাইবোইন,ba͡i̯bo͡i̯n
অছিলায়,ɔcʰilaʲ
রাকাত,rakat̪
নফল,nɔpʰɔl
এহান,ehan
কুত্তা,kut̪t̪a
রাখলে,rakʰle
ডর,dɔr
আইতাম,a͡i̯t̪am
লাম্বার,lambar
টাইন,ta͡i̯n
ফুরছুইন,pʰurcʰu͡i̯n
দিনো,d̪ino
তাহুইন,t̪ahu͡i̯n
কইতারলাম,ko͡i̯t̪arlam
মনইবো,monibo
ফুরোইন,pʰuro͡i̯n
আলহামদুলিল্লাহ,alhamd̪ulillah
ভালোই,bʱalo͡i̯
বাজারোনা,baɟarona
আজ্ঞুয়া,agguʷa
মাগরিবের,magoriber
হরছুইন,horcʰu͡i̯n
আনার,anar
আনতাইন,ant̪a͡i̯n
আনতারতাইন,anot̪arɔt̪a͡i̯n
যাইবাইন,ɟa͡i̯ba͡i̯n
এনি,eni
থইয়াইগা,t̪ʰo͡i̯ʲa͡i̯ga
গুমাইছি,guma͡i̯cʰi
খাওয়ানি,kʰa͡o̯ʷani
গুমেত্তে,gumet̪t̪e
উইট্টা,u͡i̯tta
বাজারী,baɟari
গাঙ্গো,gaŋgo
অ্যাঁয়ে,æ̃ʲe
হরছি,horcʰi
তোমরা,t̪omra
হেইলা,he͡i̯la
চায়,caʲ
যাউজ্ঞা,ɟa͡u̯gga
মনলয়,monlɔʲ
দেহার,d̪ehar
হিংসাও,hiŋʃa͡o̯
পতিহিংসাও,pot̪ihiŋʃa͡o̯
ফুনে,pʰune
করতামনা,kort̪amona
মুহেদা,muhed̪a
শয়তানি,ʃɔʲt̪ani
পতিহিংসা,pot̪ihiŋʃa
করেন,kɔren
আমারার,amarar
দারাই,d̪ara͡i̯
দারাইতো,d̪ara͡i̯t̪o
আনহে,anohe
টুদ্দি,tud̪d̪i
দিছেন,d̪icʰen
যাইবাম,ɟa͡i̯bam
থানাঘাট,t̪ʰanagʱat
মুসলিম,muslim
শুভ,ʃubʱ
ছেরাডা,cʰerada
কালকা,kalka
স্টাম্প,stamp
এলাকার,elakar
বিয়ানি,biʲani
কাজের,kaɟer
টিপস,tips
হিয়াইন্না,hiʲa͡i̯nna
ছোব্বিশ,cʰobbiʃ
মনের,moner
আনন্দ,anond̪o
কইতামনা,ko͡i̯t̪amona
হেইলার,he͡i̯lar
করলেই,korle͡i̯
বুঝলামনা,buɟʱlamona
বিরক্ত,birokt̪o
জানা,ɟana
আপ,ap
জানেই,ɟane͡i̯
আইটকা,a͡i̯tka
সাবস্ক্রাইবের,ʃaboʃkra͡i̯ber
কেমনডা,kæmonda
ওয়াচটাইমডা,oʷacta͡i̯mda
নিতা,nit̪a
কিনুন,kinun
ফারো,pʰaro
অনলাইনতে,ɔnɔla͡i̯nt̪e
ফাওয়া,pʰa͡o̯ʷa
যাইতো,ɟa͡i̯t̪o
কিন্নাই,kinna͡i̯
পর্যায়ে,porɟaʲe
পরিশ্রম,porisrɔm
মাইকেল,ma͡i̯kel
মামাও,mama͡o̯
খুইজ্জা,kʰu͡i̯ɟɟa
আইতো,a͡i̯t̪o
কো,ko
আইসা,a͡i̯ʃa
শুরু,ʃuru
তহনি,t̪ɔhoni
কমুলাগবো,komulagbo
ঘুম,gʱum
ফাইতাছি,pʰa͡i̯t̪acʰi
খুচরা,kʰucra
মিসকলের,miskɔler
ধরতারি,d̪ʱɔrot̪ari
আল্লাহুআকবার,allahu͡a̯kbar
মলিন,molin
মুখটা,mukʰta
বাং,baŋ
দুইডার,d̪u͡i̯dar
আরেকজনের,arekɟɔner
ার,ar
দুইফরে,d̪u͡i̯pʰɔre
খাইলে,kʰa͡i̯le
একটার,æktar
কামও,kamo
টাজ,taɟ
ধইরা,d̪ʱo͡i̯ra
ডাউন,da͡u̯n
বোনের,boner
রেকর্ড,rekɔrd
মাছের,macʰer
হ্যার,hær
মিসকল,miskɔlo
মডর,mɔdor
মুডামুডি,mudamudi
সবি,gobi
নিতারিনা,nit̪arina
রেকর্ডিং,rekɔrdiŋ
আইতাছি,a͡i̯t̪acʰi
লাগবে,lagbe
টবি,tbi
আমরারটেন,amrarten
বেচতাছে,bect̪acʰe
এইদু,e͡i̯d̪u
চলতাছে,cɔlt̪acʰe
ধরিছ,d̪ʱoricʰo
আইহায়রে,a͡i̯haʲre
ফ্যান,pʰæn
চকরা,cɔkra
মকরা,mɔkra
কাইট্ট্যা,ka͡i̯tta
সবিইতো,ʃobi͡i̯t̪o
কাইট্যা,ka͡i̯tt̪a
ফর্মা,pʰɔrma
দেলাইবা,d̪ela͡i̯ba
গেইম,ge͡i̯m
টেইম,te͡i̯m
ফরমেট,pʰɔrmet
টেও,te͡o̯
ছাইব,cʰa͡i̯bo
সরায়ালাই,ʃɔraʷala͡i̯
গেম,gem
খেলবাম,kʰelbam
চালাইবে,cala͡i̯be
থাবরায়া,t̪ʰabraʲa
মুতায়ালবাম,mut̪aʲalbam
খেলতাম,kʰelt̪am
পছন্দ,pɔcʰond̪o
কার্ড,kard
খেলছি,kʰelcʰi
মিনহাজের,minhaɟer
মিনহাজ,minhaɟ
হেইদিগের,he͡i̯d̪iger
ফাহুন্দিয়ার,pʰahund̪iʲar
দিগের,d̪iger
ইসলাম,islam
নিজাইম্যা,niɟa͡i̯mæ
বুদ্ধি,bud̪d̪ʱi
ছুদ্ধি,cʰud̪d̪ʱi
আম্মার,ammar
বদলায়া,bɔd̪laʲa
আনতা,ant̪a
নিজাম,niɟam
সাস্কাইব,ʃaska͡i̯bo
অইত,ɔ͡i̯t̪o
ওয়াচ,oʷac
কিন্নাইল্লাম,kinna͡i̯llam
কিন্নাল্লাম,kinnallam
কমপ্লিট,kɔmplit
ফ্রায়,pʰraʲ
চৌদ্দ,co͡u̯d̪d̪o
দিও,d̪i͡o̯
ওয়াচটাইম,oʷacta͡i̯m
ভাল্লাগবো,bʱallagbo
মিটিং,mitiŋ
নুমাইন্যা,numa͡i̯nna
হরতাছে,hɔrot̪acʰe
টিপব,tipb
হরব,horbo
ব্যাডারে,bædare
কনফার্ম,konpʰarmo
আয়ও,aʲo
এইজে,e͡i̯ɟe
বুইধবার,bu͡i̯d̪ʱbar
দাড়ি,d̪aɽi
কাটতো,katt̪o
পাডাতনের,paŋat̪ɔner
ফাক্কন,pʰakkon
আনইনস্টল,aninɔstɔl
দিয়ালাইলে,d̪iʲala͡i̯le
লগিন,lɔgin
লাগাইয়া,laga͡i̯ʲa
খুইল্লা,kʰu͡i̯lla
যায়গা,ɟaʲga
দিয়াও,d̪iʲa͡o̯
যাইনা,ɟa͡i̯na
আটকাইয়া,atka͡i̯ʲa
অপেক্ষা,ɔpekkʰa
সিউরিটি,si͡u̯riti
মাইডি,ma͡i̯di
যাইবগা,ɟa͡i̯bɔga
আজিজ,aɟiɟ
সাহেবের,ʃaheber
কারিগর,karigɔr
দিয়ালচে,d̪iʲalce
রিপনের,riponer
যুগাযুগ,ɟugaɟug
বুতল,but̪ɔl
হইরো,ho͡i̯ro
নাযে,naɟe
আল্লারে,allare
বিষয়ক,biʃɔʲok
করিনাতো,korinat̪o
গুর্নিজর,gurniɟɔr
টুর্নিজর,turniɟɔr
কইরোনা,ko͡i̯rona
লয়াইত্তো,lɔʲa͡i̯t̪t̪o
প্রকৃতি,prokrit̪i
ইবারের,ibarer
গুর্নিজরের,gurniɟɔrer
ভুইল্লাছিগা,bʱu͡i̯llacʰiga
দেড়শো,d̪eɽʃo
আস্টশো,astʃo
বানাদে,banad̪e
করস,kɔrʃ
ফইরাছেগ,pʰo͡i̯racʰeg
কারখানার,karkʰanar
গ্যালে,gæle
ধার,d̪ʱar
আইতা,a͡i̯t̪a
গন্ধ্যের,gɔnd̪ʱer
চাপ,cap
খাইলেই,kʰa͡i̯le͡i̯
বিভিন,bibʱin
ময়লা,mɔʲla
ফালায়,pʰalaʲ
ডেইনে,de͡i̯ne
গন্ধ্যে,gɔnd̪ʱe
দুইন্নার,d̪u͡i̯nnar
উহিল,uhil
স্নেক,snek
লিখছে,likʰcʰe
গুইল,gu͡i̯l
গুইলসাপ,gu͡i̯lʃap
গুইসাপ,gu͡i̯ʃap
ছ্যাড়াডা,cʰæɽada
করতারবো,kort̪arbo
ব্যাডির,bædir
হন্ধার,hond̪ʱar
দিয়ালছি,d̪iʲalcʰi
চেনেলের,ceneler
ঝামেলার,ɟʱamelar
কাইট্টালাতাছে,ka͡i̯ttalat̪acʰe
কইতাএ,ko͡i̯t̪a͡e̯
মিজান,miɟan
চিনে,cine
বুইড়া,bu͡i̯ɽa
ব্যাডিও,bædi͡o̯
কানতো,kant̪o
জাইগ্যা,ɟa͡i̯gka
রাতুল,rat̪ul
নিশা,niʃa
মারাত্মক,marat̪t̪ok
খেলতা,kʰelɔt̪a
ফুলিশের,pʰuliʃer
গাড়িও,gaɽi͡o̯
মার্কেডে,markede
ডাক,dak
আইলাম,a͡i̯lam
ভাইব্বা,bʱa͡i̯bba
ভাবজুইন,bʱabɟu͡i̯n
ফাচজনে,pʰacɟɔne
বাঙ্গে,baŋge
