words,ipa
মানা,mana
আরেকজন,arekɟɔn
ধাই,d̪ʱa͡i̯
গইরজুস,go͡i̯rɟuʃ
আসতি,aʃt̪i
ছুডাইতি,cʰuda͡i̯t̪i
ইয়্যার,iʲɟar
দোষী,d̪oʃi
যাইতাগুই,ɟa͡i̯t̪agu͡i̯
বাপ-মারে,bap-mare
টানাটানি,tanatani
ফইরতু,pʰirt̪u
খইতু,kʰo͡i̯t̪u
এলাকা,elaka
এনা,ena
বাপের,baper
ফরালেখার,pʰɔralekʰar
নো,no
দাগ,d̪ag
লাগি,lagi
যাইতুগই,ɟa͡i̯t̪ugi
লে,le
গ্যায়ার,gæʲar
টিস্যুর,tiʃʃur
পানি,pani
লাইলি,la͡i̯li
ইউস,i͡u̯s
যাইব,ɟa͡i̯bo
ফরবর্তী,pʰɔrobort̪i
আইস্যি,a͡i̯ʃʃi
দীর্ঘ,d̪irgʱo
উম,um
উগ্গো,uggo
জীবনর,ɟibɔnor
তালিকাত্তুন,t̪alikat̪t̪un
দিলি,d̪ili
বাল,bal
হর,hɔr
মাতি,mat̪i
মাঝো,maɟʱo
উইন্নি,u͡i̯nni
লাংগামাটি,laŋgamati
হডে,hode
লইয়্যি,lo͡i̯ki
হাইবার,ha͡i̯bar
সুদা,ʃud̪a
হাইয়েদেও,ha͡i̯ʲed̪e͡o̯
সুদানির,ʃud̪anir
ফোয়াত্তে,pʰoʲat̪t̪e
অ্যান,æn
ফারিদ্দি,pʰarid̪d̪i
এহনো,ehono
আলার,alar
লাইলি-মজনু,la͡i̯li-mɟɔnu
পরাজিত,pɔraɟit̪o
মউ,mɔ͡u̯
কোচিং,kociŋ
সেন্টার,sentar
ফাহারাত,pʰaharat̪
গোলাম,golam
নারে,nare
মাগির,magir
হেডা,heda
খাতি,kʰat̪i
যরগুইর,ɟɔrgu͡i̯r
খত্তর,kʰɔt̪t̪or
খইলজে,kʰo͡i̯lɔɟk
ঠার,tʰar
গইরগি,go͡i̯rgi
এইসব,e͡i̯ʃɔb
ইতেরার,it̪erar
রিক্স,rikʃo
নিরাপত্তার,nirapɔt̪t̪ar
খতাও,kʰɔt̪a͡o̯
হিহি,hihi
এ্যান,t̪æn
আরউকগো,arukgo
ইয়্যা,iʲla
ডেগ,deg
খন,kʰɔn
এইদিন্যা,e͡i̯d̪inna
খোনরখমে,kʰonrkʰome
জামিন,ɟamin
ফাইয়্যি,pʰa͡i̯ki
বিদেশ,bid̪eʃ
বাফরে,bapʰɔre
কোর্ট,kort
যারে,ɟare
নাইচচু,na͡i̯ccu
চোর,cor
লাব,lab
কলংকর,kɔloŋkor
মানসম্মান,manoʃɔmman
গেল,gælo
বিয়াক,biʲak
চৌধুরির,co͡u̯d̪ʱurir
মাইয়াফুয়া,ma͡i̯ʲapʰuʷa
ন-বুঝো,no-buɟʱo
তাল,t̪al
ঘুইরতে,gʱu͡i̯rt̪e
যাইতইদে,ɟa͡i̯t̪o͡i̯d̪e
ইন্টারকোর্স,intarkors
হয়েগবার,hoʲegbar
নষ্ট,nɔʃto
বিয়া-টিয়া,biʲa-tiʲa
আরুকগো,arukgo
অইয়ারে,ɔ͡i̯ʲare
ফোয়াও,pʰoʷa͡o̯
দেখতে,d̪ekʰt̪e
টেখতে,tekʰt̪e
সান্দর,ʃand̪ɔr
তানজিলের,t̪anɟiler
ডইল্ল্যা,dillæ
তানজিল,t̪anɟil
গম,gɔm
লাল,lal
লতে,lɔt̪e
বতে,bɔt̪e
নাটার,natar
গইরজো,go͡i̯rɟo
বুঝো,buɟʱo
লগে,lɔge
ট্যাঁডা,tæ̃da
ইতেরলাই,it̪erla͡i̯
নিজেরে,niɟere
টেঁয়া-ফইশা,tẽʲa-pʰiʃa
থাইকতু,t̪ʰa͡i̯kot̪u
ওরেব্বাবা,orebbaba
মার,mar
ফডাইবার,pʰɔda͡i̯bar
ফডাই,pʰɔda͡i̯
উদো,ud̪o
ফরিচয়,pʰoricɔʲ
সাহাইয্য,ʃaha͡i̯ɟɟo
সমুক,ʃomuk
ফটাই,pʰɔta͡i̯
মারে-টারে,mare-tare
জাত,ɟat̪
ফাত,pʰat̪
চৌধুরী,co͡u̯d̪ʱuri
খইততারেদে,kʰit̪ɔt̪ared̪e
কাঙ্গাল,kaŋgal
মুনতাহারে,munot̪ahare
বেড়াইতে,beɽa͡i̯t̪e
বাফেরে,bapʰere
যাইরদে,ɟa͡i̯rd̪e
বান্ধবীর,band̪ʱobir
ফিরতে,pʰirt̪e
আইয়্যি,a͡i̯ki
ফজর,pʰɔɟor
মাইয়াফোয়ারে,ma͡i̯ʲapʰoʷare
টামাই,tama͡i̯
দিয়্যেরে,d̪ikkere
যারগইর,ɟargir
বাফ,bapʰ
মালখোর,malkʰor
মালদার,mald̪ar
সম্মানের,ʃɔmmaner
খবর,kʰɔbor
টবর,tɔbor
লামাই,lama͡i̯
রাইত,ra͡i̯t̪o
ফুলিশ,pʰuliʃ
কমপ্লিট,kɔmplit
দলিল,d̪olil
জিডি,ɟidi
আসামী,aʃami
আছেদে,acʰed̪e
ফাইরজি,pʰa͡i̯roɟi
ধুম,d̪ʱum
অইয়েরে,ɔ͡i̯ʲere
আপনি,apni
অমুকের,ɔmuker
বাপ,bap
বাড়িতে,baɽit̪e
উইঠতি,u͡i̯tʰt̪i
এদ্দুরত,ed̪d̪urɔt̪o
গেইয়্যিগই,ge͡i̯kigi
সুদানিরফোয়া,ʃud̪anirpʰoʷa
ঘুম,gʱum
যরদে,ɟɔrd̪e
উইঠতুস,u͡i̯tʰt̪uʃ
খআলে,kʰale
ভেড়া,bʱeɽa
এদ্দুর,ed̪d̪ur
রাইতে,ra͡i̯t̪e
ডাহের,daher
এরফরে,erpʰɔre
চালান,calan
খাইট্যি,kʰa͡i̯ti
উকিল-টুকিল,ukil-tukilo
গেয়া-টেয়া,geʲa-teʲa
উকিলে,ukile
লাস্টে,laste
রাঙ্গুনিয়ার,raŋguniʲar
উকিল,ukil
উপজেলার,upoɟelar
গরাইতে,gɔra͡i̯t̪e
শিশু,ʃiʃu
গরিতই,gorit̪i
টিয়্যিন,tiʃd̪ʱin
আদালতরে,ad̪alɔt̪ɔre
রখমে,rɔkʰome
মঞ্জুর,mɔnɟur
গরাইয়্যে,gɔra͡i̯kt̪e
তুলি,t̪uli
জেরা-টেরা,ɟera-tera
জেরা,ɟera
হোক,hok
ফাঁস,pʰãʃ
রাখত্যারিবানা,rakʰot̪t̪aribana
টাইর,ta͡i̯r
ফাইরতাম,pʰa͡i̯rot̪am
খামের,kʰamer
ফল,pʰɔl
বেচি,beci
ভাইয়েরে,bʱa͡i̯ʲere
ছুডাইবার,cʰuda͡i̯bar
আড়াই,aɽa͡i̯
উকিলেরে,ukilere
টুয়া,tuʲa
খমপক্ষে,kʰɔmpokkʰe
মামলা,mamla
যাইর,ɟa͡i̯r
দুনো,d̪uno
ফক্ষে,pʰɔkkʰe
আপোষ,apoʃ
মামলা-টামলা,mamla-tamɔla
তোঁয়ারও,t̪õʷaro
হানি,hani
হয়রানিও,hɔʲrani͡o̯
টেঁয়া-ফইশাও,tẽʲa-pʰiʃa͡o̯
খরচ,kʰɔroc
লইর,lɔ͡i̯r
আদালতের,ad̪alɔt̪er
চোখ,cokʰ
দূর্ঘটনা,d̪urgʱɔtona
ঘটেনা,gʱɔtena
বারোভাতারি,barobʱat̪ari
জেলের,ɟeler
আইয়্যনের,a͡i̯ʲʃoner
আলারফোয়া,alarpʰoʷa
খুইক্কে,kʰu͡i̯kke
গিয়্যুস,gikd̪uʃ
সিস্টেম,ʃistem
জানতি,ɟant̪i
আঙ্গুল,aŋgul
ফুলি,pʰuli
কলাগাছ,kɔlagacʰ
অইয়্যস,ɔ͡i̯ʲt̪oʃ
নাডার,nadar
বিয়া,biʲa
ফালাতি,pʰalat̪i
খাবিননামা,kʰabinnama
কিলিয়ার,kiliʲar
গরিত্যারতি,gorit̪t̪arot̪i
আদালত,ad̪alɔt̪o
স্বামী,ʃami
স্ত্রী,st̪ri
লইয়্যুস,lo͡i̯ʲuʃ
বুদ্ধি,bud̪d̪ʱi
খত্তুন,kʰɔt̪t̪un
ঘুরের,gʱurer
দশশো,d̪ɔʃʃo
খাইয়্যুম,kʰa͡i̯ʲd̪ʱum
খাইতু,kʰa͡i̯t̪u
গলি,goli
ডেকের,deker
খাইয়্যুস,kʰa͡i̯ʲuʃ
মইধ্যে,mo͡i̯d̪d̪ʱe
বুঝস,buɟʱɔʃ
খাবিল,kʰabil
থাহিলি,t̪ʰahili
গেলাম,gelam
পরিবহন,poribɔhon
একটা,ækta
চইরজি,co͡i̯rɟi
ফাঁশটা,pʰãʃta
নাইমমি,na͡i̯momi
রিসোর্ট,risort
বেয়াকগুন,beʲakgun
আছিলাম,acʰilam
মজার,mɔɟar
স্বাভাবিকভাবে,ʃabʱabikbʱabe
বেড,bed
ওয়ালা,oʷala
চাইরজন,ca͡i̯rɟɔn
গরিয়ারে,goriʲare
আটজন,atɟɔn
ওঁয়াইজ্জে,õʲa͡i̯ɟɟe
কিছুক্ষণ,kicʰukkʰon
ফোয়া-ছা,pʰoʷa-cʰa
ফানিত,pʰanit̪o
যাইয়ুম,ɟa͡i̯ʲum
সমুদ্রত,ʃomud̪rot̪o
ব্যাগ-ট্যাগ,bægɔ-tag
রাখি,rakʰi
রেডি,redi
অইয়েনে,ɔ͡i̯ʲene
চাইর-পাঁচ,ca͡i̯r-pãc
হঠাৎ,hɔtʰat̪
রেস্ট,rest
নাস্তা,nast̪a
আনাইলাম,ana͡i̯lam
আনাইয়ারে,ana͡i̯ʲare
ফানি,pʰani
লইয়ারে,lɔ͡i̯ʲare
গোসল,gosol
সানগ্লা,sangla
ডক্যুমেন্ট,d̪okd̪ument
ওয়ালেট,oʷalet
নিইয়্যি,ni͡i̯ki
নামিয়েনে,namiʲene
ঢেউয়ের,dʱe͡u̯ʲer
একেকজনের,ækekɟɔner
সানগ্লাস,sanglas
ফথমত,pʰɔt̪ʰmɔt̪
দ্বিতীয়ত,d̪it̪iʲot̪
একজনে,ækɟone
নামে,name
থাকার,t̪ʰakar
জমা,ɟɔma
দুই-তিনজনে,d̪u͡i̯-t̪inɟɔne
খেলের,kʰeler
থাহার,t̪ʰahar
তিননো,t̪inno
সেহেতু,ʃehet̪u
বল,bɔl
খয়েকগো,kʰɔʲekgo
মারের,marer
আজি,aɟi
আরেকজনে,arekɟɔne
নিয়্যেগই,niʃdegi
টোয়াই,toʷa͡i̯
ফাইর,pʰa͡i̯r
সাত-আষ্ট,ʃat̪-aʃto
সাত-আট,ʃat̪-at
জনে,ɟɔne
একেকজনে,ækekɟɔne
ঢেউ,dʱe͡u̯
আঁরগান,ãrgan
চেয়ে,ceʲe
বয়া,bɔʲa
লইবু,lɔ͡i̯bu
আঁরতে,ãrt̪e
টেঁয়াও,tẽʲa͡o̯
বয়াও,bɔʲa͡o̯
লইতাম,lo͡i̯t̪am
হাঁডির,hãdir
একজনরে,ækɟonre
গরিত্যারি,gorit̪t̪ari
ব্যবস্থা,bæbost̪ʰa
গুরো,guro
অলেরতেও,ɔlert̪e͡o̯
ছুডি,cʰudi
যাইলে,ɟa͡i̯le
ওঁয়াইজ্জেরে,õʲa͡i̯ɟɟere
দুনোজন,d̪unoɟon
টেঁয়ার,tẽʲar
খয়েকজন,kʰɔʲekɟɔn
চিহ্ন,cinho
বয়ার,bɔʲar
ইয়ারা,iʲara
সীমিত,ʃimit̪o
বয়াত,bɔʲat̪
যাইত্যারতুনো,ɟa͡i̯t̪t̪art̪uno
উইতারা,u͡i̯t̪ara
কিরের,kirer
ছুডো,cʰudo
ভাসি,bʱaʃi
দুনোজনের,d̪unoɟoner
আইসসুম,a͡i̯sʃum
দেইকখি,d̪e͡i̯kokʰi
স্পিডবোট,spidbot
আইয়্যেনে,a͡i̯ʲd̪ʱene
যাইগুইত,ɟa͡i̯gu͡i̯t̪o
ফরবর্তীতে,pʰɔrobort̪it̪e
হেল্প,helpo
একটু,ektu
গেয়লাম,geʲolam
পাড়ের,paɽer
পাড়ে,paɽe
যাইয়্যুম,ɟa͡i̯ʲd̪ʱum
খুইন্দি,kʰu͡i̯nd̪i
সাগর,ʃagor
চলির,colir
চইলতে,cilt̪e
ধইরজে,d̪ʱo͡i̯rɟe
দুনোজনরে,d̪unoɟonre
গুন,gun
ফাড়ের,pʰaɽer
ফাড়ে,pʰaɽe
আইন্যু,a͡i̯nnu
খইয়্যেনে,kʰo͡i̯ʲd̪ʱene
খইজ্জা,kʰiɟɟa
হাঁডি,hãdi
আইর,a͡i̯r
ওকগোর,okogor
তোমাকে,t̪omake
তোমার,t̪omar
ডাকতেছে,dakt̪ecʰe
গা,ga
মশকারি,mɔʃkari
রিস্ক,riʃko
এতক্ষণ,æt̪okkʰon
দুইজনের,d̪u͡i̯ɟɔner
ভাইয়্যে,bʱa͡i̯ʲt̪e
যতক্ষণ,ɟɔt̪okkʰon
ততক্ষণ,t̪ɔt̪okkʰon
সুরক্ষা,ʃurokkʰa
ঢেউয়েত,dʱe͡u̯ʲet̪
লবনাক্ত,lɔbonakt̪o
খট্টা,kʰɔtta
যাগুই,ɟagu͡i̯
শরীর,ʃorir
বিচি,bici
দুনোউয়ো,d̪uno͡u̯ʲo
ফোঁড়া,pʰõɽa
গালি,gali
লবনাক্তত,lɔbonakt̪ot̪o
আইবের,a͡i̯ber
টেস্ট,test
অইয়্যুম,ɔ͡i̯kd̪ʱum
ফার্স্টে,pʰarste
আচার-টাচার,acar-tacar
কিন্নি,kinni
কিনি,kini
ঘুইরতাম,gʱu͡i̯rot̪am
ইন্টারেস্টিং,intarestiŋ
দশ-বারো,d̪ɔʃ-baro
যেইগুন,ɟe͡i̯gun
একসাথে,ækʃat̪ʰe
হাঁডিবার,hãdibar
ছবি,cʰobi
তুলিবো,t̪ulibo
তুইলতাম,t̪u͡i̯lot̪am
তুল,t̪ul
বিশ্ব,biʃʃo
ঘুরিয়েন,gʱuriʲen
ঘুরির,gʱurir
দুনোজনে,d̪unoɟone
চাইর-ফাঁচ,ca͡i̯r-pʰãc
ডাক,dak
বাংলা,baŋla
খইত্যারে,kʰit̪t̪are
আমাকে,amake
দাও,d̪a͡o̯
আইফোন,a͡i̯pʰon
বোটাম,botam
ক্যামেরা,kæmera
তুলির,t̪ulir
পাশে,paʃe
দির,d̪ir
স্মাইল,sa͡i̯l
হাসি,haʃi
গাইল,ga͡i̯l
চিটাইঙ্গা,cita͡i̯ŋga
দওর,d̪or
বুইঝদো,bu͡i̯ɟʱɔd̪o
খতক্ষণ,kʰɔt̪okkʰon
দিয়্যুস,d̪ikd̪uʃ
ফিডিবু,pʰidibu
কর,kɔr
সন্ধ্যা,ʃond̪ʱa
সা-টা,ʃa-ta
খাইবু,kʰa͡i̯bu
রিসোর্টর,risortor
রিসোর্টত,risortot̪o
প্রোগ্রাম,program
ব্যান্ড,bænd
এলাউ,ela͡u̯
আইসসিলাম,a͡i̯ssilam
বাজের,baɟer
এন্দে,ænd̪e
খাইলাম,kʰa͡i̯lam
খাইবার,kʰa͡i̯bar
সাইবু,ʃa͡i̯bu
রাতিয়ে,rat̪iʲe
কয়েকজনে,kɔʲekɟɔne
তিনজন,t̪inɟɔn
কেউরে,ke͡u̯re
কেউ,ke͡u̯
ঘুরি-ঘারিয়েনে,gʱuri-gʱariʲene
সারাদিন,ʃarad̪in
ফেইসবুক,pʰe͡i̯sbuk
লাইভ,la͡i̯bʱ
আষ্ট,aʃto
উইন্দি,u͡i̯nd̪i
থাহন,t̪ʰahon
ফালং,pʰaloŋ
থাহিবি,t̪ʰahibi
মেডিত,medit̪o
যুদ্ধ,ɟud̪d̪ʱo
লটারিত,lɔtarit̪ɔ
বালিশ,baliʃ
ফাইতু,pʰa͡i̯t̪u
শুইবু,ʃu͡i̯bu
থাইক্কে,t̪ʰa͡i̯kke
উইন্দিও,u͡i̯nd̪i͡o̯
একজনের,ækɟoner
বাথরুম,bat̪ʰrum
ধইরজি,d̪ʱo͡i̯rɟi
ওয়াশরুম,oʷaʃrum
টয়লেট,tɔʲlet
ইউজ,i͡u̯ɟ
হেহেহেহহে,hehehehohe
ঢুইক্কি,dʱu͡i̯kki
ভোর,bʱor
আওয়াজ,a͡o̯ʷaɟ
সার,ʃar
হাইসতে,ha͡i̯ʃɔt̪e
মরি,mori
গেইয়্যেদে,ge͡i̯ʲd̪ʱed̪e
খারাপ,kʰarap
গোসল-টোসল,gosol-toʃɔl
দেইক্কি,d̪e͡i̯kki
ঘুমর,gʱumɔr
টাথা,tat̪ʰa
গরম,gɔrom
খইলো,kʰilo
দাঁত,d̪ãt̪
ব্রাশ,braʃ
আলাদাভাবে,alad̪abʱabe
খম,kʰɔm
থাইক্কম,t̪ʰa͡i̯kkom
টুথপেষ্ট,tut̪ʰpeʃto
নিয়্যি,niʃd̪i
ক্রিম,krim
নেয়,neʲ
খুজের,kʰuɟer
খুইজ্জে,kʰu͡i̯ɟɟe
টুথপেষ্টও,tut̪ʰpeʃto
সাদা,ʃad̪a
ক্রিমও,krimo
মাখি,makʰi
ফালাইয়েদে,pʰala͡i̯ʲed̪e
মুখত,mukʰt̪o
মাইকখে,ma͡i̯kkʰe
ফালার,pʰalar
ঝামেলা-টামেলা,ɟʱamela-tamela
চুয়াই,cuʲa͡i̯
দুপুরে,d̪upure
বারোজন,baroɟon
ছয়জন,cʰɔʲoɟɔn
টেবিল,tebil
দুইভাগ,d̪u͡i̯bʱag
প্যাকেজ,pækeɟ
সাততো,ʃat̪t̪o
অলা,ɔla
ভর্তা,bʱɔrt̪a
টর্তা,tɔrt̪a
খাইতাম,kʰa͡i̯t̪am
কুরো,kuro
মাছ,macʰ
বাইজ্জে,ba͡i̯ɟɟe
গেইলোগই,ge͡i̯logi
উডির,udir
লইত,lɔ͡i̯t̪o
বিশজন,biʃɔɟɔn
লাতিয়ে,lat̪iʲe
চার্জ,carɟo
গো,go
এবেলা,ebæla
খওর-চওর,kʰɔ͡o̯ro-cor
যাইরদি,ɟa͡i̯rod̪i
রুমত,rumɔt̪
মোবাইলগো,moba͡i̯lgo
আনিবার,anibar
মোবাইলর,moba͡i̯lɔr
মোবাইলও,moba͡i̯lo
চার্জারও,carɟaro
অবাক,ɔbak
ছয়-সাতজন,cʰɔʲ-ʃat̪ɟɔn
ফুছত,pʰucʰɔt̪
লইলাম,lɔ͡i̯lam
মুহূর্তেত,muhurt̪et̪
হুলস্থুল,hulost̪ʰul
রিং,riŋ
রিসিভ,riʃibʱ
রসিভ,roʃibʱ
কিরগি,kirgi
দরজা,d̪ɔrɟa
খোলা,kʰola
নিবোগই,nibogi
ফকেট,pʰɔket
এতোবার,et̪obar
কলগো,kɔlgo
বারদি,bard̪i
টেনশনে,tenʃɔne
থাহা,t̪ʰaha
ফাইরদে,pʰa͡i̯rd̪e
মেসেজ,meʃeɟ
আইয়্যের,a͡i̯ʲd̪er
চেক,cek
গালাগালি,galagali
ফিডা,pʰida
টিডান,tidan
দও,d̪ɔ͡o̯
চুরি,curi
অনুযায়ী,onuɟaʲi
কলরে,kɔlre
খইলাম,kʰo͡i̯lam
ভিজ্জ্যি,bʱiɟɟi
সাদা-সাদা,ʃad̪a-ʃad̪a
সাদা-লাল,ʃad̪a-lal
খতুকগুন,kʰot̪ukgun
চামড়া,camɽa
রোইদ,ro͡i̯d̪
লাইগ্যি,la͡i̯gd̪i
অসুস্থ,ɔʃust̪ʰo
ঘটনা-টটনা,gʱɔtona-ttna
সাউন্ডবক্স,ʃa͡u̯ndɔbɔkʃo
ফালাইয়ে,pʰala͡i̯ʲe
ইতারারও,it̪araro
ঘটি,gʱoti
আরেকজনেরে,arekɟɔnere
বেড়াইতু,beɽa͡i̯t̪u
গরগই,gɔrogo͡i̯
নামও,namo
ফাডাই,pʰada͡i̯
হৈচৈ,ho͡i̯co͡i̯
চলিবার,colibar
বড়ভাই,bɔɽobʱa͡i̯
ডাইক্যে,da͡i̯kke
হুনির,hunir
এয়ারফোনগো,eʲarpʰongo
ভাইয়ের,bʱa͡i̯ʲer
ফিরি,pʰiri
যিয়্যত,ɟikd̪ʱɔt̪o
রাহিবার,rahibar
লক,lɔk
ইয়ারফোন,iʲarpʰon
ঢুইক্যিগই,dʱu͡i̯kigi
ইয়ারফোনর,iʲarpʰonor
ঘাট,gʱat
খেয়াল,kʰeʲal
গইরলাম,girlam
পর্যায়ে,porɟaʲe
ইয়ারফোনগো,iʲarpʰongo
ছিড়ি,cʰiɽi
গিয়্যি,gikd̪i
লস,lɔʃo
অক্কলের,ɔkkoler
বড়ভাইয়ের,bɔɽobʱa͡i̯ʲer
কিরজে,kiroɟe
আইয়েরে,a͡i̯ʲere
উড়াই,uɽa͡i̯
সহ,ʃɔho
ইবাও,iba͡o̯
ফঅল,pʰɔ͡ɔ̯l
গাইর,ga͡i̯r
যেইল্লে,ɟe͡i̯lle
দেরদে,d̪erd̪e
মূলত,mulɔt̪o
দিবি,d̪ibi
তালে,t̪ale
তিরিশজন,t̪iriʃɟɔn
এখলা,ekʰla
ড্রাইভার,dra͡i̯bʱar
বইয়্যে,bo͡i̯kt̪e
ড্রাইভারের,dra͡i̯bʱarer
বই,bo͡i̯
রইয়্যে,ro͡i̯kt̪e
ফারিয়েনে,pʰariʲene
খতকগুন,kʰɔt̪okgun
দশবারোউয়া,d̪ɔʃbaro͡u̯ʷa
কিন্যি,kinni
বাদ,bad̪
খারে,kʰare
খোনোমতে,kʰonomɔt̪e
এব্বেরে,ebbere
বইয়্যি,bo͡i̯ki
বইসসে,bo͡i̯ʃse
বইসসুস,bo͡i̯ʃʃuʃ
গরিস,goriʃ
ঝুরে,ɟʱure
সাইস,ʃa͡i̯ʃ
ঝুরিলে,ɟʱurile
ড্রাইভাররে,dra͡i̯bʱarre
চোয়ার,coʲar
দিস,d̪iʃ
ইয়্যিনত,ikinɔt̪o
ব্রেক,brek
আড়াইটা,aɽa͡i̯ta
কফি-টফি,kɔpʰi-tpʰi
নাস্তা-ফানি,nast̪a-pʰani
রওনা,rɔ͡o̯na
বাসে,baʃe
চলি,coli
আইসসু,a͡i̯sʃu
হ্যাঁ,hæ̃
ভাড়া,bʱaɽa
লাইও,la͡i̯o
ড্রাইভারে,dra͡i̯bʱare
দিয়্যিল,d̪ikæ͡i̯l
এলাখার,elakʰar
চিনি,cini
সংকোচ,ʃɔŋkoc
আগেরবার,agerbar
গেইলাম,ge͡i̯lam
লন,lɔn
আহা,aha
আরেকবার,arekbar
চলিবু,colibu
থ্যাংক,t̪æŋk
নানু,nanu
জাল,ɟal
বউমা,bɔ͡u̯ma
বউমার,bɔ͡u̯mar
বাথরুমের,bat̪ʰrumer
কাজ,kaɟ
ভাইয়ার,bʱa͡i̯ʲar
এন্ডে,ænde
শুই,ʃu͡i̯
থাইক্যি,t̪ʰa͡i̯kki
কারেন,karen
খাইর,kʰa͡i̯r
রান্দি,rand̪i
রাইন্দে,ra͡i̯nd̪e
অর্ধেক,ɔrd̪ʱek
খাইয়্যি,kʰa͡i̯ki
ওষুধ,oʃud̪ʱ
গুরোভাই,gurobʱa͡i̯
তুলিয়েনে,t̪uliʲene
খাবাইয়্যে,kʰaba͡i̯ʲt̪e
খাবানের,kʰabaner
ফারাই,pʰara͡i̯
পাত্রী,pat̪ri
বইসসি,bo͡i̯ssi
বর,bɔr
প্রার্থী,prart̪ʰi
গিফট,gipʰɔt
লইবার,lɔ͡i̯bar
লেইকখি,le͡i̯kkʰi
ইয়্যিনর,ikinɔr
হয়ে,hoʲe
যাচ্ছে,ɟaccʰe
গোস্তো-টোস্তো,gost̪o-tost̪o
চিংড়ি,ciŋɽi
টিংড়ি,tiŋɽi
টিভি,tibʱi
আব্বু,abbu
মুনতাহার,munot̪ahar
খওর,kʰor
বোরখা,borkʰa
খালামনি,kʰalamoni
শ্বশুর,ʃoʃur
দইয়ের,d̪iʲer
শরবত,ʃɔrbot̪
রান্নাবান্না,rannabanna
ফেট,pʰet
ব্যাথা,bæt̪ʰa
আধা,ad̪ʱa
ফথর,pʰɔt̪ʰor
আইয়ারে,a͡i̯ʲare
থাইক্কি,t̪ʰa͡i̯kki
ধইরগি,d̪ʱo͡i̯rgi
খাও,kʰa͡o̯
লাও,la͡o̯
বুমি,bumi
ইবেও,ibe͡o̯
গরমে,gɔrme
অসুখ,ɔʃukʰ
ভাইয়ে,bʱa͡i̯ʲe
নানাভাইয়ে,nanabʱa͡i̯ʲe
ডাখি,dakʰi
নানাভাইয়েরে,nanabʱa͡i̯ʲere
ডাখো,dakʰo
বিকালবেলা,bikalbela
খাইস,kʰa͡i̯ʃ
যাইস,ɟa͡i̯ʃ
ডাক্তারের,dakt̪arer
খাছের,kʰacʰer
অইয়্যিল,ɔ͡i̯kil
বমি,bomi
চা-নাস্তা,ca-nast̪a
কারেন্ট,karent
বাইরে,ba͡i̯re
চলেরদে,cɔlerd̪e
বানানী,banani
চাচি,caci
ধুরো,d̪ʱuro
ফরীক্ষা,pʰorikkʰa
খালামনির,kʰalamonir
বিয়ার,biʲar
এরফরের,erkkʰɔrer
খালাম্মুর,kʰalammur
আফা,apʰa
ফোয়াইত্যা,pʰoʷa͡i̯t̪t̪a
হুনিয়েনে,huniʲene
লাগের,lager
ঢাহার,dʱahar
দূরের,d̪urer
উডিয়েনে,udiʲene
আম্মুর,ammur
আন্টি,anti
আফু,apʰu
মেহেদী,mehed̪i
অনুষ্ঠানের,onuʃtʰaner
বেইন্যা,be͡i̯nna
আয়োজন,aʲoɟon
টায়োজন,taʲoɟon
বিয়াত,biʲat̪
গায়ে,gaʲe
হলুদ,holud̪
অনুষ্ঠান,onuʃtʰan
আইয়নের,a͡i̯ʲoner
টিউবওয়েল,ti͡u̯boʷel
ট্যাপ,tæp
হলুদের,holud̪er
খালামনিরে,kʰalamonire
ঠ্যাং,tʰæŋ
লাগাই,laga͡i̯
মেহেন্দি,mehend̪i
লাগাইয়্যে,laga͡i̯ʲt̪e
লাগানের,laganer
মেহেন্দির,mehend̪ir
দেয়া,d̪eʲa
গরু,goru
উইঠতে,u͡i̯tʰt̪e
গেইয়েনে,ge͡i̯ʲene
জবা,ɟɔba
গিয়্যিগই,gikigi
ফার্লারর,pʰarlarɔr
সাজি,ʃaɟi
ইন্দির,ind̪ir
ক্লাব,klab
উডান,udan
আছিলদ,acʰilɔd̪
খালা,kʰala
সেজো,ʃeɟo
নানুরে,nanure
স্টেজ,steɟ
তুইললি,t̪u͡i̯loli
টেয়া,teʲa
যেনে,ɟene
কেক-টেক,kek-tek
নামি,nami
বার্থডে,bart̪ʰode
হেহেহেহেহে,hehehehehe
শেষে,ʃeʃe
ঝুমু,ɟʱumu
গেইয়্যই,ge͡i̯kt̪o͡i̯
নোহাত,nohat̪
ঘুম-টুম,gʱum-tum
বেইন্যে,be͡i̯nne
ফইরগি,pʰo͡i̯rgi
ফার্লার,pʰarlar
দুইরগে,d̪u͡i̯rɔge
হু,hu
দুউরের,d̪u͡u̯rer
দুইরগের,d̪u͡i̯rɔger
শুক্কুরবারে,ʃukkurbare
সাজি-টাজি,ʃaɟi-taɟi
মাথার,mat̪ʰar
ফুলর,pʰulr
আইনতো,a͡i̯nt̪o
আনিয়েনে,aniʲene
তারারে,t̪arare
সাজার,ʃaɟar
সাজাইয়েনে,ʃaɟa͡i̯ʲene
ফুল-টুল,pʰul-tul
ফইরর,pʰo͡i̯rɔr
গরায়দে,gɔraʲd̪e
ফইরের,pʰo͡i̯rer
আইননি,a͡i̯nni
ফইর,pʰo͡i̯r
আনে,ane
সাজের,ʃaɟer
আঁরারেও,ãrare͡o̯
তারারেও,t̪arare͡o̯
সাজাইয়্যি,ʃaɟa͡i̯ki
সাজাই,ʃaɟa͡i̯
বিয়েত,biʲet̪
