words,ipa
বেড়াচ্ছি,beɽaccʰi
আম,am
লিয়াপনরে,liʲaponre
খুজছি,kʰuɟcʰi
কেউর,ke͡u̯r
শুনার,ʃunar
শুনতি,ʃunt̪i
পারবিনি,parbini
শুনতিছি,ʃunt̪icʰi
থাক,t̪ʰak
রাগে,rage
গুনিছিস,gunicʰiʃ
তাওরে,t̪a͡o̯re
খুঁজতিছি,kʰũɟt̪icʰi
টার্গেটে,targete
তিনজন,t̪inɟɔn
যেইডেরে,ɟe͡i̯dere
ফাবিনি,pʰabini
ঘাফাবিনি,gʱapʰabini
মাল্লি,malli
মাল্লিও,malli͡o̯
মাইর,ma͡i̯r
খাইছেলো,kʰa͡i̯cʰelo
খাইছিলাম,kʰa͡i̯cʰilam
লাঠি,latʰi
বইছি৷,bo͡i̯cʰi
নেশা,neʃa
ফানি,pʰani
পানি,pani
উজোকে,uɟoke
মারিছে,maricʰe
ভাডি৷,bʱadi
একবারা,ækbara
ওহন্তে,ohont̪e
গাড়ির,gaɽir
ছাবি,cʰabi
পাঁজ্জন,pãɟɟon
কয়খান,kɔʲkʰan
পাঁচখান,pãckʰan
গিছিলাম৷,gicʰilam
ফরের,pʰɔrer
দিনকে,d̪inke
চোক,cok
কয়ডার,kɔʲdar
লাল,lal
টকটক,tɔktok
রইছে৷,ro͡i̯cʰe
মুক,muk
সাকিব,ʃakibo
রড,rɔd
ধরিছে৷,d̪ʱoricʰe
যিহানে,ɟihane
থামাইছে,t̪ʰama͡i̯cʰe
যিহানে৷,ɟihane
সাইজ,sa͡i̯ɟ
আট-দশ,at-d̪ɔʃ
গাড়িত্তে,gaɽit̪t̪e
নাইমে,na͡i̯me
কেবলই,keboli
ধত্তি,d̪ʱɔt̪t̪i
মুরব্বী-টুরব্বী,murobbi-turobbi
বাজান,baɟan
মিটেইছে,mite͡i̯cʰe
পাইয়ে,pa͡i̯ʲe
আব্দুল্লাহরে,abd̪ullahore
ওইহেন্তে,o͡i̯hent̪e
আউগোইস,a͡u̯go͡i̯ʃ
ওইদিকি,o͡i̯d̪iki
খাইছিস,kʰa͡i̯cʰiʃ
লোকজনরে,lokɟɔnre
ডাক,dak
চা-টা,ca-ta
দাইয়ে,d̪a͡i̯ʲe
ফাটাইছিলাম,pʰata͡i̯cʰilam
চা,ca
খাআয়ে,kʰa͡a̯ʲe
ফাটায়,pʰataʲ
ঠিয়াইছেলো,tʰiʲa͡i̯cʰelo
ইহানে,ihane
ফাটনার,pʰatnar
ইস্থানীয়,ist̪ʰaniʲo
বটেই,bote͡i̯
তো৷,t̪o
গাছবাইড়ে,gacʰba͡i̯ɽe
খা,kʰa
গাছবাইড়ের,gacʰba͡i̯ɽer
বানাইছে৷,bana͡i̯cʰe
গাছবাইড়েত্তে,gacʰba͡i̯ɽet̪t̪e
বানাইছে,bana͡i̯cʰe
দিচ্ছি৷,d̪iccʰi
আত্মীয়,at̪t̪iʲo
ফিলদে,pʰild̪e
মিতা,mit̪a
ম্যাডাম,mædam
ম্যাডামের,mædamer
কাগা,kaga
কাগার,kagar
আফুন,apʰun
কিসির,kisir
বাপ্পি,bappi
সম্পর্ক৷,ʃɔmporko
পাটনী,patni
ভুল,bʱul
দুধ,d̪ud̪ʱ
পাঠায়,patʰaʲ
এনিতি,enit̪i
ফিলি,pʰili
থাম,t̪ʰam
ফিল,pʰil
হোয়,hoʲ
চিনিস,ciniʃ
আইনে,a͡i̯ne
আদর,ad̪or
খাওয়াইস,kʰa͡o̯ʷa͡i̯ʃ
মারলি,marli
মারার,marar
আআম্র,a͡a̯mro
বাপরেও,bapre͡o̯
বাপরে,bapre
ঘাপায়,gʱapaʲ
যেকোনো,ɟekono
পাটনা,patna
লিপটন,lipton
মারবি,marbi
জরিপানা,ɟoripana
পাঁচ,pãc
পঞ্চাশ,pɔncaʃ
হজার-এক,hɔɟar-ek
লাখ,lakʰ
তাহার,t̪ahar
ছোটো-খাটো,cʰoto-kʰato
ছাড়বি,cʰaɽbi
মার্ডার,mardar
কাইদা,ka͡i̯d̪a
এইহেনে,e͡i̯hene
দশদিন,d̪ɔʃd̪in
দেখপো,d̪ekʰpo
রেগুলার,regular
দিস,d̪iʃ
রাত্তিরে,rat̪t̪ire
নিছিনা,nicʰina
পাউ,pap
ভাঙ্গিস,bʱaŋgis
খবরদার,kʰɔbord̪ar
মুথ্য,mut̪t̪ʰo
পিঠিরতে,pitʰirt̪e
এইঠুকি,e͡i̯tʰuki
গিরেয়,gireʲo
হাতুর,hat̪ur
পিঠি,pitʰi
জ্বলবে,ɟɔlbe
বোঝবে,boɟʱbe
ঠেহে।আ,tʰehe।d
আমাবস্যা,amaboʃʃa
টাটায়,tataʲ
ওঠপে,otʰpe
অইগে,ɔ͡i̯ge
ধারের,d̪ʱarer
বাসুরা,baʃura
নাহলি,naholi
লিপটনই,liptoni
ধরবানি,d̪ʱorbani
বালডা,balda
ছিড়ে,cʰiɽe
দিয়েনে,d̪iʲene
নাহিদির,nahid̪ir
সেইদিনকে,ʃe͡i̯d̪inke
কাইটে,ka͡i̯te
কুত্তর,kut̪t̪or
গলায়,gɔlaʲ
ঝুলোয়,ɟʱuloʲ
রাস্তা,rast̪a
বেড়াবো,beɽabo
তোরা,t̪ora
এরমবায়,ermɔbaʲ
ডাইরেক্ট,da͡i̯rektɔ
হাফ,hapʰ
প্যান্ট,pænt
উনারে,unare
শ্যাটা,ʃæta
ভাঙ্গা,bʱaŋga
বইছি,bo͡i̯cʰi
পাইরে,pa͡i̯re
ঠেক্কা,tʰekka
সরায়,ʃɔraʲ
দিতিয়াইরে,d̪it̪iʲa͡i̯re
ড্যাক্কা,dækka
একজনের,ækɟoner
ঝাড়া,ɟʱaɽa
খুড়ায়,kʰuɽaʲ
ব্যাড়াচ্ছে,bæɽaccʰe
মুরব্বিডারে,murobbidare
ছামনে,cʰamne
গুইরে,gu͡i̯re
ব্যাড়াচ্ছি,bæɽaccʰi
লাগলি,lagli
মুরব্বির,murobbir
লাগুক,laguk
মুরব্বি,murobbi
কোয়ালিটির,koʷalitir
মারতি,mart̪i
পারবি,parbi
এইহেন্দে,e͡i̯hend̪e
কিওরতি,ki͡o̯rot̪i
গিছি৷,gicʰi
আসছি,aʃcʰi
যাআর,ɟa͡a̯r
সুমায়ও,ʃumaʲo
ঠিয়াই,tʰiʲa͡i̯
মোড়েত্তে,moɽet̪t̪e
ফাইজলেমি,pʰa͡i̯ɟɔlemi
অরবে,ɔrbe
ইস্কুল,iskul
সুজাত্তে,ʃuɟat̪t̪e
অইছে,e͡i̯cʰe
সাব্বিরির,sabbirir
চাবি,cabi
নেছেলো,necʰelo
নড়ালেগে,nɔɽalege
বাদছেলো,bad̪cʰelo
সুইজ,ʃu͡i̯ɟ
গেট,get
গেটের,geter
মজ্জিদ,mɔɟɟid̪
সুজা,ʃuɟa
মোড়ডা,moɽda
ফরেত্তে,pʰɔret̪t̪e
লোগজনরে,logɟɔnre
ব্যাড়ায়,bæɽaʲ
ফাজিলচুদা,pʰaɟilcud̪a
দাদুর,d̪ad̪ur
গজেন,gɔɟen
মশা,mɔʃa
আম্মা,amma
কামড়ালো,kamɽalo
ছওয়ালরে,cʰɔ͡o̯ʷalre
দিদি,d̪id̪i
মরা,mɔra
দিদিমার,d̪id̪imar
করতিছিস,kort̪icʰiʃ
আনে,ane
ফড়ি,pʰoɽi
কিলাশ,kilaʃ
ওয়ানে,oʷane
ফড়ো,pʰɔɽo
কোইনডেয়,ko͡i̯ndeʲ
ফড়িছো,pʰoɽicʰo
অনার্স,ɔnars
ফাশ,pʰaʃ
কোইন,ko͡i̯n
কিলাশে,kilaʃe
কবা,kɔba
কিলাশ৷,kilaʃ
কেবল,kebol
পুনারো,punaro
ফত্তিছে,pʰot̪t̪icʰe
আহানে,ahane
শ্যাষ,ʃæʃ
ফড়তিছি৷,pʰoɽt̪icʰi
এইতো,e͡i̯t̪o
বুইঝে,bu͡i̯ɟʱe
গিছিস,gicʰiʃ
ওয়ানের,oʷaner
গাধা,gad̪ʱa
মহানন্দ,mɔhanɔnd̪o
পড়িস,poɽiʃ
কিলাস,kilas
যোগ,ɟog
ফাগোল,pʰagol
এইটুক,e͡i̯tuk
পিরাইভেটে,pira͡i̯bʱete
ফড়ে,pʰɔɽe
মাথামুটা,mat̪ʰamuta
কুনচির,kuncir
কাইন্দে,ka͡i̯nd̪e
খড়ি,kʰoɽi
ভাইঙ্গে,bʱa͡i̯ŋge
কান,kan
খাইছি,kʰa͡i̯cʰi
ব্যাথা,bæt̪ʰa
ওরি,ori
খাই,kʰa͡i̯
ভাঙিছে,bʱaŋicʰe
ভাইঙছে,bʱa͡i̯ŋcʰe
বাড়োইছে,baɽo͡i̯cʰe
খাইস,kʰa͡i̯ʃ
বই,bo͡i̯
ফত্তি,pʰot̪t̪i
আকাজ,akaɟ
বাইড়োয়,ba͡i̯ɽoʲ
করব,korbo
আহ,ah
পাছা,pacʰa
এট্টাও,etta͡o̯
সকালেরতে,ʃɔkalert̪e
তয়,t̪ɔʲ
দিদিমা,d̪id̪ima
গেছিলো,gecʰilo
দাদু,d̪ad̪u
একিছু,ekicʰu
বর,bɔr
দাবোড়,d̪aboɽ
থাকলি,t̪ʰakli
দিয়া,d̪iʲa
চাইছি,ca͡i̯cʰi
সেইহেন,ʃe͡i̯hen
দেহাইস,d̪eha͡i̯ʃ
লক,lɔk
খুলতি,kʰult̪i
আগেরবার,agerbar
পাল্টাইছে,palta͡i̯cʰe
অরবি,ɔrbi
মুবাইল,muba͡i̯l
চালাতি,calat̪i
দাড়া,d̪aɽa
বোরিং,boriŋ
ইংরেজি,iŋreɟi
কুহানতে,kuhant̪e
শিহিছিস,ʃihicʰiʃ
শিখছিস,ʃikʰcʰiʃ
কনতে,kont̪e
সূর্য্য,ʃurɟo
পাইহে,pa͡i̯he
সূর্য,ʃurɟo
ক্ষ্যাপায়,kʰæpaʲ
কততা,kɔt̪ot̪a
ডাহে,dahe
বাটাল-মাটাল,batal-matal
একশোডা,ækʃoda
তোড়ে,t̪oɽe
সূর্য-গূর্য,ʃurɟo-gurɟo
ফুল,pʰul
কান্দায়,kand̪aʲ
ছাড়ি,cʰaɽi
দোষ,d̪oʃ
দুর্গা,d̪urga
এরে,ere
বুহি,buhi
তুইলে,t̪u͡i̯le
চারা,cara
ঘাই,gʱa͡i̯
আরেট্টু,arettu
ফুটো,pʰuto
টুক্কা,tukka
চেচায়,cecaʲ
ওঠলো,otʰlo
চড়,cɔɽ
বোঝে,boɟʱe
পরেরটুক,pɔrertuk
চাড়া,caɽa
দৌড়েয়,d̪o͡u̯ɽeʲo
আইসলে,a͡i̯ʃɔle
চুপ,cup
কাইলকেও,ka͡i̯lke͡o̯
শনিবারও,ʃonibaro
খুলা,kʰula
আরেকদিন,arekd̪in
এইহেনতে,e͡i̯hent̪e
বমি,bomi
পেট,pet
পায়খানা,paʲkʰana
বাথরুমি,bat̪ʰrumi
দৌড়েই,d̪o͡u̯ɽe͡i̯
আরেকবার,arekbar
টাইম,ta͡i̯m
নয়টা,nɔʲta
বাইজে,ba͡i̯ɟe
ক্লাস,klas
ছুটি,cʰuti
সমাবেশ,ʃɔmabeʃ
এইসুমা,e͡i̯ʃuma
মুবাইলির,muba͡i̯lir
ঘড়িডা,gʱoɽida
যাইতি,ɟa͡i̯t̪i
আরলাম,arlam
ঘুরোয়,gʱuroʲ
আসলিই,aʃoli͡i̯
ধর,d̪ʱɔr
ধরিস,d̪ʱoriʃ
বাংলা,baŋla
অংক,ɔŋk
সহজ,ʃɔhoɟ
ইংলিশ,iŋliʃ
বিয়োগ,biʲog
পাতালি,pat̪ali
কাঁচা,kãca
তোলি,t̪oli
এইতি,e͡i̯t̪i
তোলিও,t̪oli͡o̯
পাহি,pahi
নাই৷,na͡i̯
পাহিছে,pahicʰe
খুসাডা,kʰuʃada
পাহিছে৷,pahicʰe
দেইখছো,d̪e͡i̯kʰcʰo
দ্যাহো,d̪æho
কুচা,kuca
ফাইহে,pʰa͡i̯he
কালো,kalo
বিয়োহ,biʲoho
বাইশ,ba͡i̯ʃ
বলদ,bɔld̪
ক্যারে,kære
দুইয়ের,d̪u͡i̯ʲer
গোনবো,gonbo
দেখপি,d̪ekʰpi
কতাম,kɔt̪am
বুঝিছিস,buɟʱicʰiʃ
ভাষায়,bʱaʃaʲ
ফাল্লি,pʰalli
দুইর,d̪u͡i̯r
কচ্ছো,kɔccʰo
দুই৷,d̪u͡i̯
পিটি,piti
বুঝতাম,buɟʱt̪am
ভাষা,bʱaʃa
এইতা,e͡i̯t̪a
মানষি,manʃi
বন্ধবী-টান্ধবী,bond̪ʱobi-tand̪ʱobi
বান্ধবী,band̪ʱobi
কিলাসে,kilaʃe
যত,ɟɔt̪o
পরিচিত,poricit̪o
কিলাসের,kilaʃer
সবাইরে,ʃɔba͡i̯re
দেহিসকেনে,d̪ehiʃkene
মিয়াগে,miʲage
নেবেনে,nebene
থাইকগে,t̪ʰa͡i̯kge
বন্ধ/বান্ধবীও,bond̪ʱo/band̪ʱobi͡o̯
জিৎ,ɟit̪
নায়ক,naʲok
এহনতোলি,æhont̪oli
বেরেন,beren
রইছির,ro͡i̯cʰir
কথার,kɔt̪ʰar
বুঝতিছি,buɟʱt̪icʰi
প্রসেনজিৎ,prosenɟit̪
ফ্রসেন,pʰrosen
প্রসেন,prosen
সেন,ʃen
দাড়ি,d̪aɽi
মুহি৷,muhi
চিদরেই,cid̪ɔre͡i̯
ফাশের,pʰaʃer
হাসে,haʃe
কুটি,kuti
দাঁত,d̪ãt̪
ভাঙা,bʱaŋa
সামনের,ʃamoner
চিনিছিস,cinicʰiʃ
গুড্ডু,guddu
ফারে৷,pʰare
বিনয়,binɔʲ
কাওরা,ka͡o̯ra
দাদার,d̪ad̪ar
কায়রা৷,kaʲra
কাওরা৷,ka͡o̯ra
কাগে,kage
হাট,hat
চুল,cul
আদ্দেক,ad̪d̪ek
পাঁকা,pãka
অদ্দেক,ɔd̪d̪ek
নিয়াসো,niʲaso
শুয়োর,ʃuʲor
রাহে,rahe
দেহিস,d̪ehiʃ
এহেন্দে,ehend̪e
বুঝিছি,buɟʱicʰi
কুইরে,ku͡i̯re
এহেন,ehen
হুম্ম,hummo
এএহ,e͡e̯ho
শুয়োরের,ʃuʲorer
পাল,palo
হাটে,hate
জানে,ɟane
দেহিছিস,d̪ehicʰiʃ
জানে৷,ɟane
কলমের,kɔlomer
ওইছিলাম,o͡i̯cʰilam
বত্থি,bɔt̪t̪ʰi
একই,æko͡i̯
আমারও,amaro
পাহা,paha
এনতে,ent̪e
কটা,kɔta
হেইত,he͡i̯t̪o
বুইলে,bu͡i̯le
টাক,tak
ওইছিস,o͡i̯cʰiʃ
রাখলি,rakʰli
এনি,eni
আগেও,age͡o̯
হিট,hit
ঠান্ডা,tʰanda
ব্যাড়াচ্ছিলি,bæɽaccʰili
কুহানদে,kuhand̪e
খেলতিছিলাম,kʰelot̪icʰilam
খেলতিছিলি,kʰelot̪icʰili
মহানন্দের,mɔhanɔnd̪er
ভাডির,bʱadir
প্রেম,prem
বাটুল,batul
বাটাল,batal
পালটা৷,palta
ফড়িস,pʰoɽiʃ
বাবার,babar
কোইনডে,ko͡i̯nde
ফইড়তে,pʰiɽt̪e
কিসি,kiʃi
ফইত্তে,pʰo͡i̯t̪t̪e
বয়সে,bɔʲoʃe
যাইয়েই,ɟa͡i̯ʲe͡i̯
ওমনি,omni
হইছিলাম,ho͡i̯cʰilam
ওয়ান-মোয়ানে,oʷan-moʲane
আমি।আরে,ami।are
কুয়ানে,kuʲane
বিড়েলে,biɽele
হাগু,hagu
খাওয়াবানি,kʰa͡o̯ʷabani
বিরেনি,bireni
কালিয়েরতে,kaliʲert̪e
খাওয়াতি,kʰa͡o̯ʷat̪i
চুপচাপ,cupcap
আগেরদিন,agerd̪in
সিলাই,sila͡i̯
কাটতি,katt̪i
চাবা,caba
সেসুমা,ʃeʃuma
চেচানি,cecani
ফিরেই,pʰire͡i̯
তিনবার,t̪inbar
অপারেশন,ɔpareʃon
ডাক্তার,dakt̪ar
করানি,kɔrani
অপারেহসন,ɔparehʃɔn
খুলনারতে,kʰulnart̪e
করায়,kɔraʲ
দেহিছি,d̪ehicʰi
ফোনেরতে,pʰonert̪e
দেহাচ্ছেলো,d̪ehaccʰelo
এট্টুক,ettuk
এরোম,erom
টিউমার,ti͡u̯mar
ভয়ঙ্কর,bʱɔʲoŋkor
সহ্য,ʃoɟɟʱo
দুই-তিন,d̪u͡i̯-t̪in
মাস,maʃ
ধান,d̪ʱan
আগেরতে,agert̪e
গুছায়-গাছায়,gucʰaʲ-gacʰaʲ
দিহি,d̪ihi
সেদ্ধ,ʃed̪d̪ʱo
অরার,ɔrar
ভিজেইছি,bʱiɟe͡i̯cʰi
টিন,tin
ভূঁইতি,bʱũit̪i
জমি,ɟomi
চোদ্দ,cod̪d̪o
কানি,kani
ভূই,bʱu͡i̯
বর্গা,bɔrga
চাগ,cag
ভাগ,bʱag
মালিকর,malikɔr
পানি-চুনির,pani-cunir
জল-মল,ɟɔl-mɔl
সার-মার,ʃar-mar
ওনি,oni
ততো,t̪ɔt̪o
খাটপা,kʰatpa
দিয়াসপা,d̪iʲaʃpa
মোট,mot
শোলি,ʃoli
দুইশোলি,d̪u͡i̯ʃoli
ব্লক,blok
আষাইড়ে,aʃa͡i̯ɽe
চৈতে,co͡i̯t̪e
ব্লকে,bloke
দিবা,d̪iba
আইজ-কাইল,a͡i̯ɟ-ka͡i̯l
এরমই,ermi
জিরে,ɟire
আমন,amon
হীরা,hira
বর্ষার,bɔrʃar
জল,ɟɔl
ফলি,pʰoli
ফইরে,pʰo͡i̯re
দ্যাশ,d̪æʃ
উঁচো,ũco
পুলাউর,pula͡u̯r
চাইল,ca͡i̯l
চাষ,caʃ
লস,lɔʃo
ফইয়ে,pʰo͡i̯ʲe
ধানের,d̪ʱaner
ওতে,ot̪e
ভাগের,bʱager
বিছেলি,bicʰeli
গরুতি,gorut̪i
চাইরি,ca͡i̯ri
ঘিরান,gʱiran
সবচ্যে,ʃɔbcce
আঠাইশির,atʰa͡i̯ʃir
হীরার,hirar
বিছেলিও,bicʰeli͡o̯
আঠাইশ,atʰa͡i̯ʃo
হীরাই,hira͡i̯
চলোদি,cɔlod̪i
প্রথম্বারেই,prot̪ʰombare͡i̯
রাস্তায়,rast̪aʲ
বাবি,babi
হাসপাতালের,haʃpat̪aler
চিনে,cine
এক্সিডেন্ট,eksident
হীর,hir
মুটা,muta
স্বর্না,ʃɔrna
লাগালি,lagali
যায়৷,ɟaʲ
চ্যাতে,cæt̪e
অয়৷,ɔʲ
লাগাউ,laga͡u̯
পাট-টাট,pat-tat
লাগাইছো,laga͡i̯cʰo
পাটের,pater
লাগবে৷,lagbe
জুকার,ɟukar
ডাঙ্গায়৷,daŋgaʲ
ডাঙ্গায়,daŋgaʲ
ক্ষেত,kʰet̪
যেনি,ɟeni
সেনি,ʃeni
গুড়া,guɽa
ভিজে,bʱiɟe
পঁইচে,pɔ̃ice
ঢইলে,dʱɔ͡i̯le
দিগি,d̪igi
বিরিজির,biriɟir
গুড়ায়,guɽaʲ
একবারে৷,ækbare
বট,bɔt
গাছের,gacʰer
নিচে,nice
ওহেনতে,ohent̪e
দাগে,d̪age
বরগা,bɔrga
বরগার,bɔrgar
একবছরে,ekbocʰore
একবছরের,ekbocʰorer
যতদিন,ɟɔt̪od̪in
সিজিন,ʃiɟin
হওয়ার,hoʷar
আগামী,agami
সিজিনিত্তে,ʃiɟinit̪t̪e
তেমাথায়,t̪emat̪ʰaʲ
হাসমতগে,haʃmot̪ɔge
খ্যাড়,kʰæɽ
খ্যাড়৷,kʰæɽ
খ্যাড়ে,kʰæɽe
ইবারা,ibara
ব্যবসা,bæbʃa
খ্যাড়ের,kʰæɽer
বেচো,beco
বেচি,beci
গরু,goru
গরুর,gorur
ঘাস,gʱaʃ
পাতা,pat̪a
কাটনি,katni
পালা,pala
খাটনির,kʰatnir
মামার,mamar
শরীল,ʃɔril
ছেলো৷,cʰelo
খাবার-দাবার,kʰabar-d̪abar
খাআ,kʰa͡a̯
ফাত্তো,pʰat̪t̪o
গাস,gaʃ
ভাত,bʱat̪
খাতিয়ান্না,kʰat̪iʲanna
সের,ʃer
চাইলির,ca͡i̯lir
খাইয়েয়্যালায়,kʰa͡i̯ʲekælaʲ
আলু,alu
ভাতে,bʱat̪e
ফারো,pʰaro
ফারি,pʰari
খাইয়েয়্যালাইছি,kʰa͡i̯ʲekæla͡i̯cʰi
চালির,calir
ছয়জনে,cʰɔʲoɟɔne
সাইকেলের,sa͡i̯keler
ঢুইহে,dʱu͡i̯he
জরুরী,ɟoruri
বিভাগে,bibʱage
কফি,kopʰi
কল-টল,kɔl-tɔl
টেয়,teʲ
জম্বের,ɟɔmber
জ্বলা,ɟɔla
ছুইলে,cʰu͡i̯le
সেহেন্তে,ʃehent̪e
লুচি,luci
টুচি,tuci
দিনও,d̪ino
পছন্দ,pɔcʰond̪o
গুরুগি,gurugi
জ্বর,ɟɔr
অবস্থায়,ɔbost̪ʰaʲ
বানানো,banano
বড়তা,bɔɽot̪a
খাচ্ছি,kʰaccʰi
নজ্জাতে,nɔɟɟat̪e
খাইয়ে-টাইয়ে,kʰa͡i̯ʲe-ta͡i̯ʲe
আইগো,a͡i̯go
ভাবলাম,bʱablam
দুইখেন,d̪u͡i̯kʰen
বাড়িতপ্তে,baɽit̪ɔpt̪e
পড়ছে,poɽcʰe
বিপদে,bipɔd̪e
সর্বোচ্চ,ʃɔrbocco
খাইছো,kʰa͡i̯cʰo
দশটা-পুনারোডা,d̪ɔʃta-punaroda
খাইলি,kʰa͡i̯li
যেদিন,ɟed̪in
কতটুক,kɔt̪otuk
রাইন্ধে,ra͡i̯nd̪ʱe
যেন,ɟeno
তেন,t̪en
রাইন্তে,ra͡i̯nt̪e
রানতাম,rant̪am
ইন্ডিয়ারতে,indiʲart̪e
ছয়-সাত,cʰɔʲ-ʃat̪
মাথার,mat̪ʰar
আনন্দর,anond̪ɔr
আরেকজন,arekɟɔn
অইতো,ɔ͡i̯t̪o
ওইয়ের,o͡i̯ʲer
স্কুলে,skule
ভর্তি,bʱɔrt̪i
চাইছেলাম,ca͡i̯cʰelam
মাস্টাররা,mastarora
পাঠাবা,patʰaba
গাছে-মাছে,gacʰe-macʰe
ওঠো,otʰo
উঠেনে,utʰene
ভয়তে,bʱɔʲt̪e
দৌড়চ্ছে,d̪o͡u̯ɽoccʰe
ব্রেন,bren
নিরিবিলি,niribili
চেনেনা,cenena
কোনোসুমা,konoʃuma
গাছে,gacʰe
গুছে,gucʰe
কাটিছে,katicʰe
শুইয়ে,ʃu͡i̯ʲe
থাকতাম,t̪ʰakt̪am
ফিলে,pʰile
শুতি,ʃut̪i
তাহে,t̪ahe
মুখ,mukʰ
রাহিছে,rahicʰe
হঠাৎ,hɔtʰat̪
হোমোপতি,homopot̪i
খাওয়াইছি,kʰa͡o̯ʷa͡i̯cʰi
দেড়,d̪eɽ
বাড়ে,baɽe
ট্যাথা,tæt̪ʰa
ফুলতিছে,pʰult̪icʰe
দূষিত,d̪uʃit̪o
হোমোপোতিতে,homopot̪it̪e
দেহাও,d̪eha͡o̯
পরামর্শ,pɔramɔrʃo
শিশু,ʃiʃu
সার্জন,ʃarɟon
দেহায়,d̪ehaʲ
এমবিবিএস,emobibi͡e̯s
সিজার,ʃiɟar
মিজার,miɟar
জুকায়,ɟukaʲ
দিব্যেন্দু,d̪ibæ͡e̯nd̪u
দিব্যেন্দুরে,d̪ibæ͡e̯nd̪ure
গেলাম,gelam
ভাগ্নেরে,bʱagnere
মুলত,mulot̪o
দেহাতি,d̪ehat̪i
বউ-ছাওয়াল-মাইয়ে,bɔ͡u̯-cʰa͡o̯ʷal-ma͡i̯ʲe
ওসব,oʃɔb
বাণিজ্যের,baniɟɟer
ব্যবসা-বাণিজ্যে,bæbʃa-baniɟɟe
চাপে,cape
টাকা-পয়সা,taka-pɔʲʃa
শর্ট,ʃɔrt
বাড়িতে,baɽit̪e
এরজন্যি,erɟonni
দিয়েই,d̪iʲe͡i̯
মালের,maler
চাহিদা,cahid̪a
শুক্কুরবারে,ʃukkurbare
দুকান,d̪ukan
খুললিও,kʰulli͡o̯
চলতো,cɔlɔt̪o
শুক্রবারে,ʃukrobare
বিকেলে,bikele
বসো,bɔʃo
বাইরোয়,ba͡i̯roʲ
ঘাইরে,gʱa͡i̯re
বেড়াতাম,beɽat̪am
ঘুরার,gʱurar
ঘুরলাম,gʱurlam
ক্যাদা,kæd̪a
কুদফীও,kud̪pʰi͡o̯
মাহালাম,mahalam
ওইজাগা,o͡i̯ɟaga
সবজাগা,ʃɔbɟaga
বাজারে,baɟare
অরিছে,oricʰe
জায়গায়,ɟaʲgaʲ
বাধেই,bad̪ʱe͡i̯
উচো,uco
ডেরেন,deren
বাধে,bad̪ʱe
ডেরেনের,derener
হল,hɔl
ওইদিক,o͡i̯d̪ik
সরে,ʃɔre
সরবে,ʃɔrbe
পিলানিং,pilaniŋ
চোদে,cod̪e
কালি,kali
পিলানিং৷,pilaniŋ
হারে,hare
টেন্ডার,tendar
হইছে৷,ho͡i̯cʰe
ওহিদ,ohid̪
মিয়া,miʲa
টেন্ডারডা,tendarda
গেছেলো৷,gecʰelo
করানো,kɔrano
বাবা৷,baba
আনতিয়ারি,ant̪iʲari
ছামনেদে,cʰamned̪e
ঘিন্না,gʱinna
বুলে,bule
চুদাচ্ছে,cud̪accʰe
টেন্ডারই,tendari
বালছিড়া,balcʰiɽa
পিলাস,pilas
দুঃখজনক,d̪ukkʰɔɟɔnok
চাঙ্গা,caŋga
মুক্তি,mukt̪i
বিশ্বেসরে,biʃʃeʃɔre
ঠেইলে-মেইলে,tʰe͡i̯le-me͡i̯le
ঠেইলে,tʰe͡i̯le
পৌরসভায়,po͡u̯roʃbʱaʲ
আনতি,anot̪i
এমপিরে,empire
লাগে৷,lage
ঠেইলে-মেইলে৷,tʰe͡i̯le-me͡i̯le
বাল-টাল,bal-tal
নাথি,nat̪ʰi
বিশ্বেসের,biʃʃeser
মাশরাফির,maʃrapʰir
গেছে৷,gecʰe
লাইন-ঘাট,la͡i̯n-gʱat
মিলাদ,milad̪
রবিবারে,robibare
বাইনচোৎ,ba͡i̯ncot̪
কাইলকের,ka͡i̯lker
ফর,pʰɔr
মিলাদের,milad̪er
খেচোড়ি,kʰecoɽi
দেবে৷,d̪ebe
আর্মিষ্টান,armiʃtan
রমিমির,romimir
ছকু,cʰoku
সরদার,ʃɔrd̪ar
যাইসকেনে,ɟa͡i̯ʃkene
সুয়াল,ʃuʲal
ভরসা,bʱɔroʃa
নামডা,namda
আলফি,alpʰi
আলপি,alpi
স্যান্নেত্তেই,sænnet̪t̪e͡i̯
অট্টুক,ɔttuk
বারো,baro
ত্যারো,t̪æro
ওতি,ot̪i
ছাদ্দাম,cʰad̪d̪am
কা,ka
বেকার,bækar
চাকরি-বাকরির,cakri-bakorir
পরীক্ষা,porikkʰa
এট্টা-দুইডে,etta-d̪u͡i̯de
সীমাবদ্ধ,ʃimabɔd̪d̪ʱo
খাটো,kʰato
হিরো,hiro
হুন্ডা,hunda
ইস্পিলিন্ডার,ispilindar
ডিসকভারি,diʃokbʱari
পালসার,paloʃar
রিটেনে,ritene
টেহে৷,tehe
ভাইভায়,bʱa͡i̯bʱaʲ
মাষ্টারির,maʃtarir
চাকরিডা,cakrida
যুগাযোগ,ɟugaɟog
যুগাযোগে,ɟugaɟoge
টুইটির,tu͡i̯tir
মুক্তিযুদ্ধা,mukt̪iɟud̪d̪ʱa
কুঠা,kutʰa
থাহাকালীন,t̪ʰahakalin
টুইটরা,tu͡i̯tra
পাচ,pac
