Index,District,External_ID,Contents,ipa,new_ipa
1088,Tangail,rec_41_audio_14.wav,তো তুই কি করবি?,t̪o t̪u͡ɪ̯ kɪ koɾbɪ?,t̪o t̪u͡i̯ ki korbi?
1089,Tangail,rec_41_audio_14.wav,"এইচটিএমএল এইগুলা শিখার পরে আ তুই এ রিয়েক্ট আছে, অ্যাঙ্গোর আছে, ঢিউ আছে।","e͡ɪ̯cotɪ͡e̯mel e͡ɪ̯gulɐ ʃɪkʰɐɾ pɔɾe ɐ t̪u͡ɪ̯ e ɾɪʲektɔ ɐcʰe, ɛ͡ɛ̯ŋgoɾ ɐcʰe, dʱɪ͡u̯ ɐcʰe।","e͡i̯coti͡e̯mel e͡i̯gula ʃikʰar pɔre a t̪u͡i̯ e riʲektɔ acʰe, æ͡æ̯ŋgor acʰe, dʱi͡u̯ acʰe।"
1090,Tangail,rec_41_audio_14.wav,এইগুলা শিখতে পারিস।,e͡ɪ̯gulɐ ʃɪkʰt̪e pɐɾɪs।,e͡i̯gula ʃikʰt̪e paris।
1091,Tangail,rec_41_audio_14.wav,এইগুলা শিখার পরে তুই বিভিন্ন মার্কেট প্লেস বা ফ্রিল্যান্সিং করতে পারিস।,e͡ɪ̯gulɐ ʃɪkʰɐɾ pɔɾe t̪u͡ɪ̯ bɪbʱɪnno mɐɾket ples bɐ pʰɾɪlɛnʃɪŋ koɾt̪e pɐɾɪs।,e͡i̯gula ʃikʰar pɔre t̪u͡i̯ bibʱinno market ples ba pʰrilænʃiŋ kort̪e paris।
1092,Tangail,rec_41_audio_14.wav,তুই জব করতে পারিস মানে যে যেডা তোর ইচ্ছা।,t̪u͡ɪ̯ ɟɔbo koɾt̪e pɐɾɪs mɐne ɟe ɟedɐ t̪oɾ ɪccʰɐ।,t̪u͡i̯ ɟɔbo kort̪e paris mane ɟe ɟeda t̪or iccʰa।
1093,Tangail,rec_41_audio_14.wav,মানে এইটা তোর কি হবে?,mɐne e͡ɪ̯tɐ t̪oɾ kɪ hɔbe?,mane e͡i̯ta t̪or ki hɔbe?
1094,Tangail,rec_41_audio_14.wav,তোর ইস্কিলটা বাড়াবে।,t̪oɾ ɪskɪltɐ bɐɽɐbe।,t̪or iskilta baɽabe।
1095,Tangail,rec_41_audio_14.wav,আমাদের মানে পড়াশোনার পাশাপাশি যে,ɐmɐd̪eɾ mɐne pɔɽɐʃonɐɾ pɐʃɐpɐʃɪ ɟe,amad̪er mane pɔɽaʃonar paʃapaʃi ɟe
1096,Tangail,rec_41_audio_15.wav,তোর স্কিলটা হবে না?,t̪oɾ skɪltɐ hɔbe nɐ?,t̪or skilta hɔbe na?
1097,Tangail,rec_41_audio_15.wav,তোর স্কিল গেইন হয়ে যাবে।,t̪oɾ skɪl ge͡ɪ̯n hoʲe ɟɐbe।,t̪or skil ge͡i̯n hoʲe ɟabe।
1098,Tangail,rec_41_audio_15.wav,মানে তোর জব নিয়ে কোনো টেনশন থাকবেই না।,mɐne t̪oɾ ɟɔbo nɪʲe kono tenʃɔn t̪ʰɐkbe͡ɪ̯ nɐ।,mane t̪or ɟɔbo niʲe kono tenʃɔn t̪ʰakbe͡i̯ na।
1099,Tangail,rec_41_audio_15.wav,তুই পড়াশোনার পাশাপাশি তুই জবটাও করতে পারবি।,t̪u͡ɪ̯ pɔɽɐʃonɐɾ pɐʃɐpɐʃɪ t̪u͡ɪ̯ ɟɔbtɐ͡o̯ koɾt̪e pɐɾbɪ।,t̪u͡i̯ pɔɽaʃonar paʃapaʃi t̪u͡i̯ ɟɔbta͡o̯ kort̪e parbi।
1100,Tangail,rec_41_audio_15.wav,তোর এই সেক্টরে ওয়েব ডেভেলপমেন্টে।,t̪oɾ e͡ɪ̯ sektɔɾe oʲeb debʱelpɔmente।,t̪or e͡i̯ sektɔre oʲeb debʱelpɔmente।
1101,Tangail,rec_41_audio_15.wav,"এই সমস্ত সেক্টরে তো, বুঝছিস?","e͡ɪ̯ ʃɔmost̪o sektɔɾe t̪o, buɟʱcʰɪʃ?","e͡i̯ ʃɔmost̪o sektɔre t̪o, buɟʱcʰiʃ?"
1102,Tangail,rec_41_audio_15.wav,ইস্কিলডাই মেন।,ɪskɪldɐ͡ɪ̯ meno।,iskilda͡i̯ meno।
1103,Tangail,rec_41_audio_15.wav,হ্যাঁ হ্যাঁ।,hɛ̃ hɛ̃।,hæ̃ hæ̃।
1104,Tangail,rec_41_audio_15.wav,আমাদের এইখানে তো স্কিলটাই তো মেইন।,ɐmɐd̪eɾ e͡ɪ̯kʰɐne t̪o skɪltɐ͡ɪ̯ t̪o me͡ɪ̯n।,amad̪er e͡i̯kʰane t̪o skilta͡i̯ t̪o me͡i̯n।
1105,Tangail,rec_41_audio_15.wav,বুঝোস নাই?,buɟʱoʃ nɐ͡ɪ̯?,buɟʱoʃ na͡i̯?
1106,Tangail,rec_41_audio_16.wav,তুই এই <> এই পাশাপাশি তুই স্কিলটাও গেইন করতে পারবি।,t̪u͡ɪ̯ e͡ɪ̯ <> e͡ɪ̯ pɐʃɐpɐʃɪ t̪u͡ɪ̯ skɪltɐ͡o̯ ge͡ɪ̯n koɾt̪e pɐɾbɪ।,t̪u͡i̯ e͡i̯ <> e͡i̯ paʃapaʃi t̪u͡i̯ skilta͡o̯ ge͡i̯n kort̪e parbi।
1107,Tangail,rec_41_audio_16.wav,দেখা যাচ্ছে যে তুই এক-দেড় বছরের মাঝখানে তুই পড়াশোনার পাশাপাশি জব করতে পারতেছিস।,d̪ɛkʰɐ ɟɐccʰe ɟe t̪u͡ɪ̯ ɛk-d̪eɽ bɔcʰoɾeɾ mɐɟʱkʰɐne t̪u͡ɪ̯ pɔɽɐʃonɐɾ pɐʃɐpɐʃɪ ɟɔbo koɾt̪e pɐɾt̪ecʰɪʃ।,d̪ækʰa ɟaccʰe ɟe t̪u͡i̯ æk-d̪eɽ bɔcʰorer maɟʱkʰane t̪u͡i̯ pɔɽaʃonar paʃapaʃi ɟɔbo kort̪e part̪ecʰiʃ।
1108,Tangail,rec_41_audio_16.wav,মানে সবকিছুই সম্ভব।,mɐne ʃɔbkɪcʰu͡ɪ̯ ʃɔmbʱɔb।,mane ʃɔbkicʰu͡i̯ ʃɔmbʱɔb।
1109,Tangail,rec_41_audio_16.wav,মানে ওয়েব ডেভেলপমেন্টে।,mɐne oʲeb debʱelpɔmente।,mane oʲeb debʱelpɔmente।
1110,Tangail,rec_41_audio_16.wav,মানে মোটামুটি এইটা মানে অনেক একটা মানে বর্তমানের যে একটা চাহিদার তুঙ্গে একটা মনে করলি যে একটা এই,mɐne motɐmutɪ e͡ɪ̯tɐ mɐne ɔnek ɛktɐ mɐne bɔɾt̪omɐneɾ ɟe ɛktɐ cɐhɪd̪ɐɾ t̪uŋge ɛktɐ mone koɾlɪ ɟe ɛktɐ e͡ɪ̯,mane motamuti e͡i̯ta mane ɔnek ækta mane bɔrt̪omaner ɟe ækta cahid̪ar t̪uŋge ækta mone korli ɟe ækta e͡i̯
1111,Tangail,rec_41_audio_17.wav,সেক্টর এইডা।,sektɔɾ e͡ɪ̯dɐ।,sektɔr e͡i̯da।
1112,Tangail,rec_41_audio_17.wav,মানে অনেকেই এইডা নিয়া জব-টব করতেছে।, mɐne ɔneke͡ɪ̯ e͡ɪ̯dɐ nɪʲɐ -tɔbo koɾt̪ecʰe।,mane ɔneke͡i̯ e͡i̯da niʲa ɟɔbo-টব kort̪ecʰe।
1113,Tangail,rec_41_audio_17.wav,তো তুইও করতে পারিস।,t̪o t̪u͡ɪ̯͡o̯ koɾt̪e pɐɾɪs।,t̪o t̪u͡i̯͡o̯ kort̪e paris।
1114,Tangail,rec_41_audio_17.wav,"আর অইলো তোর যদি ইন্টারেস্ট থাকে তুই অনলাইনে বিভিন্ন প্লাটফর্ম আছে, বা রিসোর্স আছে।","ɐɾ ɔ͡ɪ̯lo t̪oɾ ɟod̪ɪ ɪntɐɾest t̪ʰɐke t̪u͡ɪ̯ ɔnɔlɐ͡ɪ̯ne bɪbʱɪnno plɐtpʰɔɾm ɐcʰe, bɐ ɾɪsoɾs ɐcʰe।","ar ɔ͡i̯lo t̪or ɟod̪i intarest t̪ʰake t̪u͡i̯ ɔnɔla͡i̯ne bibʱinno platpʰɔrm acʰe, ba risors acʰe।"
1115,Tangail,rec_41_audio_17.wav,তেইতো তুই করতে পারিস।,t̪e͡ɪ̯t̪o t̪u͡ɪ̯ koɾt̪e pɐɾɪs।,t̪e͡i̯t̪o t̪u͡i̯ kort̪e paris।
1116,Tangail,rec_41_audio_17.wav,কি বলিস?,kɪ bɔlɪʃ?,ki bɔliʃ?
1117,Tangail,rec_41_audio_17.wav,হ্যাঁ ঠিকই বলছোস।,hɛ̃ tʰɪkɪ bolcʰoʃo।,hæ̃ tʰiki bolcʰoʃo।
1118,Tangail,rec_41_audio_17.wav,ঘাটাঘাটি করতে হবে।,gʱɐtɐgʱɐtɪ koɾt̪e hɔbe।,gʱatagʱati kort̪e hɔbe।
1119,Tangail,rec_41_audio_18.wav,বিষয়টা নিয়া।,bɪʃɔʲtɐ nɪʲɐ।,biʃɔʲta niʲa।
1120,Tangail,rec_41_audio_18.wav,"হ্যাঁ, আর যদি তোর যদি সমস্যা হয় আমিও তোকে শিখাইতে পারবো।","hɛ̃, ɐɾ ɟod̪ɪ t̪oɾ ɟod̪ɪ ʃɔmoʃʃɐ hɔe̯ ɐmɪ͡o̯ t̪oke ʃɪkʰɐ͡ɪ̯t̪e pɐɾbo।","hæ̃, ar ɟod̪i t̪or ɟod̪i ʃɔmoʃʃa hɔʲ ami͡o̯ t̪oke ʃikʰa͡i̯t̪e parbo।"
1121,Tangail,rec_41_audio_18.wav,যেহেতু আমার এইটা সম্পর্কে জানা আছে।,ɟehet̪u ɐmɐɾ e͡ɪ̯tɐ ʃɔmpoɾke ɟɐnɐ ɐcʰe।,ɟehet̪u amar e͡i̯ta ʃɔmporke ɟana acʰe।
1122,Tangail,rec_41_audio_18.wav,আমি নিজেও কোর্স করতেছি এইডা সম্পর্কে।,ɐmɪ nɪɟe͡o̯ koɾs koɾt̪ecʰɪ e͡ɪ̯dɐ ʃɔmpoɾke।,ami niɟe͡o̯ kors kort̪ecʰi e͡i̯da ʃɔmporke।
1123,Tangail,rec_41_audio_18.wav,<> হুম অবশ্যই।,<> hum ɔboʃʃo͡ɪ̯।,<> hum ɔboʃʃo͡i̯।
1124,Tangail,rec_41_audio_18.wav,"ঠিকাছে, প্যারা নাই।","tʰɪkɐcʰe, pɛɾɐ nɐ͡ɪ̯।","tʰikacʰe, pæra na͡i̯।"
1125,Tangail,rec_41_audio_18.wav,তুই আয়।,t̪u͡ɪ̯ ɐe̯।,t̪u͡i̯ aʲ।
1126,Tangail,rec_41_audio_18.wav,আইয়া দেহা কর।,ɐ͡ɪ̯ʲɐ d̪ehɐ kɔɾ।,a͡i̯ʲa d̪eha kɔr।
1127,Tangail,rec_41_audio_18.wav,তারপর আমারে এই সমস্ত জিনিসের লিংক-আপ ধরায় দিস।,t̪ɐɾpɔɾ ɐmɐɾe e͡ɪ̯ ʃɔmost̪o ɟɪnɪseɾ lɪŋk-ɐp d̪ʱɔɾɐe̯ d̪ɪʃ।,t̪arpɔr amare e͡i̯ ʃɔmost̪o ɟiniser liŋk-ap d̪ʱɔraʲ d̪iʃ।
1128,Tangail,rec_41_audio_19.wav,আ তারপরে আমারে কি কিছু সোর্স দিস।,ɐ t̪ɐɾpɔɾe ɐmɐɾe kɪ kɪcʰu soɾs d̪ɪʃ।,a t̪arpɔre amare ki kicʰu sors d̪iʃ।
1129,Tangail,rec_41_audio_19.wav,"হ্যাঁ, এইডার <>।","hɛ̃, e͡ɪ̯dɐɾ <>।","hæ̃, e͡i̯dar <>।"
1130,Tangail,rec_41_audio_19.wav,আমি সোর্সগুলা নিয়া ক ঘাটাঘাটি করমু নি এহন থিকাই।,ɐmɪ soɾsgulɐ nɪʲɐ k gʱɐtɐgʱɐtɪ koɾmu nɪ ehon t̪ʰɪkɐ͡ɪ̯।,ami sorsgula niʲa k gʱatagʱati kormu ni ehon t̪ʰika͡i̯।
1131,Tangail,rec_41_audio_19.wav,"হ্যাঁ, এটার রিসোর্স আছে তোর আমি বলি।","hɛ̃, etɐɾ ɾɪsoɾs ɐcʰe t̪oɾ ɐmɪ bolɪ।","hæ̃, etar risors acʰe t̪or ami boli।"
1132,Tangail,rec_41_audio_19.wav,তো এটা রিসোর্স সম্পর্কে কি?,t̪o etɐ ɾɪsoɾs ʃɔmpoɾke kɪ?,t̪o eta risors ʃɔmporke ki?
1133,Tangail,rec_41_audio_19.wav,তুই ডাব্লিউ থ্রি স্কুল আছে।,t̪u͡ɪ̯ dɐblɪ͡u̯ t̪ɾɪ skul ɐcʰe।,t̪u͡i̯ dabli͡u̯ t̪ri skul acʰe।
1134,Tangail,rec_41_audio_19.wav,একটা ওয়েবসাইট আছে।,ɛktɐ oʷebʃɐ͡ɪ̯t ɐcʰe।,ækta oʷebʃa͡i̯t acʰe।
1135,Tangail,rec_41_audio_19.wav,এইডা নামটা মনে রাখ।,e͡ɪ̯dɐ nɐmtɐ mone ɾɐkʰ।,e͡i̯da namta mone rakʰ।
1136,Tangail,rec_41_audio_19.wav,তো ডাব্লিউ থ্রি স্কুল,t̪o dɐblɪ͡u̯ t̪ɾɪ skul,t̪o dabli͡u̯ t̪ri skul
1137,Tangail,rec_41_audio_20.wav,বুঝছিস?,buɟʱcʰɪʃ?,buɟʱcʰiʃ?
1138,Tangail,rec_41_audio_20.wav,হুম।,hum।,hum।
1139,Tangail,rec_41_audio_20.wav,"তো এইটার মদ্যে তুই এইচটিএমএল, সিএসএস, জাভা স্ক্রিপ্ট তারপরে তুই সমস্ত কিছু ফ্রি পাইয়া যাবি।","t̪o e͡ɪ̯tɐɾ mod̪d̪e t̪u͡ɪ̯ e͡ɪ̯cotɪ͡e̯mel, ʃɪ͡e̯ʃɔ͡e̯s, ɟɐbʱɐ skɾɪpt t̪ɐɾpɔɾe t̪u͡ɪ̯ ʃɔmost̪o kɪcʰu pʰɾɪ pɐ͡ɪ̯ʲɐ ɟɐbɪ।","t̪o e͡i̯tar mod̪d̪e t̪u͡i̯ e͡i̯coti͡e̯mel, ʃi͡e̯ʃɔ͡e̯s, ɟabʱa skript t̪arpɔre t̪u͡i̯ ʃɔmost̪o kicʰu pʰri pa͡i̯ʲa ɟabi।"
1140,Tangail,rec_41_audio_20.wav,তাছাড়া তো ইউটিউবে বিভিন্ন চ্যানেল আছে।,t̪ɐcʰɐɽɐ t̪o ɪ͡u̯tɪ͡u̯be bɪbʱɪnno cɛnel ɐcʰe।,t̪acʰaɽa t̪o i͡u̯ti͡u̯be bibʱinno cænel acʰe।
1141,Tangail,rec_41_audio_20.wav,চ্যানেলের মো মাঝখানে তুই এইগ্লা সম্পর্কে পাবি।,cɛneleɾ mo mɐɟʱkʰɐne t̪u͡ɪ̯ e͡ɪ̯glɐ ʃɔmpoɾke pɐbɪ।,cæneler mo maɟʱkʰane t̪u͡i̯ e͡i̯gla ʃɔmporke pabi।
1142,Tangail,rec_41_audio_20.wav,"তুই বুটক্যাম্প আছে, তুই বুটক্যাম্প করতে পারিস।","t̪u͡ɪ̯ butokɛmp ɐcʰe, t̪u͡ɪ̯ butokɛmp koɾt̪e pɐɾɪs।","t̪u͡i̯ butokæmp acʰe, t̪u͡i̯ butokæmp kort̪e paris।"
1143,Tangail,rec_41_audio_20.wav,এইটার সম্পর্কে তুই।,e͡ɪ̯tɐɾ ʃɔmpoɾke t̪u͡ɪ̯।,e͡i̯tar ʃɔmporke t̪u͡i̯।
1144,Tangail,rec_41_audio_20.wav,বুটক্যাম্প সম্পর্কে ইয়ে করতে পারিস।,butokɛmp ʃɔmpoɾke ɪʲe koɾt̪e pɐɾɪs।,butokæmp ʃɔmporke iʲe kort̪e paris।
1145,Tangail,rec_41_audio_21.wav,একেকটা বুটক্যাম্প তোর মিনিমাম ছয় থেকে সাত মাসের থাকে।,ɛkektɐ butokɛmp t̪oɾ mɪnɪmɐm cʰɔe̯ t̪ʰeke ʃɐt̪ mɐʃeɾ t̪ʰɐke।,ækekta butokæmp t̪or minimam cʰɔʲ t̪ʰeke ʃat̪ maʃer t̪ʰake।
1146,Tangail,rec_41_audio_21.wav,তাইলে একটা বুটক্যাম্প শেষ করলে দেখা যাবে যে তুই একটা ভালো অবস্থায় পৌছায় গেছিস।,t̪ɐ͡ɪ̯le ɛktɐ butokɛmp ʃeʃ koɾle d̪ɛkʰɐ ɟɐbe ɟe t̪u͡ɪ̯ ɛktɐ bʱɐlo ɔbost̪ʰɐe̯ po͡u̯cʰɐe̯ gecʰɪʃ।,t̪a͡i̯le ækta butokæmp ʃeʃ korle d̪ækʰa ɟabe ɟe t̪u͡i̯ ækta bʱalo ɔbost̪ʰaʲ po͡u̯cʰaʲ gecʰiʃ।
1147,Tangail,rec_41_audio_21.wav,তোর ইস্কিলটা গেইন হয়ে যাচ্ছে পড়াশোনার পাশাপাশি।,t̪oɾ ɪskɪltɐ ge͡ɪ̯n hoʲe ɟɐccʰe pɔɽɐʃonɐɾ pɐʃɐpɐʃɪ।,t̪or iskilta ge͡i̯n hoʲe ɟaccʰe pɔɽaʃonar paʃapaʃi।
1148,Tangail,rec_41_audio_21.wav,দেখা যাচ্ছে একটা বুট <> এইটা ওয়েব ডেভেলপমেন্ট।,d̪ɛkʰɐ ɟɐccʰe ɛktɐ but <> e͡ɪ̯tɐ oʲeb debʱelpɔment।,d̪ækʰa ɟaccʰe ækta but <> e͡i̯ta oʲeb debʱelpɔment।
1149,Tangail,rec_41_audio_21.wav,আর এইডা যুদি কয়জন ন তোরেও অনেককিছুই মোটামুটি হালকা একটু পরিশ্রম যাবেই।,ɐɾ e͡ɪ̯dɐ ɟud̪ɪ kɔʲɟɔn n t̪oɾe͡o̯ ɔnekkɪcʰu͡ɪ̯ motɐmutɪ hɐlkɐ ektu poɾɪsɾɔm ɟɐbe͡ɪ̯।,ar e͡i̯da ɟud̪i kɔʲɟɔn n t̪ore͡o̯ ɔnekkicʰu͡i̯ motamuti halka ektu porisrɔm ɟabe͡i̯।
1150,Tangail,rec_41_audio_21.wav,এটা স্বাভাবিক।,etɐ ʃɐbʱɐbɪk।,eta ʃabʱabik।
1151,Tangail,rec_41_audio_22.wav,"তো সব মিলাইয়া দেহা যাবে যে, একটা মনে করলি যে একটা প্যাক সেটা।","t̪o ʃɔb mɪlɐ͡ɪ̯ʲɐ d̪ehɐ ɟɐbe ɟe, ɛktɐ mone koɾlɪ ɟe ɛktɐ pɛk ʃetɐ।","t̪o ʃɔb mila͡i̯ʲa d̪eha ɟabe ɟe, ækta mone korli ɟe ækta pæk ʃeta।"
1152,Tangail,rec_41_audio_22.wav,জীবনের জন্য অনেক উপকারী এইটা।,ɟɪbɔneɾ ɟonno ɔnek upokɐɾɪ e͡ɪ̯tɐ।,ɟibɔner ɟonno ɔnek upokari e͡i̯ta।
1153,Tangail,rec_41_audio_22.wav,কিছুতো পাইত কিছু পাইতে চাইলে তো কিছু ডেডিকেশন দিতেই হবো।,kɪcʰut̪o pɐ͡ɪ̯t̪o kɪcʰu pɐ͡ɪ̯t̪e cɐ͡ɪ̯le t̪o kɪcʰu dedɪkeʃon d̪ɪt̪e͡ɪ̯ hɔbo।,kicʰut̪o pa͡i̯t̪o kicʰu pa͡i̯t̪e ca͡i̯le t̪o kicʰu dedikeʃon d̪it̪e͡i̯ hɔbo।
1154,Tangail,rec_41_audio_22.wav,"হুম, হুম, অবশ্যই।","hum, hum, ɔboʃʃo͡ɪ̯।","hum, hum, ɔboʃʃo͡i̯।"
1155,Tangail,rec_41_audio_22.wav,"হ্যাঁ, যেমন তাও মনে করলি যে, কোনো কিছুতো আর ফাও ফাও আহে না।","hɛ̃, ɟɛmon t̪ɐ͡o̯ mone koɾlɪ ɟe, kono kɪcʰut̪o ɐɾ pʰɐ͡o̯ pʰɐ͡o̯ ɐhe nɐ।","hæ̃, ɟæmon t̪a͡o̯ mone korli ɟe, kono kicʰut̪o ar pʰa͡o̯ pʰa͡o̯ ahe na।"
1156,Tangail,rec_41_audio_22.wav,হ্যাঁ।,hɛ̃।,hæ̃।
1157,Tangail,rec_41_audio_23.wav,হ্যাঁ।,hɛ̃।,hæ̃।
1158,Tangail,rec_41_audio_23.wav,তোর দিনে মনে করলি তুই মিনিমাম সাত থেকে আট ঘন্টা করে টাইম দিত দেওয়াই লাগবো।,t̪oɾ d̪ɪne mone koɾlɪ t̪u͡ɪ̯ mɪnɪmɐm ʃɐt̪ t̪ʰeke ɐt gʱɔntɐ koɾe tɐ͡ɪ̯m d̪ɪt̪o d̪e͡o̯ʷɐ͡ɪ̯ lɐgbo।,t̪or d̪ine mone korli t̪u͡i̯ minimam ʃat̪ t̪ʰeke at gʱɔnta kore ta͡i̯m d̪it̪o d̪e͡o̯ʷa͡i̯ lagbo।
1159,Tangail,rec_41_audio_23.wav,প্রথম তিন-চার মাস।,pɾot̪ʰom t̪ɪn-cɐɾ mɐʃ।,prot̪ʰom t̪in-car maʃ।
1160,Tangail,rec_41_audio_23.wav,দিতেই হবে।,d̪ɪt̪e͡ɪ̯ hɔbe।,d̪it̪e͡i̯ hɔbe।
1161,Tangail,rec_41_audio_23.wav,"হ, টাইম তো দেওয়াই লাগবো।","ho, tɐ͡ɪ̯m t̪o d̪e͡o̯ʷɐ͡ɪ̯ lɐgbo।","ho, ta͡i̯m t̪o d̪e͡o̯ʷa͡i̯ lagbo।"
1162,Tangail,rec_41_audio_23.wav,হ্যাঁ।,hɛ̃।,hæ̃।
1163,Tangail,rec_41_audio_23.wav,তো এইডার জন্যেই।,t̪o e͡ɪ̯dɐɾ ɟonne͡ɪ̯।,t̪o e͡i̯dar ɟonne͡i̯।
1164,Tangail,rec_41_audio_23.wav,তো আশা করি তুইও শুরু কর।,t̪o ɐʃɐ koɾɪ t̪u͡ɪ̯͡o̯ ʃuɾu kɔɾ।,t̪o aʃa kori t̪u͡i̯͡o̯ ʃuru kɔr।
1165,Tangail,rec_41_audio_24.wav,ভালোই হবে একসাথে সব শুরু করলে আমিও তোদেরকে শেখাতে পারবো।,bʱɐlo͡ɪ̯ hɔbe ɛkʃɐt̪ʰe ʃɔb ʃuɾu koɾle ɐmɪ͡o̯ t̪od̪eɾke ʃekʰɐt̪e pɐɾbo।,bʱalo͡i̯ hɔbe ækʃat̪ʰe ʃɔb ʃuru korle ami͡o̯ t̪od̪erke ʃekʰat̪e parbo।
1166,Tangail,rec_41_audio_24.wav,"তোরও, তোরও, তোরও প্র‍্যাকটিস হবো।","t̪oɾo, t̪oɾo, t̪oɾo pɾɐktɪʃ hɔbo।","t̪oro, t̪oro, t̪oro praktiʃ hɔbo।"
1167,Tangail,rec_41_audio_24.wav,তো আমারও তোদের শেখালে আমার আমার ইস্কিলটাও বাড়বে।,t̪o ɐmɐɾo t̪od̪eɾ ʃekʰɐle ɐmɐɾ ɐmɐɾ ɪskɪltɐ͡o̯ bɐɽbe।,t̪o amaro t̪od̪er ʃekʰale amar amar iskilta͡o̯ baɽbe।
1168,Tangail,rec_41_audio_24.wav,"হ্যাঁ, আমারও প্র‍্যাকটিস হইয়া যাবে।","hɛ̃, ɐmɐɾo pɾɐktɪʃ ho͡ɪ̯ʲɐ ɟɐbe।","hæ̃, amaro praktiʃ ho͡i̯ʲa ɟabe।"
1169,Tangail,rec_41_audio_24.wav,তো আমরা কি করবো?,t̪o ɐmɾɐ kɪ koɾbo?,t̪o amra ki korbo?
1170,Tangail,rec_41_audio_24.wav,যে ভার্সিটি যাইয়া আমাদের ছুটিডা শেষ হইলেই।,ɟe bʱɐɾsɪtɪ ɟɐ͡ɪ̯ʲɐ ɐmɐd̪eɾ cʰutɪdɐ ʃeʃ ho͡ɪ̯le͡ɪ̯।,ɟe bʱarsiti ɟa͡i̯ʲa amad̪er cʰutida ʃeʃ ho͡i̯le͡i̯।
1171,Tangail,rec_41_audio_24.wav,আমরা আবার শুরু করবো।,ɐmɾɐ ɐbɐɾ ʃuɾu koɾbo।,amra abar ʃuru korbo।
1172,Tangail,rec_41_audio_24.wav,বুঝছিস?,buɟʱcʰɪʃ?,buɟʱcʰiʃ?
1173,Tangail,rec_41_audio_24.wav,আমরা চার-পাঁচ জন মিলে একসাথে আমরা শুরু করবো।,ɐmɾɐ cɐɾ-pɐ̃c ɟɔn mɪle ɛkʃɐt̪ʰe ɐmɾɐ ʃuɾu koɾbo।,amra car-pãc ɟɔn mile ækʃat̪ʰe amra ʃuru korbo।
1174,Tangail,rec_41_audio_25.wav,তো দেখা যাবে যে আমরা ভার্সিটিতে লাস্ট ইয়ারে আমরা প্রোজেক্ট জমা দিতে পারবো।,t̪o d̪ɛkʰɐ ɟɐbe ɟe ɐmɾɐ bʱɐɾsɪtɪt̪e lɐst ɪʲɐɾe ɐmɾɐ pɾoɟektɔ ɟɔmɐ d̪ɪt̪e pɐɾbo।,t̪o d̪ækʰa ɟabe ɟe amra bʱarsitit̪e last iʲare amra proɟektɔ ɟɔma d̪it̪e parbo।
1175,Tangail,rec_41_audio_25.wav,ভালো ভালো প্রোজেক্ট জমা দিতে পারবো।,bʱɐlo bʱɐlo pɾoɟektɔ ɟɔmɐ d̪ɪt̪e pɐɾbo।,bʱalo bʱalo proɟektɔ ɟɔma d̪it̪e parbo।
1176,Tangail,rec_41_audio_25.wav,আগেইতি তো আমরা শিখা রাখলাম।,ɐge͡ɪ̯t̪ɪ t̪o ɐmɾɐ ʃɪkʰɐ ɾɐkʰlɐm।,age͡i̯t̪i t̪o amra ʃikʰa rakʰlam।
1177,Tangail,rec_41_audio_25.wav,জ্বী।,ɟɪ।,ɟi।
1178,Tangail,rec_41_audio_25.wav,স্যারদের উপর ওই জ্বী না করে।,sɛɾd̪eɾ upoɾ o͡ɪ̯ ɟɪ nɐ koɾe।,særd̪er upor o͡i̯ ɟi na kore।
1179,Tangail,rec_41_audio_25.wav,হ উচিত শেখা উচিত।,ho ucɪt̪ ʃekʰɐ ucɪt̪।,ho ucit̪ ʃekʰa ucit̪।
1180,Tangail,rec_41_audio_25.wav,হ্যাঁ।,hɛ̃।,hæ̃।
1181,Tangail,rec_41_audio_26.wav,তোকে যদি ভালো ভালো প্রোজেক্টও আমার আইডিয়া সম্পর্কে জমা দিতে পারতাছি।,t̪oke ɟod̪ɪ bʱɐlo bʱɐlo pɾoɟektɔ͡o̯ ɐmɐɾ ɐ͡ɪ̯dɪʲɐ ʃɔmpoɾke ɟɔmɐ d̪ɪt̪e pɐɾt̪ɐcʰɪ।,t̪oke ɟod̪i bʱalo bʱalo proɟektɔ͡o̯ amar a͡i̯diʲa ʃɔmporke ɟɔma d̪it̪e part̪acʰi।
1182,Tangail,rec_41_audio_26.wav,কারণ আমরা তো একটা তো মেক করে দিতেছি।,kɐɾon ɐmɾɐ t̪o ɛktɐ t̪o mek koɾe d̪ɪt̪ecʰɪ।,karon amra t̪o ækta t̪o mek kore d̪it̪ecʰi।
1183,Tangail,rec_41_audio_26.wav,বুঝোছ নাই?,buɟʱocʰo nɐ͡ɪ̯?,buɟʱocʰo na͡i̯?
1184,Tangail,rec_41_audio_26.wav,হ।,ho।,ho।
1185,Tangail,rec_41_audio_26.wav,<> ভালো একটা ই হবে।,<> bʱɐlo ɛktɐ ɪ hɔbe।,<> bʱalo ækta i hɔbe।
1186,Tangail,rec_41_audio_26.wav,তুই ট্রাই করতে পারিস।,t̪u͡ɪ̯ tɾɐ͡ɪ̯ koɾt̪e pɐɾɪs।,t̪u͡i̯ tra͡i̯ kort̪e paris।
