District,External_ID,Contents,ipa
Tangail,rec_41_audio_29.wav,<> বাসায় হারাদিন বইয়া বইয়া একা একা।,<> baʃaʲ harad̪in bo͡i̯ʲa bo͡i̯ʲa æka æka।
Tangail,rec_41_audio_29.wav,"আমি ওই তোর ওয়েব ডেভেলপমেন্ট এইগ্লা নিয়াই ইট্টু ই করতাছি, ঘাটাঘাটি করতাছি।","ami o͡i̯ t̪or oʲeb debʱelpɔment e͡i̯gla niʲa͡i̯ ittu i kort̪acʰi, gʱatagʱati kort̪acʰi।"
Tangail,rec_41_audio_30.wav,হারাদিন ইস্কিল নিয়া পইড়া থাকোস নাকি?,harad̪in iskil niʲa po͡i̯ɽa t̪ʰakoʃ naki?
Tangail,rec_41_audio_30.wav,প্র‍্যাকটিস করতাছোস নাকি প্রচুর পরিমাণে?,praktiʃ kort̪acʰoʃ naki procur porimane?
Tangail,rec_41_audio_30.wav,প্র‍্যাকটিস করতাছি ইকটু।,praktiʃ kort̪acʰi iktu।
Tangail,rec_41_audio_30.wav,কর কর দরকার আছে কর।,kɔr kɔr d̪ɔrkar acʰe kɔr।
Tangail,rec_41_audio_30.wav,ঠিকাছে।,tʰikacʰe।
Tangail,rec_41_audio_30.wav,"হ, আচ্ছা।","ho, accʰa।"
Tangail,rec_41_audio_30.wav,ঠিক আছে রে তাইলে।,tʰik acʰe re t̪a͡i̯le।
Tangail,rec_41_audio_30.wav,"আইচ্ছা মামা, চ্যাট-জিপিটি নিয়া ইকটু ধারণা দে তো আমারে।","a͡i̯ccʰa mama, cæt-ɟipiti niʲa iktu d̪ʱarona d̪e t̪o amare।"
Tangail,rec_41_audio_31.wav,তোর চ্যাট-জিপিটি কি জানোস?,t̪or cæt-ɟipiti ki ɟanos?
Tangail,rec_41_audio_31.wav,"চ্যাট-জিপিটি অইলো মনে করলি যে, একটা প্রমট লেভেলের একটা জিনিস।","cæt-ɟipiti ɔ͡i̯lo mone korli ɟe, ækta promt lebʱeler ækta ɟiniʃ।"
Tangail,rec_41_audio_31.wav,"তুই এইটার মদ্যে যেকোনো কোশশেন করলে, তোর এন্সারটা তোরে একবারে ইস্পেসিফিকভাবে দিয়া দিবো।","t̪u͡i̯ e͡i̯tar mod̪d̪e ɟekono koʃoʃen korle, t̪or enʃarta t̪ore ækbare ispesipʰikbʱabe d̪iʲa d̪ibo।"
Tangail,rec_41_audio_31.wav,যখন তুই ধর আগে তোর গোগলে সার্চ করতি না?,ɟɔkʰon t̪u͡i̯ d̪ʱɔr age t̪or gogole ʃarco kort̪i na?
Tangail,rec_41_audio_31.wav,গোগলে সার্চ করার পর কি অইতো?,gogole ʃarco kɔrar pɔr ki ɔ͡i̯t̪o?
Tangail,rec_41_audio_31.wav,অনেকগুলা রেজাল্ট আসতো না?,ɔnekgula reɟalt aʃt̪o na?
Tangail,rec_41_audio_31.wav,হ্যাঁ।,hæ̃।
Tangail,rec_41_audio_31.wav,হ্যাঁ?,hæ̃?
Tangail,rec_41_audio_31.wav,"হ, হ।","ho, ho।"
Tangail,rec_41_audio_32.wav,তো চ্যাট এ চ্যাট-জিপিটি কি করতেছে?,t̪o cæt e cæt-ɟipiti ki kort̪ecʰe?
Tangail,rec_41_audio_32.wav,তোর এ ওই সমস্তগুলা মদ্যে রেজাল্ট তোর একটাই দিয়া দিতাছে।,t̪or e o͡i̯ ʃɔmost̪ogula mod̪d̪e reɟalt t̪or ækta͡i̯ d̪iʲa d̪it̪acʰe।
Tangail,rec_41_audio_32.wav,স্পেসিফিক রেজাল্ট।,spesipʰik reɟalt।
Tangail,rec_41_audio_32.wav,সবচেয়ে বেস্ট যেডা?,ʃɔbceʲe best ɟeda?
Tangail,rec_41_audio_32.wav,মানে তুই <> দিছোস।,mane t̪u͡i̯ <> d̪icʰoʃ।
Tangail,rec_41_audio_32.wav,"হ্যাঁ, হ্যাঁ।","hæ̃, hæ̃।"
Tangail,rec_41_audio_32.wav,সবথেকে বেস্ট রেজাল্টটা তোরে দিয়া দিবো।,ʃɔbt̪ʰeke best reɟaltta t̪ore d̪iʲa d̪ibo।
Tangail,rec_41_audio_32.wav,আর এইটা হইতাছে কী?,ar e͡i̯ta ho͡i̯t̪acʰe ki?
Tangail,rec_41_audio_32.wav,তোর মেশিন লার্নিং এর মাধ্যমে।,t̪or meʃin larniŋ er mad̪d̪ʱome।
Tangail,rec_41_audio_32.wav,মানে এটা তোর রোবট মানে মানে ম্যাশিন দিয়া দিতাছে।,mane eta t̪or robt mane mane mæʃin d̪iʲa d̪it̪acʰe।
Tangail,rec_41_audio_33.wav,মানে আগে থেকেই এই ম্যাশিনকে শেখানো হইছে এডা।,mane age t̪ʰeke͡i̯ e͡i̯ mæʃinke ʃekʰano ho͡i̯cʰe eda।
Tangail,rec_41_audio_33.wav,মানে ও শিখতেছে।,mane o ʃikʰt̪ecʰe।
Tangail,rec_41_audio_33.wav,"ও যদি কোনোকিছু ভুল করে ও শিখতে পারে, চ্যাট-জিপিটি।","o ɟod̪i konokicʰu bʱul kore o ʃikʰt̪e pare, cæt-ɟipiti।"
Tangail,rec_41_audio_33.wav,বুঝছিস?,buɟʱcʰiʃ?
Tangail,rec_41_audio_33.wav,হ।,ho।
Tangail,rec_41_audio_33.wav,মানে শিখে শিখে ও শিখে ফার্স্টে।,mane ʃikʰe ʃikʰe o ʃikʰe pʰarste।
Tangail,rec_41_audio_33.wav,ও নিজে শিখে তারপর আমাদের ওই এন্সারটা দেয়।,o niɟe ʃikʰe t̪arpɔr amad̪er o͡i̯ enʃarta d̪eʲ।
Tangail,rec_41_audio_33.wav,মানে আর কি পার্ফেক্ট এন্সার না কিন্তু তোর পার্ফেক্টের কাছাকাছি।,mane ar ki parpʰektɔ ensar na kint̪u t̪or parpʰekter kacʰakacʰi।
Tangail,rec_41_audio_34.wav,ওইরকম একটা <>।,o͡i̯rɔkom ækta <>।
Tangail,rec_41_audio_34.wav,কয়েক সেকেন্ডের মধ্যেই ও শিখা ও নিজেই আমাদের কাছে ডেলিভারি করে?,kɔʲek sekender mod̪d̪ʱe͡i̯ o ʃikʰa o niɟe͡i̯ amad̪er kacʰe delibʱari kore?
Tangail,rec_41_audio_34.wav,হ্যাঁ।,hæ̃।
Tangail,rec_41_audio_34.wav,চ্যাট-জিপিটিতে তুই অনেক কিছু করতে পারবি।, -ɟipitit̪e t̪u͡i̯ ɔnek kicʰu kort̪e parbi।
Tangail,rec_41_audio_34.wav,তোর মনে করলি যে চার-পাঁচ মিনিটের ভেতর তুই একটা ওয়েবসাইটও বানায় ফেলতে পারবি।,t̪or mone korli ɟe car-pãc miniter bʱet̪or t̪u͡i̯ ækta oʷebʃa͡i̯to banaʲ pʰelt̪e parbi।
Tangail,rec_41_audio_34.wav,তুই যে ওয়েব ডেভেলপমেন্টের কথা বললি?,t̪u͡i̯ ɟe oʲeb debʱelpɔmenter kɔt̪ʰa bolli?
Tangail,rec_41_audio_34.wav,চার-পাঁচ মিনিটে একটা ওয়েবসাইটও বানায় দেওয়া সম্ভব।,car-pãc minite ækta oʷebʃa͡i̯to banaʲ d̪e͡o̯ʷa ʃɔmbʱɔb।
Tangail,rec_41_audio_35.wav,চ্যাট-জিপিটি দিয়া।,cæt-ɟipiti d̪iʲa।
Tangail,rec_41_audio_35.wav,এই অবস্থা?,e͡i̯ ɔbost̪ʰa?
Tangail,rec_41_audio_35.wav,পরিক্ষা দিবে?,porikkʰa d̪ibe?
Tangail,rec_41_audio_35.wav,এআইটি টুল এতো আগায় গেছে?,æ͡e̯͡i̯ti tul et̪o agaʲ gecʰe?
Tangail,rec_41_audio_35.wav,হ্যাঁ মামু অনেক।,hæ̃ mamu ɔnek।
Tangail,rec_41_audio_35.wav,তুই কোডিংডারে আরো ইজি করে দিছে চ্যাট-জিপিটি।,t̪u͡i̯ kodiŋdare aro iɟi kore d̪icʰe cæt-ɟipiti।
Tangail,rec_41_audio_35.wav,মানে তোর প্রোডাক্টিভিটি অনেক আইগায় গেছে।,mane t̪or prodaktibʱiti ɔnek a͡i̯gaʲ gecʰe।
Tangail,rec_41_audio_35.wav,তোর আগে কেমন আছিলো?,t̪or age kæmon acʰilo?
Tangail,rec_41_audio_35.wav,বুঝছিস?,buɟʱcʰiʃ?
Tangail,rec_41_audio_35.wav,আগে যদি একটা মানুষ একটা কাজ করতে দশজন লাগতো?,age ɟod̪i ækta manuʃ ækta kaɟ kort̪e d̪ɔʃɟɔn lagt̪o?
Tangail,rec_08_audio_15.wav,"পরে কালকে রাতে খুব দ্রুত, ওই তহনই বারোডার দিকে সাড়ে বারোডার দিকে ঘুমায় গেছি গা।","pɔre kaloke rat̪e kʰub d̪rut̪o, o͡i̯ t̪ɔhoni barodar d̪ike ʃaɽe barodar d̪ike gʱumaʲ gecʰi ga।"
Tangail,rec_08_audio_15.wav,ঘুমায় গেছি গভীর ঘুম আর ভয়ানক স্বপ্ন দেখছি।,gʱumaʲ gecʰi gobʱir gʱum ar bʱɔʲanok ʃɔpno d̪ekʰcʰi।
Tangail,rec_08_audio_15.wav,হুম এরকম অয়।,hum erokom ɔʲ।
Tangail,rec_08_audio_15.wav,"স্বপ্নও কারণ এমনেই ভয় পাইয়া আছিলাম তো, তাই ভূতের স্বপ্ন-টপ্ন দেখছি।"," ʃɔpno͡o̯ karon æmone͡i̯ bʱɔʲ pa͡i̯ʲa acʰilam t̪o, t̪a͡i̯ bʱut̪er -tɔpno d̪ekʰcʰi।"
Tangail,rec_08_audio_15.wav,দেহি যে পৃথিবী ধ্বংস অইয়া যাইতাছে গা।,d̪ehi ɟe prit̪ʰibi d̪ʱɔŋʃo ɔ͡i̯ʲa ɟa͡i̯t̪acʰe ga।
Tangail,rec_08_audio_15.wav,কান্দাকাটি করতাছি।,kand̪akati kort̪acʰi।
Tangail,rec_08_audio_16.wav,<>,<>
Tangail,rec_08_audio_17.wav,তবে ইচ্ছা আছে একদিন ভূত দেখবো।,t̪ɔbe iccʰa acʰe ækd̪in bʱut̪ d̪ekʰbo।
Tangail,rec_08_audio_17.wav,কিন্তু কীভাবে দেখবো জানি না।,kint̪u kibʱabe d̪ekʰbo ɟani na।
Tangail,rec_08_audio_17.wav,আমার বাসার নিচে হচ্ছে কবরস্থান আছিলো।,amar baʃar nice hoccʰe kɔborost̪ʰan acʰilo।
Tangail,rec_08_audio_17.wav,অনেক দিন তাকায় আছিলাম দেখার আশায়।,ɔnek d̪in t̪akaʲ acʰilam d̪ækʰar aʃaʲ।
Tangail,rec_08_audio_17.wav,আগে আগে নাকি যে বাসায় থাকতো।,age age naki ɟe baʃaʲ t̪ʰakt̪o।
Tangail,rec_08_audio_17.wav,হ কিন্তু খুঁইজা পাই নাই কোনো দিন।,ho kint̪u kʰũiɟa pa͡i̯ na͡i̯ kono d̪in।
Tangail,rec_08_audio_17.wav,পলায় পলায় তাকাইছি তাও পাই নাই।,pɔlaʲ pɔlaʲ t̪aka͡i̯cʰi t̪a͡o̯ pa͡i̯ na͡i̯।
Tangail,rec_08_audio_18.wav,খালি দুই-একটা বিলাই দেখছি।,kʰali d̪u͡i̯-ækta bila͡i̯ d̪ekʰcʰi।
Tangail,rec_08_audio_18.wav,বিলাই তো থাকেই ঢাকায়।,bila͡i̯ t̪o t̪ʰake͡i̯ dʱakaʲ।
Tangail,rec_08_audio_18.wav,ঢাকায়,dʱakaʲ
Tangail,rec_08_audio_19.wav,"আর যাই থাকুক না কেনো বিলাই আছে, কুত্তা আছে এভেইলেবল।","ar ɟa͡i̯ t̪ʰakuk na keno bila͡i̯ acʰe, kut̪t̪a acʰe ebʱe͡i̯lebl।"
Tangail,rec_08_audio_19.wav,"এতো মারে লোকজন, তাও মনে করো প্রচুর।","et̪o mare lokɟɔn, t̪a͡o̯ mone koro procur।"
Tangail,rec_08_small_audio_0.wav,<> মাঝে মদ্যে মানে যহন মনে অয় না?,<> maɟʱe mod̪d̪e mane ɟɔhon mone ɔʲ na?
Tangail,rec_08_small_audio_0.wav,তহন ওইযে ভয় পাইলে কিন্তু গুম অয় না।,t̪ɔhon o͡i̯ɟe bʱɔʲ pa͡i̯le kint̪u gum ɔʲ na।
Tangail,rec_08_small_audio_0.wav,হ,ho
Tangail,rec_08_small_audio_1.wav,ফ্যামিলির লোকজনরে খুঁইজা পাইতাছি না এইসব স্বপ্ন দেখছি।,pʰæmilir lokɟɔnre kʰũiɟa pa͡i̯t̪acʰi na e͡i̯ʃɔb ʃɔpno d̪ekʰcʰi।
Tangail,rec_08_small_audio_2.wav,আমলাগোর জাগা মনে অয় <> দিছে মনে কর।,amlagor ɟaga mone ɔʲ <> d̪icʰe mone kɔr।
Tangail,rec_09_audio_0.wav,কি চাস?,ki caʃ?
Tangail,rec_09_audio_0.wav,ওইযে ওইডা।,o͡i̯ɟe o͡i̯da।
Tangail,rec_09_audio_0.wav,"এ মামা, নষ্ট করিস না মামা, তাও দে আমারে।","e mama, nɔʃto koriʃ na mama, t̪a͡o̯ d̪e amare।"
Tangail,rec_09_audio_0.wav,কি কইলি তুই?,ki ko͡i̯li t̪u͡i̯?
Tangail,rec_09_audio_0.wav,তোরে দিমনা কুত্তারে খিলাই দিমু দরকার পড়লে।,t̪ore d̪id̪ona kut̪t̪are kʰila͡i̯ d̪imu d̪ɔrkar pɔɽle।
Tangail,rec_09_audio_0.wav,"আমি যদি দুই বেলা <> হ, যে <> হ।","ami ɟod̪i d̪u͡i̯ bela <> ho, ɟe <> ho।"
Tangail,rec_09_audio_0.wav,যা আমার দাদিরে বিয়ার নিহি?,ɟa amar d̪ad̪ire biʲar nihi?
Tangail,rec_09_audio_0.wav,ঈদের দিন চারশো <> যা করেক গা।,id̪er d̪in carʃo <> ɟa kɔrek ga।
Tangail,rec_09_audio_1.wav,তোর দাদিরে বিয়া দিয়া দিতাছোস?,t̪or d̪ad̪ire biʲa d̪iʲa d̪it̪acʰoʃ?
Tangail,rec_09_audio_1.wav,"হ, এইযে উদয়ের হাতে বিয়া দিমু।","ho, e͡i̯ɟe ud̪ɔʲer hat̪e biʲa d̪imu।"
Tangail,rec_09_audio_1.wav,এইডাই তো আমারে দিছোস আইজকা।,e͡i̯da͡i̯ t̪o amare d̪icʰoʃ a͡i̯ɟka।
Tangail,rec_09_audio_1.wav,দাদা?,d̪ad̪a?
Tangail,rec_09_audio_1.wav,রাজ?,raɟ?
Tangail,rec_09_audio_1.wav,থাকিস কইল বিয়ার ভিতরে।,t̪ʰakiʃ ko͡i̯l biʲar bʱit̪ɔre।
Tangail,rec_09_audio_1.wav,আমার দাদির হাতে উদয়ের বিয়া।,amar d̪ad̪ir hat̪e ud̪ɔʲer biʲa।
Tangail,rec_09_audio_1.wav,নাকি রওফ?,naki rɔ͡o̯pʰ?
Tangail,rec_09_audio_1.wav,তাইলে কালকে ঠিক অবো।,t̪a͡i̯le kaloke tʰik ɔbo।
Tangail,rec_09_audio_1.wav,না <> একশো <>,na <> ækʃo <>
Tangail,rec_09_audio_2.wav,<> আছে নাহি এনে?,<> acʰe nahi ene?
Tangail,rec_09_audio_2.wav,দেও মামা।,d̪e͡o̯ mama।
Tangail,rec_09_audio_2.wav,নিলাম রে।,nilam re।
Tangail,rec_09_audio_2.wav,এই এই এ ওইডা দা মুছিস না।,e͡i̯ e͡i̯ e o͡i̯da d̪a mucʰiʃ na।
Tangail,rec_09_audio_2.wav,কুথাও যাও বন্ধু?,kut̪ʰa͡o̯ ɟa͡o̯ bond̪ʱu?
Tangail,rec_09_audio_2.wav,গাজীপুরে চা খাইতাম।,gaɟipure ca kʰa͡i̯t̪am।
Tangail,rec_09_audio_2.wav,অম্বুরা?,ɔmbura?
Tangail,rec_09_audio_2.wav,ম্যালা বিসকাইশ <> যে বন্দু?,mæla biʃka͡i̯ʃ <> ɟe bond̪u?
Tangail,rec_09_audio_2.wav,কাম আছে?,kam acʰe?
Tangail,rec_09_audio_2.wav,কামে যাও?,kame ɟa͡o̯?
Tangail,rec_09_audio_2.wav,কি এতো ডিসকাশ করলি?,ki et̪o diʃkaʃ korli?
Tangail,rec_09_audio_2.wav,সিস্টেমডা <> তুই <> কতা কইলি?,ʃistemda <> t̪u͡i̯ <> kɔt̪a ko͡i̯li?
Tangail,rec_09_audio_2.wav,<> কাম নাই।,<> kam na͡i̯।
Tangail,rec_09_audio_2.wav,যাবি?,ɟabi?
Tangail,rec_09_audio_2.wav,চলো যাই।,cɔlo ɟa͡i̯।
Tangail,rec_09_audio_2.wav,উডা আই কাকের হাতে যে দাগ দা কইলো গা।,uda a͡i̯ kaker hat̪e ɟe d̪ag d̪a ko͡i̯lo ga।
Tangail,rec_09_audio_2.wav,ইডারই খালি,idari kʰali
Tangail,rec_10_audio_0.wav,হুম।,hum।
Tangail,rec_10_audio_0.wav,ইড্ডা এইডা আবার পিচ্চিও গরে দিয়ে কতা কয়।,idda e͡i̯da abar picci͡o̯ gore d̪iʲe kɔt̪a kɔʲ।
Tangail,rec_10_audio_0.wav,"ঠিক না, কাক্কা?","tʰik na, kakka?"
Tangail,rec_10_audio_0.wav,"এরা যে এই ব্যপসা করে, এগোরে কাছে কি এই মালটা থাকে?","era ɟe e͡i̯ bæpʃa kore, egore kacʰe ki e͡i̯ malta t̪ʰake?"
Tangail,rec_10_audio_0.wav,হ।,ho।
Tangail,rec_10_audio_0.wav,হাতে নিয়াই ব্যবসা করতাছে?,hat̪e niʲa͡i̯ bæbʃa kort̪acʰe?
Tangail,rec_10_audio_0.wav,হাতে নিয়া ব্যবসা।,hat̪e niʲa bæbʃa।
Tangail,rec_10_audio_1.wav,করতাছে।,kort̪acʰe।
Tangail,rec_10_audio_1.wav,তাইলে মানে বাজারের চাইতে কিছু টাকা বেশি পাইজেই তো বেঁচমু।,t̪a͡i̯le mane baɟarer ca͡i̯t̪e kicʰu taka beʃi pa͡i̯ɟe͡i̯ t̪o bẽcmu।
Tangail,rec_10_audio_1.wav,হ।,ho।
Tangail,rec_10_audio_1.wav,নাকি যার কাছে যেমন পাবো?,naki ɟar kacʰe ɟæmon pabo?
Tangail,rec_10_audio_1.wav,ওইযে কথা-বাত্রার মাধ্যমে?, o͡i̯ɟe -bat̪rar mad̪d̪ʱome?
Tangail,rec_10_audio_1.wav,হ।,ho।
Tangail,rec_10_audio_1.wav,ওখানে তো পাইস লেখে না।,okʰane t̪o pa͡i̯ʃ lekʰe na।
Tangail,rec_10_audio_1.wav,"হ, যার কাছে যেমন পাবো।","ho, ɟar kacʰe ɟæmon pabo।"
Tangail,rec_10_audio_1.wav,তাইলে আম্মু এইহানে মেইনলি দামডা বুঝমু না।,t̪a͡i̯le ammu e͡i̯hane me͡i̯nli d̪amda buɟʱmu na।
Tangail,rec_10_audio_1.wav,হুম?,hum?
Tangail,rec_10_audio_1.wav,মেন দামডা বুজবো না?,meno d̪amda buɟɔbo na?
Tangail,rec_10_audio_1.wav,"না, মনে হয় না।","na, mone hɔʲ na।"
Tangail,rec_10_audio_1.wav,ওই ঢাকা কি?,o͡i̯ dʱaka ki?
Tangail,rec_10_audio_1.wav,যুদি হচ্ছে ডাইরেক প্রাইজ যুদি বইলা দিতো তাইলে মনে হয় ভালো ছিলো।,ɟud̪i hoccʰe da͡i̯rek pra͡i̯ɟ ɟud̪i bo͡i̯la d̪it̪o t̪a͡i̯le mone hɔʲ bʱalo cʰilo।
Tangail,rec_10_audio_1.wav,ওইডার ওইযে প্রাইজ জিজ্ঞাসা করলাম হয়তোবা একটা মেসেজ দিয়া দিবো।,o͡i̯dar o͡i̯ɟe pra͡i̯ɟ ɟiggaʃa korlam hɔʲt̪oba ækta meʃeɟ d̪iʲa d̪ibo।
Tangail,rec_10_audio_2.wav,এইটার প্রাইস এতো।,e͡i̯tar pra͡i̯ʃ et̪o।
Tangail,rec_10_audio_2.wav,"এহন মনে করো যে, এইসব আবার ফিক্সড প্রাইজ বইলা দেয়।","ehon mone koro ɟe, e͡i̯ʃɔb abar pʰiksd pra͡i̯ɟ bo͡i̯la d̪eʲ।"
Tangail,rec_10_audio_2.wav,"এহন মনে করো যে দামাদামিও করা যাবো তার মানে, তাই না?","ehon mone koro ɟe d̪amad̪ami͡o̯ kɔra ɟabo t̪ar mane, t̪a͡i̯ na?"
Tangail,rec_10_audio_2.wav,যে আমি এদো এইডা এতো বলতেছি।,ɟe ami ed̪o e͡i̯da et̪o bolt̪ecʰi।
Tangail,rec_10_audio_2.wav,না অনেকসময় আবার ফিক্সড প্রাইজ দিয়া দেয়।,na ɔnekʃɔmɔʲ abar pʰiksd pra͡i̯ɟ d̪iʲa d̪eʲ।
Tangail,rec_10_audio_2.wav,মেসেঞ্জারেই ফিক্সড প্রাইজ দেয়।,mesenɟare͡i̯ pʰiksd pra͡i̯ɟ d̪eʲ।
Tangail,rec_10_audio_2.wav,ইনবক্স করলে লোকজনের কেনাকাটার ইচ্ছা বাড়ে তো।,inbokʃo korle lokɟɔner kenakatar iccʰa baɽe t̪o।
Tangail,rec_10_audio_3.wav,বাবা?,baba?
Tangail,rec_10_audio_3.wav,অলক <> না দুকানে তো অনেক মাল রাখছে?,ɔlok <> na d̪ukane t̪o ɔnek mal rakʰcʰe?
Tangail,rec_10_audio_3.wav,এইটার যে কোন মালডা বেশি ভালো লাগতাছে?,e͡i̯tar ɟe kon malda beʃi bʱalo lagt̪acʰe?
Tangail,rec_10_audio_3.wav,কোনডার কাজটা মানে ফিনিশিংডা অনেক সুন্দর।,kondar kaɟta mane pʰiniʃiŋda ɔnek ʃund̪ɔr।
Tangail,rec_10_audio_3.wav,ঠিকাছে?,tʰikacʰe?
Tangail,rec_10_audio_3.wav,আমি ছবি-টবি তুইলা পাঠায় দিবোনে।,ami cʰobi-tbi t̪u͡i̯la patʰaʲ d̪ibone।
Tangail,rec_10_audio_4.wav,"না, তোমার জন্য নাকি ব্যবসার জন্য?","na, t̪omar ɟonno naki bæbʃar ɟonno?"
Tangail,rec_10_audio_4.wav,এইটা কও আগে।,e͡i̯ta kɔ͡o̯ age।
Tangail,rec_10_audio_4.wav,"না, না ব্যপসা কিসের?","na, na bæpʃa kiʃer?"
Tangail,rec_10_audio_4.wav,"নাও, ব্যপসা-ম্যাপসা এই গামের মধ্যে না এইগ্লা হয় না।"," na͡o̯, -mæpoʃa e͡i̯ gamer mod̪d̪ʱe na e͡i̯gla hɔʲ na।"
Tangail,rec_10_audio_4.wav,হয়?,hɔʲ?
Tangail,rec_10_audio_4.wav,ঠিক আছে না?,tʰik acʰe na?
Tangail,rec_10_audio_4.wav,হ।,ho।
Tangail,rec_10_audio_4.wav,দোকান থিকা এইসব হয় না <> ব্যবসার জন্য হচ্ছে অনেক লট কিনতে হয়।,d̪okan t̪ʰika e͡i̯ʃɔb hɔʲ na <> bæbʃar ɟonno hoccʰe ɔnek lɔt kint̪e hɔʲ।
Tangail,rec_10_audio_5.wav,একটা-দুইটা মাল কেনা যায় না।,ækta-d̪u͡i̯ta mal kena ɟaʲ na।
Tangail,rec_10_audio_5.wav,"ব্যবসার জন্য কিনতে গেলে তোমাকে কিনতে হবে, হুম।","bæbʃar ɟonno kint̪e gele t̪omake kint̪e hɔbe, hum।"
Tangail,rec_10_audio_5.wav,ডজনের উপরেও বেশি।,dɔɟoner upɔre͡o̯ beʃi।
Tangail,rec_10_audio_5.wav,দেহা যাবো যে পঞ্চাশ সেট কিনা লাগবো।,d̪eha ɟabo ɟe pɔncaʃ ʃet kina lagbo।
Tangail,rec_10_audio_5.wav,তাইলে আমার এই গ্রামের মধ্যে যেকোনো জিনিস যার কাছ থেকে আমি আনমু?,t̪a͡i̯le amar e͡i̯ gramer mod̪d̪ʱe ɟekono ɟiniʃ ɟar kacʰ t̪ʰeke ami anmu?
Tangail,rec_10_audio_5.wav,আমার খরচ-বরচ দিয়া অনেক পইড়া যাবো।, amar -bɔroc d̪iʲa ɔnek po͡i̯ɽa ɟabo।
Tangail,rec_10_audio_5.wav,তারপরে কয়ডা বিক্রি হবো না হবো?,t̪arpɔre kɔʲda bikri hɔbo na hɔbo?
Tangail,rec_10_audio_5.wav,তারও ঠিক নাই।,t̪aro tʰik na͡i̯।
Tangail,rec_10_audio_5.wav,তার নাই।,t̪ar na͡i̯।
Tangail,rec_10_audio_5.wav,তারপরে আবার ওডি ফিরত পাঠাতে হবো।,t̪arpɔre abar odi pʰirɔt̪o patʰat̪e hɔbo।
Tangail,rec_10_audio_5.wav,ওগ্লা অনেক ঝামেলা।,ogla ɔnek ɟʱamela।
Tangail,rec_10_audio_5.wav,প্যারা আছে।,pæra acʰe।
Tangail,rec_10_audio_6.wav,যাগোরে শহরে থাকে তাগোরে অতো চাপ না।,ɟagore ʃɔhore t̪ʰake t̪agore ɔt̪o cap na।
Tangail,rec_10_audio_6.wav,হ।,ho।
Tangail,rec_10_audio_6.wav,"তারা মার্কেট থিকা নিতে পারে, মার্কেটেই আবার দিতে পারে।","t̪ara market t̪ʰika nit̪e pare, markete͡i̯ abar d̪it̪e pare।"
Tangail,rec_10_audio_6.wav,সেটাই।,ʃeta͡i̯।
Tangail,rec_10_audio_6.wav,"নেও, নেও, নেও।","ne͡o̯, ne͡o̯, ne͡o̯।"
Tangail,rec_10_audio_6.wav,তাগরে সবটির দিক থেকে এনে সুবিধা।,t̪agore ʃɔbtir d̪ik t̪ʰeke ene ʃubid̪ʱa।
Tangail,rec_10_audio_6.wav,বসো বসো।,bɔʃo bɔʃo।
Tangail,rec_10_audio_6.wav,এই বুলে দিচ্ছি।,e͡i̯ bule d̪iccʰi।
Tangail,rec_10_audio_6.wav,<>,<>
Tangail,rec_10_audio_7.wav,থারটিন বানাম তো সহজ।,t̪ʰartin banam t̪o ʃɔhoɟ।
Tangail,rec_10_audio_7.wav,থারটিন বানাম আর থিরি বানাম কিছুডা একইরহম।,t̪ʰartin banam ar t̪ʰiri banam kicʰuda ækirɔhɔm।
Tangail,rec_10_audio_7.wav,থার?,t̪ʰar?
Tangail,rec_10_audio_7.wav,টি এইচ আই আর।,ti e͡i̯c a͡i̯ ar।
Tangail,rec_10_audio_7.wav,আমি তহন বুঝাইলাম না?,ami t̪ɔhon buɟʱa͡i̯lam na?
Tangail,rec_10_audio_7.wav,এই দ্যাহো।,e͡i̯ d̪æho।
Tangail,rec_10_audio_7.wav,বিভিন তো ভালো কইরে মাথা মইধ্যে রাখবা না।,bibʱin t̪o bʱalo ko͡i̯re mat̪ʰa mo͡i̯d̪d̪ʱe rakʰba na।
Tangail,rec_10_audio_7.wav,ভালো করে মাথা মধ্যে রাখলেই মাথা মধ্যে আইটকা যায়।,bʱalo kore mat̪ʰa mod̪d̪ʱe rakʰle͡i̯ mat̪ʰa mod̪d̪ʱe a͡i̯tka ɟaʲ।
Tangail,rec_10_audio_7.wav,<> এইন্না হো ল্যাখো এখন।,<> e͡i̯nna ho lækʰo ækʰon।
Tangail,rec_10_audio_7.wav,এইযে টি এইচ আই আর লেকবা।,e͡i̯ɟe ti e͡i̯c a͡i̯ ar lekba।
Tangail,rec_10_audio_7.wav,লেখো।,lekʰo।
Tangail,rec_10_audio_7.wav,টি এইচ আই আর।,ti e͡i̯c a͡i̯ ar।
Tangail,rec_10_audio_7.wav,থার।,t̪ʰar।
Tangail,rec_10_audio_8.wav,আই কোথায় লিখলা?,a͡i̯ kot̪ʰaʲ likʰla?
Tangail,rec_10_audio_8.wav,ওইযে আই।,o͡i̯ɟe a͡i̯।
Tangail,rec_10_audio_8.wav,মুক দা কও একটা লেখো একটা?,muk d̪a kɔ͡o̯ ækta lekʰo ækta?
Tangail,rec_10_audio_8.wav,এইযে আই।,e͡i̯ɟe a͡i̯।
Tangail,rec_10_audio_8.wav,দেখছো?,d̪ekʰcʰo?
Tangail,rec_10_audio_8.wav,কোন জাগায় লিখা রাখলো?,kon ɟagaʲ likʰa rakʰlo?
