words,ipa
সকালবেলা,ʃɔkalbela
উইঠা,u͡i̯tʰa
ঘোম,gʱom
দৈনিক,d̪o͡i̯nik
খুলতাছি,kʰult̪acʰi
সাতশো,ʃat̪ʃo
আশটোশো,aʃotoʃo
একহাজার,ækhaɟar
চলমু,cɔlmu
বাড়বো,baɽbo
জ্ঞানী,gæni
লোকের,loker
কইলা,ko͡i̯la
অই,ɔ͡i̯
ভ্যানআলার,bʱænalar
দোকানদারও,d̪okand̪aro
দুই-তিন,d̪u͡i̯-t̪in
বন্ধ,bond̪ʱo
রাহে,rahe
এম্বুরা,embura
তোঙ্গোর,t̪oŋgor
গ্রামীণ,gramin
ব্যাংকের,bæŋker
মুড়াই,muɽa͡i̯
দোকানদার,d̪okand̪ar
আলাপে,alape
করলাম,korlam
পারলাম,parlam
যুবকরা,ɟubokra
কপালে,kɔpale
কুড়াল,kuɽal
মারে,mare
কথায়,kɔt̪ʰaʲ
এইরকমই,e͡i̯rɔkomi
আরেকজনের,arekɟɔner
নিরাঞ্জরণের,niranɟɔrɔner
কথাই,kɔt̪ʰa͡i̯
টা,ta
একটার,æktar
সোম,ʃom
বন্দ,bonk
তুড়ি,t̪uɽi
ইনকামও,inkamo
ভাংমু,bʱaŋmu
ইনকাম,inkam
ওইডি,o͡i̯di
জিনিসটি,ɟiniʃti
অইছি,e͡i̯cʰi
আল্লায়ও,allaʲo
মিটাইয়া,mita͡i̯ʲa
দিলো,d̪ilo
অইলাম,ɔ͡i̯lam
দুই-তিনশো,d̪u͡i̯-t̪inʃo
ট্যাকা-পয়সা,tæka-pɔʲʃa
আইগাইতে,a͡i̯ga͡i̯t̪e
লেনদেন,lend̪en
ওনে,one
ব্যাঁচলাম,bæ̃clam
লাব,lab
এতাহানি,æt̪ahani
তিন-চাইরশো,t̪in-ca͡i̯rʃo
দাবাড়ের,d̪abaɽer
মদ্যেই,mod̪d̪e͡i̯
নেই,ne͡i̯
নেওয়া,ne͡o̯ʷa
লাগ,lag
কিছুডা,kicʰuda
ওয়েবসাইটের,oʷebʃa͡i̯ter
স্ট্রাকচার,strakcar
গঠন,gɔtʰon
ডিজাইনটা,diɟa͡i̯nta
জাভা,ɟabʱa
স্ক্রিপ্ট,skript
ডেভেলপমন,debʱelpɔmɔn
অওয়ার,ɔ͡o̯ʷar
ডিজাইনের,diɟa͡i̯ner
খুবই,kʰubi
গুরুত্বপূর্ণ,gurut̪t̪opurno
কমপ্লিট,kɔmplit
দিয়ে,d̪iʲe
ব্রেইন,bre͡i̯n
বিভিন্ন,bibʱinno
বাটোন-টাটোন,baton-taton
তোরও,
ধর,
কহনো,
ওয়েবসাইট,
চালাইছোস,
ডেভেলপ,
করছোস,
শিওর,
করছিস,
বহুত,
ওয়েবসাইটে,
কোনোকিছুতে,
ক্লিক,
সিএসএসের,
সর্বোচ্চ,
একমাস,
সিএসএসে,
দিবি,
স্ক্রিপ্টে,
আলাদাভাবে,
এইগ্লা,
শিখার,
প্রজেক্ট,
প্র‍্যাকটিস,
ফ্রেমওয়ার্কে,
মুভ,
এইগুলারে,
ইজি,
ফ্রেমওয়ার্ক,
এইডাকে,
লাইব্রী,
কোর্সেস,
সম্বন্ধে,
পুরোপুরি,
সাধারণভাবে,
কোডতো,
লেখা,
কোডগুলারে,
লাইব্রেরি,
রিয়েক্ট,
অ্যাঙ্গোর,
ঢিউ,
শিখতে,
মার্কেট,
প্লেস,
ফ্রিল্যান্সিং,
যেডা,
ইচ্ছা,
ইস্কিলটা,
বাড়াবে,
পড়াশোনার,
পাশাপাশি,
স্কিলটা,
স্কিল,
টেনশন,
থাকবেই,
জবটাও,
সেক্টরে,
সমস্ত,
ইস্কিলডাই,
মেন,
স্কিলটাই,
বুঝোস,
স্কিলটাও,
যাচ্ছে,
এক-দেড়,
বছরের,
বর্তমানের,
চাহিদার,
তুঙ্গে,
করলি,
সেক্টর,
জব-টব,
তুইও,
ইন্টারেস্ট,
অনলাইনে,
প্লাটফর্ম,
রিসোর্স,
তেইতো,
বলিস,
ঠিকই,
বলছোস,
ঘাটাঘাটি,
বিষয়টা,
শিখাইতে,
যেহেতু,
কোর্স,
প্যারা,
আয়,
জিনিসের,
লিংক-আপ,
দিস,
সোর্স,
সোর্সগুলা,
ক,
নি,
এটার,
ডাব্লিউ,
থ্রি,
স্কুল,
রাখ,
ফ্রি,
পাইয়া,
যাবি,
তাছাড়া,
ইউটিউবে,
চ্যানেল,
চ্যানেলের,
মো,
পাবি,
বুটক্যাম্প,
একেকটা,
অবস্থায়,
পৌছায়,
গেছিস,
বুট,
কয়জন,
তোরেও,
অনেককিছুই,
হালকা,
যাবেই,
মিলাইয়া,
প্যাক,
জীবনের,
উপকারী,
কিছুতো,
পাইত,
পাইতে,
চাইলে,
ডেডিকেশন,
দিতেই,
হবো,
আট,
দিত,
দেওয়াই,
তিন-চার,
জন্যেই,
আশা,
একসাথে,
তোদেরকে,
শেখাতে,
আমারও,
শেখালে,
ইস্কিলটাও,
বাড়বে,
ছুটিডা,
হইলেই,
চার-পাঁচ,
জন,
ভার্সিটিতে,
লাস্ট,
ইয়ারে,
প্রোজেক্ট,
জমা,
আগেইতি,
শিখা,
রাখলাম,
জ্বী,
স্যারদের,
শেখা,
প্রোজেক্টও,
পারতাছি,
মেক,
বুঝোছ,
ট্রাই,
রিসার্চ,
মালডা,
নামান,
উঠানি,
ক্যানো,
লাভে,
হেজন্য,
বিয়ে,
বাজারে,
আবো,
বদনাও,
পটও,
বালটিউ,
বদনা,
পট,
মালও,
নিবো,
উদ্দেশ্য,
মোড়,
বন্দি,
টাঙ্গাইনা,
কসমেটিকস,
আরএফএল,
ইডাও,
সেডাই,
এডাও,
মানো,
ব্যানারের,
টক্কর,
হারি,
বাশসরিক,
হাই,
ভাংতাছে,
অন্যদিক,
চিন্তা-ভাবনা,
দশদিক,
চলতাছি,
হ্যাগোর,
কাগো,
বেকারি,
দিছিলো,
ওডি,
এলাকার,
সিএনজি,
চালক,
বাড়ির,
পাশেই,
অটো,
হ্যারে,
গেরামীণ,
মোড়ে,
দেকছি,
অলটাইম,
অটো-মটো,
বেঁইচা,
মাঝেমাঝে,
কিনছাল,
মোহে,
থাকোস,
ক্ষ্যাপ,
গুরোন,
একজনে,
তালা,
ফ্লাট,
কাকা,
শিক্ষা,
বোডে,
যেইডা,
চাচতো,
চ্যাক,
কিউসি,
যেডারে,
ব্যাঁচার,
দ্যাশশো,
মোণ,
দ্যাইখাই,
কইতাছি,
অইছিলো,
পিন,
ভুইলা,
গেছিলা,
থাকো,
বর্তমানে,
ধানমণ্ডিতে,
ভাষা,
বুজে,
গাইয়া,
প্রয়োগ,
চায়নাগো,
জাইঙ্গা,
পরা,
গেঞ্জি-টেঞ্জি,
মাথা,
বোঝতে,
পারছি,
বক্কার,
কুটিকুটি,
কাওরে,
দ্যায়,
টেকনিক,
খাটায়,
রাইখো,
এহোনকা,
একমাত্র,
দায়ী,
ঘরডা,
তহনকা,
উঠতো,
ছাদ,
মেয়ার,
বিয়ার,
তিন-চাইর,
গরু,
যিডা,
নইছিলাম,
ওনু,
আনিসের,
সিরিয়াল,
পাইলাম,
দিতাছি,
জানুইন,
বছরে,
আন্নে,
মধ্যবিত্ত,
ফ্যামিলি,
মধ্যবিত্তই,
জাফর,
ভাইর,
বেন,
বাজারের,
ভিতর,
ব্যাকারি,
হ্যারা,
বইয়ের,
অনেকসময়,
আইসো,
একসময়,
আরিফ,
আইও,
আমুনি,
এন,
ফিফ,
ফাইফ,
টিন,
বানামডা,
ফিফটিন,
ফিফটিন।অয়,
ল্যাহা,
এফ,
এফআইএফ,
এআইএপ,
বানাম,
টি,
ডাব্লু,
আনবি,
ডাবল,
আমগোরে,
সিক্স,
লেইখা,
এইদিকে,
তাকাও,
সেভেন,
এইট,
টুয়েন্টিথ,
বান,
লেকপা,
টুয়েন্টিন,
টুয়েন,
ওয়াই,
চিহ্ন,
সুতা,
ডব্লু,
উঠো,
মাইর,
দেইকা,
লেখমু,
মাসকানে,
মাথার,
রইছে,
দেইহা,
লেহা,
লেকতে,
বাতরুমে,
উম,
ভাঙবো,
থোও,
এলিভেন,
লাইটটা,
এল,
বারবার,
থা,
লাফ,
পারতে,
তারমানে,
ফোনডা,
বাঁইচা,
দেখাইতেছে,
রিচ,
লাপ,
আপডেট,
এইরহমই,
ব্যাটারি,
লো,
ওইতো,
দেখছেন,
ফোনেও,
এনড্রয়েটে,
আইচ্ছা,
শুনো,
ফুল,
নিঃশ্বাস,
প্রশ্বাস,
নিচ্ছে,
এরম,
হুনো,
হলো,
যেরক,
হলুদ,
জ্বলে,
সবুজ,
সুজ,
হলুদের,
হলু,
একবারে,
এবাই,
তোমারডাও,
আমারডা,
দেখায়,
মিডিয়াম,
ফোনের,
হান্ডেড,
পার্সেন্ট,
কিন্নিগা,
লাল-হলুদ,
দেহায়,
কুন,
আইছুইন,
পারতেছি,
নাতো,
হলুদও,
লালও,
মাঝেমধ্যে,
দেখতে,
লেকছো,
একটাও,
লেকে,
ল্যাখো,
লেইখ্যা,
দিবো,
গেম,
আতটা,
খুইলা,
ডাউনলোড,
লেখো,
এট্টু,
দেখাও,
এইখানেই,
লেখ,
থাইক,
হা,
কাকারে,
ইলিভেন,
কইয়া,
পড়ছি,
ইট্টু,
বানানডা,
ভি,
ইলি,
কেবলই,
পড়লা,
ভেন,
ওগুলা,
ল্যাহো,
আই,
লেখছো।কো,
টুয়েলটি,
টুয়েল,
থার্টিন,
টিপ,
বৃষ্টিতে,
ওইগ্লা,
লাইটের,
পুকা,
দেখমু,
বিষ্টি,
গো,
পরেরগুলা,
পাইরবা,
টুয়েলভ,
মেয়ে,
ভুত-প্রেত,
দ্যাহ,
ভয়,
আমগো,
একা,
পুকুরে,
ভুত-টুত,
শুনছিলাম,
অনুভব,
নো,
আমারতো,
দুইডা-আড়াইডা-তিনডা,
দুইডা-আড়াইডার,
দিগে,
উডি,
ভয়ই,
পাইছিলাম,
রাইতও,
ওইদিন,
এগারোডা-বারোডার,
ইট,
ভাটা,
দেহোস,
সাইডে,
শুনছি,
ভাটাডা,
জাগাতে,
ধুমার,
উড়তাছে,
আগের,
কাহিনি,
রাতের,
রাতে,
এরাউন্ড,
বারোডার,
খুঁজতাছো,
খুঁজতাছি,
মিষ্টি,
আমারই,
খাওয়া,
লাগতাছে,
রাইতে,
কইলি,
বারোটার,
আইতাছি,
ব্যাঙ,
দোকানপাট,
ব্যাঙের,
গেছোস,
গেছি,
এগারোডার,
অবার,
প্যারা-ট্যারা,
চাবি,
রাখি,
শোয়ার,
সময়,
আটকায়,
দিমুনি,
আসতাছি,
লোকজন,
সড়াগম,
জাগাডা,
পার,
হইতাছিলো,
শরীরডা,
ঝির,
ঝিরঝির,
করতাছিলো,
জার,
কাটাইয়া,
উঠতেছিলো,
লোমগুলা,
ফিল,
বেজীর,
বিলাইয়ের,
কোন,
দ্রুত,
দোকানের,
সোজা,
আসরা,
বাসার,
ত্রিকোণা,
দৌড়,
তাকাইলাম,
যাইতাছিলাম,
সামনে,
কালীবাড়ি,
মায়ের,
নিতাছি,
কালী,
ডাকতাছি,
মা,
পকেটে,
বিড়ি,
সাইড়া,
ডাইরেক,
মুখে,
জ্বালাইলাম,
জ্বালাইয়া,
ঢুইকা,
খাইতাছি,
ক্যারা,
উঠবো,
বারোটা,
শব্দ,
গেট,
খুললি,
দরজা,
খুলে,
জানেই,
রুমে,
এমনেই,
রাইত,
প্রেতাত্মা,
থিউরিটা,
এপ্লাই,
গতকাল,
পাবা,
জ্বালাবা,
কিলিয়ার,
ক্লাস,
সিক্স-সেভেনে,
পড়ি,
চলাফেরা,
ফারদিন,
স্যারের,
কোচিং,
দিতো,
কোনোকিছু,
ধুমা,
উঠতাছে,
একসেকেন্টের,
এমনে,
মনের,
ডর,
ঘুম,
অইতো,
যেইভাবে,
জানলা-মানলা,
জানলা,
শুইছি,
আইতাছিলো,
ধরতেছিলো,
কোনটা,
ব্যারা,
কুথায়,
বাড়িতেই,
এইখান,
বাইত্তে,
আইতেছি,
সাক্ষাৎ,
মোবারক,
আহিস,
গোরবার,
ভ্যাকটি,
সবটি,
টাঙ্গাইলেই,
ভ্যাকটিয়ে,
গুরমু,
ভাল্লাগবো,
বাসায়,
করস,
হারাদিন,
করতাছোস,
প্রচুর,
চ্যাট-জিপিটি,
প্রমট,
কোশশেন,
এন্সারটা,
ইস্পেসিফিকভাবে,
গোগলে,
সার্চ,
রেজাল্ট,
আসতো,
চ্যাট,
সমস্তগুলা,
একটাই,
স্পেসিফিক,
সবচেয়ে,
বেস্ট,
দিছোস,
সবথেকে,
রেজাল্টটা,
মেশিন,
লার্নিং,
রোবট,
ম্যাশিন,
ম্যাশিনকে,
শেখানো,
শিখতেছে,
শিখে,
পার্ফেক্ট,
এন্সার,
পার্ফেক্টের,
কাছাকাছি,
সেকেন্ডের,
মধ্যেই,
ডেলিভারি,
চ্যাট-জিপিটিতে,
মিনিটের,
ভেতর,
ওয়েবসাইটও,
বানায়,
ফেলতে,
বললি,
মিনিটে,
পরিক্ষা,
এআইটি,
টুল,
মামু,
কোডিংডারে,
প্রোডাক্টিভিটি,
দশজন,
লাগতো,
তহনই,
ঘুমায়,
গভীর,
ভয়ানক,
এরকম,
আছিলাম,
ভূতের,
স্বপ্ন-টপ্ন,
ধ্বংস,
কান্দাকাটি,
তবে,
ভূত,
কবরস্থান,
তাকায়,
দেখার,
আশায়,
খুঁইজা,
তাকাইছি,
বিলাই,
থাকুক,
কুত্তা,
এভেইলেবল,
পাইলে,
গুম,
লোকজনরে,
আমলাগোর,
চাস,
করিস,
দিমনা,
কুত্তারে,
খিলাই,
বেলা,
দাদিরে,
নিহি,
ঈদের,
চারশো,
করেক,
দিতাছোস,
উদয়ের,
দাদা,
রাজ,
থাকিস,
কইল,
দাদির,
রওফ,
নাহি,
নিলাম,
মুছিস,
কুথাও,
বন্ধু,
গাজীপুরে,
খাইতাম,
অম্বুরা,
বিসকাইশ,
ডিসকাশ,
সিস্টেমডা,
চলো,
কাকের,
দাগ,
কইলো,
ইডারই,
ইড্ডা,
পিচ্চিও,
গরে,
ব্যপসা,
মালটা,
চাইতে,
পাইজেই,
কথা-বাত্রার,
পাইস,
লেখে,
আম্মু,
এইহানে,
মেইনলি,
দামডা,
বুঝমু,
বুজবো,
জিজ্ঞাসা,
প্রাইস,
ফিক্সড,
দামাদামিও,
এদো,
মেসেঞ্জারেই,
ইনবক্স,
লোকজনের,
কেনাকাটার,
বাড়ে,
অলক,
দুকানে,
রাখছে,
কোনডার,
ফিনিশিংডা,
ছবি-টবি,
দিবোনে,
ব্যবসার,
কিসের,
নাও,
ব্যপসা-ম্যাপসা,
গামের,
লট,
একটা-দুইটা,
কেনা,
তোমাকে,
ডজনের,
উপরেও,
আনমু,
খরচ-বরচ,
তারও,
ফিরত,
পাঠাতে,
ওগ্লা,
যাগোরে,
শহরে,
তাগোরে,
অতো,
চাপ,
মার্কেটেই,
নেও,
তাগরে,
সবটির,
দিক,
সুবিধা,
বসো,
বুলে,
দিচ্ছি,
থারটিন,
থিরি,
একইরহম,
থার,
এইচ,
বিভিন,
কইরে,
মইধ্যে,
রাখবা,
রাখলেই,
আইটকা,
হো,
লেকবা,
লিখলা,
মুক,
লিখা,
রাখলো,
লুকছো,
আইডা,
লিখতে,
আরের,
ওডা,
কয়টা,
ইন,
দেখতাছে,
ল্যাহাগুলা,
বিচ্ছিরি,
উঁহু,
এন,
লেকতাছি,
লেকছি,
ফোরটিন,
বুজোই,
ফোর,
চুরি-টুরি,
চাই,
চুরির,
মাপ,
ওইটাই,
দশজনের,
সমানে,
পাওয়ারফুল,
কস,
আমরাই,
করুম,
আইজকে,
থাক,
হাফেজ,
সামিউল,
সৈকত,
আইডির,
ডিজিট,
ওয়ান,
আর্থ,
লিভিং-এর,
অ্যাসাইনমেন্টস্বরুপ,
মেম্বারের,
আঞ্চলিক,
ভাষায়,
কিছুক্ষণ,
বলবো,
প্রেসেন্ট,
ইস্যু,
আছিস,
আইলি,
তারিখ,
দিনকাল,
কিনলি,
বাপ-মায়রে,
শপিং,
প্ল্যান,
আসলাম,
আব্বু-আম্মুর,
কাটামু,
গুরুম,
ফ্রেন্ডগো,
বন্দু-বান্ধোবগো,
লিয়া,
চিল,
মারুম,
সবার,
পরেরদিন,
ইনশাআল্লা,
গুরতে,
যাব,
এইবার,
কুলাবো,
আব্বু-আম্মুরে,
কাটাইল,
দিলি,
আব্বুই,
আব্ব,
বাপে,
আব্বু,
জামা,
কিনি,
বাইছা,
টি-শার্ট,
আব্বুরে,
গ্লাস,
টাকায়,
টিউশনের,
শিখছোস,
দোয়া,
ইনশাল্লাহ,
শবনমের,
ঘুরতে,
আরকি,
শবনম,
তারিখে,
আসলো,
কইস,
কমুনি,
ওইনে,
কনে,
ফ্রেন্ড,
আনিকা,
আরেক,
বুইনের,
অনে,
তুইতো,
যাইতে,
পারুম,
মিলাই,
মজা-টজা,
জিনিসই,
ঈদেরদিন,
অওয়া,
বাল,
যাবারই,
মন,
বন্দু-বান্দব,
এগারোডা,
পন্ত,
গুরছি,
দেখলিই,
আবাতত,
শার্ট,
আমারেই,
কামাইয়া,
ইনশাল্লা,
নিস,
পাওনা,
রইলাম,
মজাডা,
বাইত্তেই,
এতোদিন,
ক্যাম্পাসে,
ইফতার,
বাপ-মাও,
তারপরও,
কাজগুলা,
বোরিং,
মায়,
রাইন্দা,
মজাই,
অন্যরকম,
লগে,
গোরা-গারি,
মাঝেই,
খাওয়াই,
মায়েরই,
মেয়েতো,
লিগা,
মার,
শিখি,
শিখাইছে,
ইউটিউব,
শিখছি,
রেসিপি,
রান্নাডা,
হাতের,
বংশগত,
হাত,
যেমনেই,
শিখোস,
যতো,
কাক্কিরে,
কাক্কির,
কাক্কা-কাক্কিরে,
দেকপার,
নিগা,
মারেও,
কাক্কা-কাক্কি,
আছ,
বাচ্চাগুলার,
কইলেও,
মাহাদি,
গেলোই,
ইনকমপ্লিট,
বাসাডা,
ভরা,
অনুই,
ব্যাপার,
মজার,
হমু,
ওইডাই,
একলগে,
যাইতো,
নানু-বাড়ি,
গেছিলি,
নানু,
নাম্বার,
বেয়াল্লিশ,
সাইজ,
পেইজে,
কানেরতা,
দেখলা,
গাউছিয়া,
এভেলেভল,
ঢাকার,
দিককারী,
এনটিক,
জুয়েলারি,
এইডাতে,
ইয়া,
লেখছে,
সাশশো,
হাটশো,
থে,
কিরহম,
পাইজে,
কিনছে,
চয়েস,
কচ্ছি,
চাইছে,
ছবিতে,
লাগতেছে,
বাস্তবে,
পেইজ,
চাইলেও,
ছবিটা,
ক্যামেরা,
এডিট-মিডিট,
ব্যাককেরই,
যথেষ্ট,
বিলাশ,
বহুল,
বাত্তি,
সেদিনকারডা,
ফিরিজে,
শক্ত,
আম,
সাজাইয়া-মাজাইয়া,
সেজন্যেই,
পাঁচজন,
নিতা,
বলতাছি,
থিকান,
দুই-চাইরডা,
ফটো,
ওইরকমের,
ভাল্লাগতাছে,
দেখো,
কোয়ালিটি,
লো-কোয়ালিটি,
পারছো,
এহনি,
শার্টটা,
তুলি,
ফোনে,
দেখবা,
রঙ-চঙ,
রং-চঙ,
এঠাই,
আইছো,
পুরান,
নায়িকার,
হ্যালো,
সেভাবে,
পর্দায়,
যায়নি,
বিয়েতেও,
ঢুকে,
ওতোক্ষণ,
করতেছিস,
বাইঙ্গা,
আপদ-বিপদ,
মসিবত,
চতুর্দিক,
ঘুইরা,
আইতাছে,
ঘটনা,
অইতেছে,
কাহা,
বেঁচা-কিনা,
হারাডা,
পহর,
মানুষও,
লিচুআলা,
বাফু,
পুচপান্নোডা,
দোহানে,
কিচ্ছুই,
দ্যাশই,
পাইল্টা,
কাটা,
শেষই,
ভোলারপাড়া,
চড়াডা,
বিলের,
হু,
সোনাটার,
চড়া,
সোনাটা,
দোপা,
লাগাইতে,
দেরি,
তারজন্যে,
চৈদ্দ,
আনা,
ভাগ,
আহা,
চিকন,
নামছে,
জাতীয়,
চাল,
চালের,
বারোশো,
ধানও,
কালা,
গাছও,
চাইলও,
ভাতও,
কালো,
দেশি,
কুচকুচা,
নিগ্রোগোরে,
কালাকালা,
এবংকি,
পুষ্টিগুণ,
সম্বন্তই,
ইয়েতে,
লিচু,
গাছ,
নইছে,
পোকা,
বাইরইছে,
খোন্তের,
ফালাইলাম,
পোকাডা,
দেখলেও,
ডেউ,
পারতাছে,
লেচু,
খাইলি,
লেচুডা,
রাইহা,
আইলে,
নাইলে,
অতি,
নিয়াইন,
ছিলাইলো,
ছিলাইয়া,
অর্ধেক,
ছিলাইছিলো,
খান,
খাওন,
মেয়া,
বেতন,
পাইতাছে,
এইটুক্কা,
খাইছিলাম,
এও,
পেনশন,
থুইছে,
দাওয়াত,
দিবার,
আইছোস,
আহোস,
বাবু,
লেকছোস,
ওমা,
পুচানব্বই,
করানির,
জুত,
করাবো,
তুলাইছে,
ওষুদ,
তহনি,
ওরকম,
অব্যাস,
নয়শো,
খাতাডাও,
খাতাডা,
আনছো,
সবই,
আইলা-ঝাইলা,
এইতে,
কইয়াই,
ঝামেলাডা,
লাগায়,
দেহিস,
কতাই,
তুর্য,
হর,
সইড়া,
বয়,
দর,
চে,
হাতটা,
ড্যানাডা,
দরিস,
দুষ্টামি,
পিশার,
কমাইনা,
বাড়াইনা,
ওষুদও,
স্যালাইন,
খাইলেই,
কুনু,
প্রেশার,
পেশার,
খাতা,
নেহাই,
আও,
বাকি,
জামেলা,
বাপেই,
লাগাবার,
হেইতিই,
মাইনষের,
উঠাইয়া,
হেইল্লা,
শোধাল,
ন্যান,
রাহেন,
অভ্যাস,
সদাই,
খাতায়,
দাঁড়ায়,
লেহাইয়া,
আমু,
মিনিট,
নানুগো,
কথাবার্তা,
বালোই,
নানিগো,
কনিকা,
আইলো,
নানি,
আওয়ার,
বইলাম,
রোজা-রমজান,
খাওয়া-দাওয়া,
জুর,
পরন্ত,
থাকপার,
কইছাল,
রান্না-টান্না,
খাওয়াবো,
ইফতারের,
আইতা,
মাংস,
চাইলো,
পড়লাম,
গরমের,
তরে,
চকলেট,
কয়েকটা,
পাঠাইছিলো,
হেইন্না,
কোনে,
রাখছোস,
রাখছি,
খাইস,
খামনি,
থাকবার,
নানুরে,
ঝাড়ি,
মাইরা,
গেছো,
নিগাও,
আইতি,
কইতি,
বুইন,
সালামিস্বরুপ,
ভাড়াস্বরুপ,
গাড়িভাড়া,
ষাইট,
গেতি,
ডাক,
যাইতি,
রুম,
জানতাম,
সালামি,
গেতাম,
আহারে,
মিস,
আলাইছোস,
রান্দি,
অসম্ভব,
রান্না-বান্নি,
রান,
রান্না-বান্না,
তগো,
থাহোস,
শিখাই,
প্রয়োজনে,
যতোটুক,
রান্দোন,
বাপ-মায়েরে,
হেল্প,
যথাসম্ভব,
মায়েরে,
রানবি,
রানমুই,
হেল্প-টেল্প,
বুঝতাছোস,
বুঝবি,
সংসার,
সামলান,
বুজোন,
গোড়ার,
ডিমের,
অন্যকিছু,
কমু,
ক্যাম্পাস,
লাইফের,
কত,
কবি,
গুরু,
গুরবার,
দ্যাহি,
একদিকে,
ট্যুর,
কাছেই,
শুল,
ওইদিকে,
কিজানি,
জমিদার,
জায়গাডার,
মুনিয়ারা,
জায়গাডা,
ছবি,
ফটোগ্রাফার,
তাইকে,
ওনেই,
যামুনি,
আহি,
দরছে,
বন্দু-বান্দবরা,
ওইপাশে,
ম্যালাদিন,
ফোন-টোন,
বন্দু-বান্দোব,
আহো,
করোস,
আগি,
ছোটবেলার,
পোলায়হান,
কয়ডায়,
আহামু,
রানবার,
নইলে,
রান্দুইগা,
গুতামু,
ম্যায়া,
রান্দিবি,
তগোর,
রান্নাই,
ওকে,
ঘুরে,
আসো,
গুইরা,
আসি,
টাটা,
নগদের,
নিবা,
লেহাও,
পছন্দ,
বুগলে,
যাবোনি,
করলেই,
দিবনি,
লিছোস,
করেই,
হালকাতা,
মিটায়,
সোনা,
হেরি,
নগদ,
বোগোল,
পকেটের,
মদে,
গুইজা,
তুফান,
ছুটছে,
আইলেও,
ভোর,
ডাঙ্গার,
বিচিডি,
গুজগুজাইয়া,
উঠছে,
যেডি,
জল,
যাইও,
জামাইয়ের,
মোবাইলে,
তুলবার,
সুবিদা,
ভর-ভরি,
দেওন,
পয়সা,
কাটে,
সুমায়,
দুইটাকা,
আড়াই,
একভাবে,
চুল-টুল,
চোহে,
ওবি,
হালাবো,
পুষ্টি,
চুল,
ভাতের,
পরেও,
পোকামাকড়,
খাইয়াই,
লেচুর,
পাইড়া,
বাবারে,
দেহাইগা,
দেকছিলি,
কাঁঠাল,
খাইতাছো,
নরম,
মিষ্টিমিষ্টি,
কাইল্কাই,
কাইল্কা,
চোয়াবিনিরা,
কামই,
করবোনি,
জ্বর,
বাতে,
ধাক্কা,
সরাইয়া,
থু,
কারেন,
কাগজ,
ইমলাগরতা,
ছালা,
অমবুরাই,
ঢালমু,
কড়াইয়ে,
ভাজমু,
ভাজো,
ডাইল্লে,
ডালো,
চোইদ্দখানে,
ওয়াইল্লা,
বেসন,
বড়া,
ভাজবো,
সিদ্ধ,
ছোটবেলাই,
কাটছে,
লইছি,
স্কুলে,
পড়ছো,
গড়িয়াবাড়ি,
ইস্কুলে,
উচ্চ,
বিদ্যালয়,
দ্যাহামুনি,
গুড়িয়াবাড়ি,
ইস্কুল,
কালীবাড়ির,
আড়াইছিলো,
আমলে,
নিছিলো,
বাবায়,
ভাইয়ে,
বন্দক,
ছাড়াবার,
ঢ্যাড়া,
কাউরে,
পাঁচশো,
ব্যাং,
জ্যাঠার,
জুয়া,
খেয়ার,
নেশা,
জুয়ার,
ফড়ে,
বইছে,
সুনার,
চেন,
আংটি,
বেচলেট,
ঘড়ি,
কথার,
এনায়েতপুর,
ওনথিকা,
বিঘায়,
সম্পত্তি,
ঠাকুরদাদার,
হালাইছে,
চাচায়,
শিলিগুড়িতে,
শিলিগুড়ি,
জলপাইগুড়িতে,
ঠাকুরদাদা,
একুইশ,
সেন,
চোইদ্দ,
বেইচা,
বাবার,
নামের,
যায়বার,
আনোন,
দুলালে,
দুলালের,
সুমুন্দি,
জেইঠাশে,
দিলীপ,
ঢেড়ার,
ঢেড়াও,
মাইরাও,
হালাইবো,
মুঠি,
চিঠি,
লেহে,
বোটের,
ভোট,
রেশম,
কাট,
পায়,
সেগুলা,
বউরা,
ভাইয়েরা,
জাগার,
বাউন্ডারি,
ভাইরা,
জ্যাঠাতো,
কাকাতো,
শরিকান,
প্যাটের,
কাহালুরা,
শরিকান্ত,
মজ্জিদ,
সোনা-দানাগুলা,
বাড়িডা,
দেশের,
ইন্ডিয়া,
ভাই-বুইন,
পোলমিদ্য,
বাপ-মা,
হুন্ডি,
পাঠাইছে,
হুন্ডির,
চল,
পাঠাইতো,
মরার,
তেইশ,
একাউন্টে,
কইবার,
ইন্ডিইয়া,
টাকাসহই,
হার্টফেল,
মরলো,
টাকাসহ,
ভাইয়েগর,
থুইবার,
থুবার,
শোক,
পাইলো,
স্টোক,
মৃত্যু,
শুইনাই,
দুইদিন,
শুনে,
নিজেরাও,
বেশিই,
গুষ্টি,
মারছে,
সিরাজগঞ্জের,
টাউনে,
পয়সায়,
খাইছে,
দাইছে,
হাগছে,
হাব,
বড়বাড়ি,
পোদ্দারবাড়ি,
নামকরা,
একডাকে,
চিনছে,
দুগ্গাপূজা,
কালীপূজা,
অষ্টবহর,
ছাপ্পান্ন,
নৌকা,
মুড়া,
মাথায়,
রুপা,
বান্ধাইনা,
রুপ,
নৌকার,
বৈঠা,
রূপা,
রূপার,
দাদুবাড়ি,
আইলাম,
খোত্তের,
দাদু,
দাদুও,
দেহাইলাম,
ভাইঙ্গা,
ইটের,
ওহানে,
