Unnamed: 0,District,External_ID,Contents,ipa,sentence
589,Habiganj,rec_04_audio_14.wav,"এখন তাইন তো একটু আছোইনওই বর্তমানে, অবস্থা খারাফওই আছ্লো ফতোম ফর্যায়।"," ækʰon t̪a͡i̯n t̪o ektu acʰo͡i̯no͡i̯ bɔrt̪omane, ɔbost̪ʰa kʰarapʰo͡i̯ acʰlo pʰot̪om pʰɔrɟaʲ।","এখন তাইন তো একটু আছোইনওই বর্তমানে, অবস্থা খারাফওই আছ্লো ফতোম ফর্যায়।"
590,Habiganj,rec_04_audio_14.wav,একজনের মন আক্জনে বুছ্ছি না।, ækɟoner mon akkone bucʰcʰi na।,একজনের মন আক্জনে বুছ্ছি না।
591,Habiganj,rec_04_audio_14.wav,"ওখন তো ফারিবারিক সমস্যা ওইছে, নির্যাতন খরছোইন, উক্কা আমরা তো আফনেরার দারে যাইতাও ফারি না, সমস্যাগুলা তুইল্লাও দরতা ফারি না।"," okʰon t̪o pʰaribarik ʃɔmoʃʃa o͡i̯cʰe, nirɟat̪on kʰorcʰo͡i̯n, ukka amra t̪o apʰonerar d̪are ɟa͡i̯t̪a͡o̯ pʰari na, ʃɔmoʃʃagula t̪u͡i̯lla͡o̯ d̪ɔrt̪a pʰari na।","ওখন তো ফারিবারিক সমস্যা ওইছে, নির্যাতন খরছোইন, উক্কা আমরা তো আফনেরার দারে যাইতাও ফারি না, সমস্যাগুলা তুইল্লাও দরতা ফারি না।"
592,Habiganj,rec_04_audio_15.wav,মাইর-ফিট খরছোইন।, ma͡i̯ro-pʰit kʰorcʰo͡i̯n।,মাইর-ফিট খরছোইন।
593,Habiganj,rec_04_audio_15.wav,"অখন আমরা আগের তিকা ছাই যাইতাম সুস্থ সমাজে ফিরা, ফারিবারিক সমস্যা শেষ খইরা।"," ɔkʰon amra ager t̪ika cʰa͡i̯ ɟa͡i̯t̪am ʃust̪ʰo ʃɔmaɟe pʰira, pʰaribarik ʃɔmoʃʃa ʃeʃ kʰo͡i̯ra।","অখন আমরা আগের তিকা ছাই যাইতাম সুস্থ সমাজে ফিরা, ফারিবারিক সমস্যা শেষ খইরা।"
594,Habiganj,rec_04_audio_15.wav,সঠিকভাবে যাতে দাফগুলা উঠতে ফারি।, ʃɔtʰikbʱabe ɟat̪e d̪apʰgula utʰt̪e pʰari।,সঠিকভাবে যাতে দাফগুলা উঠতে ফারি।
595,Habiganj,rec_04_audio_16.wav,তে কিরখম মানে কিতা খরে বাইয়ে?, t̪e kirɔkʰom mane kit̪a kʰore ba͡i̯ʲe?,তে কিরখম মানে কিতা খরে বাইয়ে?
596,Habiganj,rec_04_audio_16.wav,কি খাজ-খাম কিতা খরে?, ki kʰaɟ-kʰam kit̪a kʰore?,কি খাজ-খাম কিতা খরে?
597,Habiganj,rec_04_audio_16.wav,কেমনে চলা-ফেরা খরো?, kæmone cɔla-pʰera kʰɔro?,কেমনে চলা-ফেরা খরো?
598,Habiganj,rec_04_audio_16.wav,"যেছাতা <> মানে আর কিতা, কিতা খরে?"," ɟecʰat̪a <> mane ar kit̪a, kit̪a kʰore?","যেছাতা <> মানে আর কিতা, কিতা খরে?"
599,Habiganj,rec_04_audio_16.wav,"<> আয়ের ফথ, ফজিশন নায়।"," <> aʲer pʰɔt̪ʰ, pʰoɟiʃon naʲ।","<> আয়ের ফথ, ফজিশন নায়।"
600,Habiganj,rec_04_audio_16.wav,ফসল ফলে না টিকমতে।, pʰɔʃol pʰɔle na tikmɔt̪e।,ফসল ফলে না টিকমতে।
601,Habiganj,rec_04_audio_16.wav,ফুকা-মাখড়ে নষ্ট খইরা লায়।, pʰuka-makʰɽe nɔʃto kʰo͡i̯ra laʲ।,ফুকা-মাখড়ে নষ্ট খইরা লায়।
602,Habiganj,rec_04_audio_17.wav,"ফসল ওয় না, খয় বাফের বাইত যা, গিয়া টেখা-ফইসা লইয়ায় কিছু।"," pʰɔʃol oʲ na, kʰɔʲ bapʰer ba͡i̯t̪o ɟa, giʲa tekʰa-pʰisa lɔ͡i̯ʲaʲ kicʰu।","ফসল ওয় না, খয় বাফের বাইত যা, গিয়া টেখা-ফইসা লইয়ায় কিছু।"
603,Habiganj,rec_04_audio_17.wav,বালা খাবার-ওবার তো খাওন যাইতো।, bala kʰabar-obar t̪o kʰa͡o̯n ɟa͡i̯t̪o।,বালা খাবার-ওবার তো খাওন যাইতো।
604,Habiganj,rec_04_audio_17.wav,একটা জিনিস-ফত্র ওত্তো আনতা ফারি।, ækta ɟiniʃ-pʰot̪ro ot̪t̪o ant̪a pʰari।,একটা জিনিস-ফত্র ওত্তো আনতা ফারি।
605,Habiganj,rec_04_audio_17.wav,অভাব-অনটনের সংসার তাই নির্যাতিত ওয়।, ɔbʱab-ɔntoner ʃɔŋʃar t̪a͡i̯ nirɟat̪it̪o oʲ।,অভাব-অনটনের সংসার তাই নির্যাতিত ওয়।
606,Habiganj,rec_04_audio_17.wav,আইচ্ছা তে অখন দে জিনিস-ফত্রের দাম-টাম ইরখম আবার কৃষি খামের আবার, a͡i̯ccʰa t̪e ɔkʰon d̪e ɟiniʃ-pʰot̪rer d̪am-tam irokʰom abar kriʃi kʰamer abar,আইচ্ছা তে অখন দে জিনিস-ফত্রের দাম-টাম ইরখম আবার কৃষি খামের আবার
607,Habiganj,rec_04_audio_18.wav,কৃষি খাম খরা যে দাম মানে যন্ত্রপাতির যে দাম আবার ইদিকে ধানের দাম খম।, kriʃi kʰam kʰɔra ɟe d̪am mane ɟɔnt̪ropat̪ir ɟe d̪am abar id̪ike d̪ʱaner d̪am kʰɔm।,কৃষি খাম খরা যে দাম মানে যন্ত্রপাতির যে দাম আবার ইদিকে ধানের দাম খম।
608,Habiganj,rec_04_audio_18.wav,"ইগুলা আমরা  গরীব মানুষ উঠতা ফারি না, কুলাইয়া উঠতা ফারলে এন্নে।"," igula amra  gorib manuʃ utʰt̪a pʰari na, kula͡i̯ʲa utʰt̪a pʰarle enne।","ইগুলা আমরা  গরীব মানুষ উঠতা ফারি না, কুলাইয়া উঠতা ফারলে এন্নে।"
609,Habiganj,rec_04_audio_18.wav,"একজন রুজি খরে, ছারজন, ফাছজন মানুষ  ফ্যামিলির মদ্যে।"," ækɟon ruɟi kʰore, cʰarɟɔn, pʰacʰɟɔn manuʃ  pʰæmilir mod̪d̪e।","একজন রুজি খরে, ছারজন, ফাছজন মানুষ  ফ্যামিলির মদ্যে।"
610,Habiganj,rec_04_audio_18.wav,ফালা কুনু সম্ভবনি একজনের দারাতে।, pʰala kunu ʃɔmbʱɔboni ækɟoner d̪arat̪e।,ফালা কুনু সম্ভবনি একজনের দারাতে।
611,Habiganj,rec_04_audio_19.wav,"আমরাওত্তো ফারি না কুনু একটা খাজ খরতে, গ্রামের মেয়েরা।"," amra͡o̯t̪t̪o pʰari na kunu ækta kʰaɟ kʰort̪e, gramer meʲera।","আমরাওত্তো ফারি না কুনু একটা খাজ খরতে, গ্রামের মেয়েরা।"
612,Habiganj,rec_04_audio_19.wav,একজনে দেখলে তো একখানো যাইলে ওতো সমস্যা।, ækɟone d̪ekʰle t̪o ækkʰano ɟa͡i̯le ot̪o ʃɔmoʃʃa।,একজনে দেখলে তো একখানো যাইলে ওতো সমস্যা।
613,Habiganj,rec_04_audio_19.wav,"খয় অমুকের বউ আইছে অমুক তা খরতো, ইডা লইয়া সমাজে গুন-গাষি খরে।"," kʰɔʲ ɔmuker bɔ͡u̯ a͡i̯cʰe ɔmuk t̪a kʰɔrot̪o, ida lɔ͡i̯ʲa ʃɔmaɟe gun-gaʃi kʰore।","খয় অমুকের বউ আইছে অমুক তা খরতো, ইডা লইয়া সমাজে গুন-গাষি খরে।"
614,Habiganj,rec_04_audio_19.wav,ইডা নিয়া বিবিন্ন খতা-বার্তা ছলে।, ida niʲa bibinno kʰɔt̪a-bart̪a cʰɔle।,ইডা নিয়া বিবিন্ন খতা-বার্তা ছলে।
615,Habiganj,rec_04_audio_20.wav,<> আমরা তো আর কুনু খাজ খরতা ফারি না।, <> amra t̪o ar kunu kʰaɟ kʰɔrot̪a pʰari na।,<> আমরা তো আর কুনু খাজ খরতা ফারি না।
616,Habiganj,rec_04_audio_20.wav,"উক্কা শিক্ষিতো সমাজ ওইলে তো বাইয়েও বুছ্তো, আমিও বুছ্তাম।"," ukka ʃikkʰit̪o ʃɔmaɟ o͡i̯le t̪o ba͡i̯ʲe͡o̯ bucʰt̪o, ami͡o̯ bucʰt̪am।","উক্কা শিক্ষিতো সমাজ ওইলে তো বাইয়েও বুছ্তো, আমিও বুছ্তাম।"
617,Habiganj,rec_04_audio_20.wav,তেন্নে একটা আমরা উফ্রে যাইতাম।, t̪enne ækta amra upʰre ɟa͡i̯t̪am।,তেন্নে একটা আমরা উফ্রে যাইতাম।
618,Habiganj,rec_04_audio_20.wav,"আর যে কিষি যন্ত্র-ফাতি খইন, ইগুলা যে দাম!"," ar ɟe kiʃi ɟɔnt̪ro-pʰat̪i kʰo͡i̯n, igula ɟe d̪am!","আর যে কিষি যন্ত্র-ফাতি খইন, ইগুলা যে দাম!"
619,Habiganj,rec_04_audio_20.wav,আমরার ফক্ষে তো আর সম্ভব না।, amrar pʰɔkkʰe t̪o ar ʃɔmbʱɔb na।,আমরার ফক্ষে তো আর সম্ভব না।
620,Habiganj,rec_04_audio_20.wav,অইন্য খাজওত্তো খরতা ফারি না।, ɔ͡i̯nno kʰaɟot̪t̪o kʰɔrot̪a pʰari na।,অইন্য খাজওত্তো খরতা ফারি না।
621,Habiganj,rec_04_audio_21.wav,আমরা তো বাচ্চা-খাচ্চারে ওও খরন লাগবো।, amra t̪o bacca-kʰaccare o͡o̯ kʰɔron lagbo।,আমরা তো বাচ্চা-খাচ্চারে ওও খরন লাগবো।
622,Habiganj,rec_04_audio_21.wav,ফোলা-ফুরি যখন আল্লায় দিছোইন ইত্তারেও তো শিক্ষিত খরতাম ছাই।, pʰola-pʰuri ɟɔkʰon allaʲ d̪icʰo͡i̯n it̪t̪are͡o̯ t̪o ʃikkʰit̪o kʰɔrt̪am cʰa͡i̯।,ফোলা-ফুরি যখন আল্লায় দিছোইন ইত্তারেও তো শিক্ষিত খরতাম ছাই।
623,Habiganj,rec_04_audio_21.wav,আইচ্ছা তে তোমার ফোলা-ফুরি জামাই লইয়া একটা স্মরণীয় গটনা খওছান৷, a͡i̯ccʰa t̪e t̪omar pʰola-pʰuri ɟama͡i̯ lɔ͡i̯ʲa ækta ʃɔroniʲo gɔtona kʰocʰan,আইচ্ছা তে তোমার ফোলা-ফুরি জামাই লইয়া একটা স্মরণীয় গটনা খওছান৷
624,Habiganj,rec_04_audio_22.wav,গুরানিত-ওরানিত গেছো না বিয়ার ফরে?, guranit̪ɔ-oranit̪o gecʰo na biʲar pʰɔre?,গুরানিত-ওরানিত গেছো না বিয়ার ফরে?
625,Habiganj,rec_04_audio_22.wav,না ইসব তো সমাজে ওক্কা গ্রামোঞ্চলের মানুষ আমরা তো গুরাইবার লাইগা যাই না।, na iʃɔb t̪o ʃɔmaɟe okka gramoncoler manuʃ amra t̪o gura͡i̯bar la͡i̯ga ɟa͡i̯ na।,না ইসব তো সমাজে ওক্কা গ্রামোঞ্চলের মানুষ আমরা তো গুরাইবার লাইগা যাই না।
626,Habiganj,rec_04_audio_22.wav,খয় ইতা মন্দ খয় মাইনষে।, kʰɔʲ it̪a mond̪o kʰɔʲ ma͡i̯nʃe।,খয় ইতা মন্দ খয় মাইনষে।
627,Habiganj,rec_04_audio_22.wav,"অমুকে, অমুকের বউ লইয়া গুরায়, ইটা কিরম জানি দেখায়।"," ɔmuke, ɔmuker bɔ͡u̯ lɔ͡i̯ʲa guraʲ, ita kirɔm ɟani d̪ekʰaʲ।","অমুকে, অমুকের বউ লইয়া গুরায়, ইটা কিরম জানি দেখায়।"
628,Habiganj,rec_04_audio_22.wav,"ছাইর-ফাচজনে ফিছে, ফিছে আরও অ খরে, একখানো বেড়ানিত গেলেই অ খরে খয় দেখো"," cʰa͡i̯r-pʰacɔɟɔne pʰicʰe, pʰicʰe arɔ͡o̯ ɔ kʰore, ækkʰano beɽanit̪o gele͡i̯ ɔ kʰore kʰɔʲ d̪ækʰo","ছাইর-ফাচজনে ফিছে, ফিছে আরও অ খরে, একখানো বেড়ানিত গেলেই অ খরে খয় দেখো"
629,Habiganj,rec_04_audio_23.wav,"যাইতাছে বেডা কি মস্তানের মতো, ঘরো নাই বাত।"," ɟa͡i̯t̪acʰe beda ki mɔst̪aner mɔt̪o, gʱɔro na͡i̯ bat̪।","যাইতাছে বেডা কি মস্তানের মতো, ঘরো নাই বাত।"
630,Habiganj,rec_04_audio_23.wav,ইসব খতা-বার্তা ছলে আরকি।, iʃɔb kʰɔt̪a-bart̪a cʰɔle arɔki।,ইসব খতা-বার্তা ছলে আরকি।
631,Habiganj,rec_04_audio_23.wav,তে যাই না৷ আর টেখা-ফইসাওতো অর্থ-সামর্থের দিক দিয়া আমরার ও নাই।, t̪e ɟa͡i̯ na ar tekʰa-pʰiʃa͡o̯t̪o ɔrt̪ʰo-ʃamort̪ʰer d̪ik d̪iʲa amrar o na͡i̯।,তে যাই না৷ আর টেখা-ফইসাওতো অর্থ-সামর্থের দিক দিয়া আমরার ও নাই।
632,Habiganj,rec_04_audio_23.wav,মনের মইদ্যে আশা তাখে টিকোই আশা তো আর ফুরণ খরতা ফারি না।, moner mo͡i̯d̪d̪e aʃa t̪akʰe tiko͡i̯ aʃa t̪o ar pʰuron kʰɔrot̪a pʰari na।,মনের মইদ্যে আশা তাখে টিকোই আশা তো আর ফুরণ খরতা ফারি না।
633,Habiganj,rec_04_audio_24.wav,"এম্নে দরো কাম, কাম-টাম খইরা অবসর সময়ে কিতা খরো, খাম-টাম শেষ খইরা?"," emne d̪ɔro kam, kam-tam kʰo͡i̯ra ɔboʃor ʃɔmɔʲe kit̪a kʰɔro, kʰam-tam ʃeʃ kʰo͡i̯ra?","এম্নে দরো কাম, কাম-টাম খইরা অবসর সময়ে কিতা খরো, খাম-টাম শেষ খইরা?"
634,Habiganj,rec_04_audio_24.wav,অবসর সময়ে তো উক্কা <> ছাড়া কুছ্তা খরি না।, ɔboʃor ʃɔmɔʲe t̪o ukka <> cʰaɽa kucʰt̪a kʰori na।,অবসর সময়ে তো উক্কা <> ছাড়া কুছ্তা খরি না।
635,Habiganj,rec_04_audio_24.wav,"উক্কা তো ফড়া-লেখাও তো তেমন বেশি ফারি না৷ উক্কা ফুলা, ফুরিরেনি ফারি একটু দেক্শন খরতাম ছাই।"," ukka t̪o pʰɔɽa-lekʰa͡o̯ t̪o t̪æmon beʃi pʰari na ukka pʰula, pʰurireni pʰari ektu d̪ekʃon kʰɔrt̪am cʰa͡i̯।","উক্কা তো ফড়া-লেখাও তো তেমন বেশি ফারি না৷ উক্কা ফুলা, ফুরিরেনি ফারি একটু দেক্শন খরতাম ছাই।"
636,Habiganj,rec_04_audio_25.wav,"নিজে তো আর বেশি ফারি না, অখন অন্যরারনি ফারে।"," niɟe t̪o ar beʃi pʰari na, ɔkʰon ɔnnoracʰoni pʰare।","নিজে তো আর বেশি ফারি না, অখন অন্যরারনি ফারে।"
637,Habiganj,rec_04_audio_25.wav,"উক্কা তো গ্রামোঞ্চলো ইরখম ফাই না, ফাইলে এন্নে শিক্কিত খরতাম।"," ukka t̪o gramoncɔlo irokʰom pʰa͡i̯ na, pʰa͡i̯le enne ʃikkit̪o kʰɔrt̪am।","উক্কা তো গ্রামোঞ্চলো ইরখম ফাই না, ফাইলে এন্নে শিক্কিত খরতাম।"
638,Habiganj,rec_04_audio_25.wav,তে ফোলা-ফুরিরে মানে বড়ো ওইলে ফরে কিতা বানাইতায়?, t̪e pʰola-pʰurire mane bɔɽo o͡i̯le pʰɔre kit̪a bana͡i̯t̪aʲ?,তে ফোলা-ফুরিরে মানে বড়ো ওইলে ফরে কিতা বানাইতায়?
639,Habiganj,rec_04_audio_25.wav,কোনও ইচ্ছা নাইনি?, kono iccʰa na͡i̯ni?,কোনও ইচ্ছা নাইনি?
640,Habiganj,rec_04_audio_25.wav,"আমাদের স্বফ্ন আছে টিখই ওক্কা দে কিষি খাজ খরি, কিষি খাজের টেখা-ফইসা তো উডে না।"," amad̪er ʃɔpʰno acʰe tikʰi okka d̪e kiʃi kʰaɟ kʰori, kiʃi kʰaɟer tekʰa-pʰisa t̪o ude na।","আমাদের স্বফ্ন আছে টিখই ওক্কা দে কিষি খাজ খরি, কিষি খাজের টেখা-ফইসা তো উডে না।"
641,Habiganj,rec_04_audio_26.wav,"মেয়েরে যদি ডাক্তার বানাইতাম তে অনেক টেখা, ছেলেরে যদি একটা ছাকরিওই খরি সরখারি ছাকরি, তে তো এর ফিছনে অনেক টেখার দরখার।"," meʲere ɟod̪i dakt̪ar bana͡i̯t̪am t̪e ɔnek tekʰa, cʰelere ɟod̪i ækta cʰakori͡o̯i kʰori ʃɔrkʰari cʰakri, t̪e t̪o er pʰicʰone ɔnek tekʰar d̪ɔrkʰar।","মেয়েরে যদি ডাক্তার বানাইতাম তে অনেক টেখা, ছেলেরে যদি একটা ছাকরিওই খরি সরখারি ছাকরি, তে তো এর ফিছনে অনেক টেখার দরখার।"
642,Habiganj,rec_04_audio_26.wav,একটা সরখারি শিক্ষকই বানাইতায় তারফরও তো ফ্রয়োজন লাগে অনেক অর্থর ফ্রয়োজন।, ækta ʃɔrkʰari ʃikkʰɔki bana͡i̯t̪aʲ t̪arpʰɔro t̪o pʰroʲoɟon lage ɔnek ɔrt̪ʰɔr pʰroʲoɟon।,একটা সরখারি শিক্ষকই বানাইতায় তারফরও তো ফ্রয়োজন লাগে অনেক অর্থর ফ্রয়োজন।
643,Habiganj,rec_04_audio_26.wav,আমরা কিষি খাজ খইরা তো আর ইতা কুলাইবার না যে, amra kiʃi kʰaɟ kʰo͡i̯ra t̪o ar it̪a kula͡i̯bar na ɟe,আমরা কিষি খাজ খইরা তো আর ইতা কুলাইবার না যে
644,Habiganj,rec_04_audio_27.wav,"সারের দাম, ওষুদের দাম, ধানের দাম, বীজ দান, ইতা আইন্না তো আমরার ফুষে না টেখ-ফইসা।"," ʃarer d̪am, oʃud̪er d̪am, d̪ʱaner d̪am, biɟ d̪an, it̪a a͡i̯nna t̪o amrar pʰuʃe na tekʰ-pʰisa।","সারের দাম, ওষুদের দাম, ধানের দাম, বীজ দান, ইতা আইন্না তো আমরার ফুষে না টেখ-ফইসা।"
645,Habiganj,rec_04_audio_27.wav,বিক্রি খরার সময় আবার দাম ফাই না।, bikri kʰɔrar ʃɔmɔʲ abar d̪am pʰa͡i̯ na।,বিক্রি খরার সময় আবার দাম ফাই না।
646,Habiganj,rec_04_audio_27.wav,"ইতায় সংসার ছলতো না, ওঙ্কা স্বফ্ন তো টিকোই বড় স্বফ্ন ওয়।"," it̪aʲ ʃɔŋʃar cʰɔlɔt̪o na, oŋka ʃɔpʰno t̪o tiko͡i̯ bɔɽo ʃɔpʰno oʲ।","ইতায় সংসার ছলতো না, ওঙ্কা স্বফ্ন তো টিকোই বড় স্বফ্ন ওয়।"
647,Habiganj,rec_04_audio_28.wav,ওঙ্কা খইন কিতা খরতাম আর?, oŋka kʰo͡i̯n kit̪a kʰɔrt̪am ar?,ওঙ্কা খইন কিতা খরতাম আর?
648,Habiganj,rec_04_audio_28.wav,ই অভাব-অনটনের সংসারো তো আর ফারতাম না খরতাম।, i ɔbʱab-ɔntoner ʃɔŋʃaro t̪o ar pʰart̪am na kʰɔrt̪am।,ই অভাব-অনটনের সংসারো তো আর ফারতাম না খরতাম।
649,Habiganj,rec_04_audio_28.wav,"তবুও স্বফ্ন ছিলো মেয়েডা যদি একটু বালো ছাকরি খরে, একটা বালা ফজিশনে বিয়া দিতো, ছেলেডা যদি একটা বালা ফজিশনে ছাকরি ফায় তে শান্তি।"," t̪obu͡o̯ ʃɔpʰno cʰilo meʲeda ɟod̪i ektu balo cʰakri kʰore, ækta bala pʰoɟiʃone biʲa d̪it̪o, cʰeleda ɟod̪i ækta bala pʰoɟiʃone cʰakri pʰaʲ t̪e ʃant̪i।","তবুও স্বফ্ন ছিলো মেয়েডা যদি একটু বালো ছাকরি খরে, একটা বালা ফজিশনে বিয়া দিতো, ছেলেডা যদি একটা বালা ফজিশনে ছাকরি ফায় তে শান্তি।"
650,Habiganj,rec_04_audio_28.wav,মরলেওত্তো শান্তিওই।, morle͡o̯t̪t̪o ʃant̪i͡o̯i।,মরলেওত্তো শান্তিওই।
651,Habiganj,rec_04_audio_28.wav,"আইচ্ছা তে তোমার রিছি গাও লইয়া একটু খও, বাফের বাড়ি কিরখম আছিলো না আছিলো, কিরখম শান্তি আছিলায়, ইখানো আইয়া কিরখম ওইছে?"," a͡i̯ccʰa t̪e t̪omar ricʰi ga͡o̯ lɔ͡i̯ʲa ektu kʰɔ͡o̯, bapʰer baɽi kirɔkʰom acʰilo na acʰilo, kirɔkʰom ʃant̪i acʰilaʲ, ikʰano a͡i̯ʲa kirɔkʰom o͡i̯cʰe?","আইচ্ছা তে তোমার রিছি গাও লইয়া একটু খও, বাফের বাড়ি কিরখম আছিলো না আছিলো, কিরখম শান্তি আছিলায়, ইখানো আইয়া কিরখম ওইছে?"
652,Habiganj,rec_04_audio_29.wav,"বাফের বাইত তো মোটামুটি শান্তি, ই সময় তো আর বুচ্ছি না অবাব-অনটন।"," bapʰer ba͡i̯t̪o t̪o motamuti ʃant̪i, i ʃɔmɔʲ t̪o ar buccʰi na ɔbab-ɔnɔton।","বাফের বাইত তো মোটামুটি শান্তি, ই সময় তো আর বুচ্ছি না অবাব-অনটন।"
653,Habiganj,rec_04_audio_29.wav,"মা-বাফে বুঝতে দিছে না, তবুও কিছু না কিছু ফাইছি।"," ma-bapʰe buɟʱt̪e d̪icʰe na, t̪obu͡o̯ kicʰu na kicʰu pʰa͡i̯cʰi।","মা-বাফে বুঝতে দিছে না, তবুও কিছু না কিছু ফাইছি।"
654,Habiganj,rec_04_audio_29.wav,"গরীবের গরও যখন সংসারে জন্ম নিছি, টিকমতো দায়িত্ব নিতা ফারছোইন না তাও ছেষ্টা খরছিল ইস্কুলো দিতাইন।"," goriber gɔro ɟɔkʰon ʃɔŋʃare ɟɔnmo nicʰi, tikmɔt̪o d̪aʲit̪t̪o nit̪a pʰarcʰo͡i̯n na t̪a͡o̯ cʰeʃta kʰorcʰilo iskulo d̪it̪a͡i̯n।","গরীবের গরও যখন সংসারে জন্ম নিছি, টিকমতো দায়িত্ব নিতা ফারছোইন না তাও ছেষ্টা খরছিল ইস্কুলো দিতাইন।"
655,Habiganj,rec_04_audio_30.wav,"কিছু ফড়ছি, ফাশকেলা ফাশ খরছি।"," kicʰu pʰoɽcʰi, pʰaʃkela pʰaʃ kʰorcʰi।","কিছু ফড়ছি, ফাশকেলা ফাশ খরছি।"
656,Habiganj,rec_04_audio_30.wav,যেতামাতোই সরখারি ফজিশনও গিয়া।, ɟet̪amat̪o͡i̯ ʃɔrkʰari pʰoɟiʃono giʲa।,যেতামাতোই সরখারি ফজিশনও গিয়া।
657,Habiganj,rec_04_audio_30.wav,আইচ্ছা ই গ্রামটা তো একটু উন্নত আছলো জন্ম নিছি।, a͡i̯ccʰa i gramta t̪o ektu unnɔt̪o acʰolo ɟɔnmo nicʰi।,আইচ্ছা ই গ্রামটা তো একটু উন্নত আছলো জন্ম নিছি।
658,Habiganj,rec_04_audio_30.wav,"ওক্কা তো ই গ্রামও আইলাম, আরও তো উন্নতর চাইতে আরও খম।"," okka t̪o i gramo a͡i̯lam, arɔ͡o̯ t̪o unnot̪ɔr ca͡i̯t̪e arɔ͡o̯ kʰɔm।","ওক্কা তো ই গ্রামও আইলাম, আরও তো উন্নতর চাইতে আরও খম।"
659,Habiganj,rec_04_audio_30.wav,ইটা তো আইচ্ছা মোটামুটি আছলো ওক্কা ই গ্রাম তো আর উন্নত না।, ita t̪o a͡i̯ccʰa motamuti acʰolo okka i gram t̪o ar unnɔt̪o na।,ইটা তো আইচ্ছা মোটামুটি আছলো ওক্কা ই গ্রাম তো আর উন্নত না।
660,Habiganj,rec_04_small_audio_0.wav,"আইচ্ছা, তে তোমরার বিয়াডা কেম্নে ওইছিলো খইবায়নি?"," a͡i̯ccʰa, t̪e t̪omrar biʲada kemne o͡i̯cʰilo kʰo͡i̯baʲni?","আইচ্ছা, তে তোমরার বিয়াডা কেম্নে ওইছিলো খইবায়নি?"
661,Habiganj,rec_05_audio_0.wav,ফ্যান-ওন ছলাইলনি?, pʰæn-on cʰɔla͡i̯loni?,ফ্যান-ওন ছলাইলনি?
662,Habiganj,rec_05_audio_0.wav,"খারান বিল আছেনি, খারান দেওনি খত্তা, খতলা খইতাম তোমারে?"," kʰaran bil acʰeni, kʰaran d̪e͡o̯ni kʰɔt̪t̪a, kʰɔt̪ola kʰo͡i̯t̪am t̪omare?","খারান বিল আছেনি, খারান দেওনি খত্তা, খতলা খইতাম তোমারে?"
663,Habiganj,rec_05_audio_0.wav,"অমুকে একটা মৃত্যু সংবাদ দিয়া গেলো, অমুকে একটা দাওয়াত দিয়া গেলো।"," ɔmuke ækta mrit̪t̪u ʃɔŋbad̪ d̪iʲa gelo, ɔmuke ækta d̪a͡o̯ʲat̪ d̪iʲa gelo।","অমুকে একটা মৃত্যু সংবাদ দিয়া গেলো, অমুকে একটা দাওয়াত দিয়া গেলো।"
664,Habiganj,rec_05_audio_0.wav,"ইতা তোমার মাথা খাইলিতোনি, ই বয়সে তোমার ফড়া-লেখাও নষ্ট, জীবনও নষ্ট, মনও নষ্ট।"," it̪a t̪omar mat̪ʰa kʰa͡i̯lit̪oni, i bɔʲoʃe t̪omar pʰɔɽa-lekʰa͡o̯ nɔʃto, ɟibɔno nɔʃto, mono nɔʃto।","ইতা তোমার মাথা খাইলিতোনি, ই বয়সে তোমার ফড়া-লেখাও নষ্ট, জীবনও নষ্ট, মনও নষ্ট।"
665,Habiganj,rec_05_audio_0.wav,অগলতোই নষ্ট আমি দেখছি।, ɔgɔlɔt̪o͡i̯ nɔʃto ami d̪ekʰcʰi।,অগলতোই নষ্ট আমি দেখছি।
666,Habiganj,rec_05_audio_1.wav,<> বেশি চাপ নাকিতা?, <> beʃi cap nakit̪a?,<> বেশি চাপ নাকিতা?
667,Habiganj,rec_05_audio_1.wav,"বেশি চাপ মানে, চাপ বেশি, টেখা খম।"," beʃi cap mane, cap beʃi, tekʰa kʰɔm।","বেশি চাপ মানে, চাপ বেশি, টেখা খম।"
668,Habiganj,rec_05_audio_1.wav,"দুইটেখা দিবো, বিশ টেখার খাজ খরাইবো, বুছ্ছোনি?"," d̪u͡i̯tekʰa d̪ibo, biʃ tekʰar kʰaɟ kʰɔra͡i̯bo, bucʰcʰoni?","দুইটেখা দিবো, বিশ টেখার খাজ খরাইবো, বুছ্ছোনি?"
669,Habiganj,rec_05_audio_1.wav,ইটাওই।,ita͡o̯i।,ইটাওই।
670,Habiganj,rec_05_audio_1.wav,ওখন বুইজ্জা নেও আকি৷ খারাফ ওইছে কেল্লাগি?, okʰon bu͡i̯ɟɟa ne͡o̯ aki kʰarapʰ o͡i̯cʰe kellagi?,ওখন বুইজ্জা নেও আকি৷ খারাফ ওইছে কেল্লাগি?
671,Habiganj,rec_05_audio_1.wav,<> ইখানো তাইক্কা।, <> ikʰano t̪a͡i̯kka।,<> ইখানো তাইক্কা।
672,Habiganj,rec_05_audio_1.wav,নাইলে আমার, na͡i̯le amar,নাইলে আমার
