Unnamed: 0,District,External_ID,Contents,ipa,sentence
462,Habiganj,rec_03_audio_11.wav,তোমার বড়োগার নাতিনেরার কিতা খবর?, t̪omar bɔɽogar nat̪inerar kit̪a kʰɔbor?,তোমার বড়োগার নাতিনেরার কিতা খবর?
463,Habiganj,rec_03_audio_12.wav,"বালোই, বালোই।"," balo͡i̯, balo͡i̯।","বালোই, বালোই।"
464,Habiganj,rec_03_audio_12.wav,"<> আরেকলা, গেছিগা।"," <> arekla, gecʰiga।","<> আরেকলা, গেছিগা।"
465,Habiganj,rec_03_audio_12.wav,কোনদিন?,kond̪in?,কোনদিন?
466,Habiganj,rec_03_audio_13.wav,ওই ইলার জামাই থাকতেওই গেছি।, o͡i̯ ilar ɟama͡i̯ t̪ʰakt̪e͡o̯i gecʰi।,ওই ইলার জামাই থাকতেওই গেছি।
467,Habiganj,rec_03_audio_13.wav,"<> মেলা না, কিতা জানি আছিলো।"," <> mæla na, kit̪a ɟani acʰilo।","<> মেলা না, কিতা জানি আছিলো।"
468,Habiganj,rec_03_audio_13.wav,<> তুমিওই যাও না।, <> t̪umi͡o̯i ɟa͡o̯ na।,<> তুমিওই যাও না।
469,Habiganj,rec_03_audio_13.wav,আমি গিয়া কিতা খরতাম?, ami giʲa kit̪a kʰɔrt̪am?,আমি গিয়া কিতা খরতাম?
470,Habiganj,rec_03_audio_13.wav,<> কেরে?, <> kere?,<> কেরে?
471,Habiganj,rec_03_audio_13.wav,তুমার জামাইর ওতো সাহস আছে?, t̪umar ɟama͡i̯r ot̪o ʃahoʃ acʰe?,তুমার জামাইর ওতো সাহস আছে?
472,Habiganj,rec_03_audio_14.wav,<> মারা-মারি খরে অউর বাড়িত আইয়া।, <> mara-mari kʰore ɔ͡u̯r baɽit̪o a͡i̯ʲa।,<> মারা-মারি খরে অউর বাড়িত আইয়া।
473,Habiganj,rec_03_audio_14.wav,"দেখছো ইলা, অঙ্গো এ ইতা কেরে লাগাইছে?"," d̪ekʰcʰo ila, ɔŋgo e it̪a kere laga͡i̯cʰe?","দেখছো ইলা, অঙ্গো এ ইতা কেরে লাগাইছে?"
474,Habiganj,rec_03_audio_14.wav,"এ খইয়ালাও গো সোনা, এ কিতা, কিতা খরতো।"," e kʰo͡i̯ʲala͡o̯ go ʃona, e kit̪a, kit̪a kʰɔrot̪o।","এ খইয়ালাও গো সোনা, এ কিতা, কিতা খরতো।"
475,Habiganj,rec_03_audio_14.wav,কিতা খরতোবে?, kit̪a kʰɔrot̪obe?,কিতা খরতোবে?
476,Habiganj,rec_03_audio_14.wav,"আমি ছুডুখালা কিতা, কিতা খরতাম খইলাও?"," ami cʰudukʰala kit̪a, kit̪a kʰɔrt̪am kʰo͡i̯la͡o̯?","আমি ছুডুখালা কিতা, কিতা খরতাম খইলাও?"
477,Habiganj,rec_03_audio_15.wav,ছুডুখালা খালি খানতে।, cʰudukʰala kʰali kʰant̪e।,ছুডুখালা খালি খানতে।
478,Habiganj,rec_03_audio_15.wav,"ফাছটা টেখা দিলে অগল দিনওই তাকতো তোর হাতো, দুই টেখা দিলেও তোর আতও তাকতো।"," pʰacʰta tekʰa d̪ile ɔgɔl d̪ino͡i̯ t̪akot̪o t̪or hat̪o, d̪u͡i̯ tekʰa d̪ile͡o̯ t̪or at̪o t̪akot̪o।","ফাছটা টেখা দিলে অগল দিনওই তাকতো তোর হাতো, দুই টেখা দিলেও তোর আতও তাকতো।"
479,Habiganj,rec_03_audio_15.wav,দুইলা দান-ছাউল নিছস না দোকানো।, d̪u͡i̯la d̪an-cʰa͡u̯l nicʰɔʃ na d̪okano।,দুইলা দান-ছাউল নিছস না দোকানো।
480,Habiganj,rec_03_audio_15.wav,আকবারদেন এ টেখার লাইগা গেছলোগা।, akbard̪en e tekʰar la͡i̯ga gecʰologa।,আকবারদেন এ টেখার লাইগা গেছলোগা।
481,Habiganj,rec_03_audio_16.wav,<> এ গেছি না বে।, <> e gecʰi na be।,<> এ গেছি না বে।
482,Habiganj,rec_03_audio_16.wav,"<> না গো, এ গেছলো ওও জিয়াফতো, খাখাদে এরে গিয়া ফাইয়ালাইছলো।"," <> na go, e gecʰolo o͡o̯ ɟiʲapʰt̪o, kʰakʰad̪e ere giʲa pʰa͡i̯ʲala͡i̯cʰɔlo।","<> না গো, এ গেছলো ওও জিয়াফতো, খাখাদে এরে গিয়া ফাইয়ালাইছলো।"
483,Habiganj,rec_03_audio_16.wav,"না, ফাইছে না তো।"," na, pʰa͡i̯cʰe na t̪o।","না, ফাইছে না তো।"
484,Habiganj,rec_03_audio_16.wav,"কেউ তুকাইয়া ফাইতাছে না, ফরে বাড়িত, গরো আইয়া দেখি সবাই একখানো।"," ke͡u̯ t̪uka͡i̯ʲa pʰa͡i̯t̪acʰe na, pʰɔre baɽit̪o, gɔro a͡i̯ʲa d̪ekʰi ʃɔba͡i̯ ækkʰano।","কেউ তুকাইয়া ফাইতাছে না, ফরে বাড়িত, গরো আইয়া দেখি সবাই একখানো।"
485,Habiganj,rec_03_audio_17.wav,তোর বাফ গেছিনগা ছুডুবেলা বুলি।, t̪or bapʰ gecʰinga cʰudubela buli।,তোর বাফ গেছিনগা ছুডুবেলা বুলি।
486,Habiganj,rec_03_audio_17.wav,"এ খাখারে দেইখ্যা লুকাই রইছলো, এরে দেখছে না।"," e kʰakʰare d̪e͡i̯kʰkʰa luka͡i̯ ro͡i̯cʰolo, ere d̪ekʰcʰe na।","এ খাখারে দেইখ্যা লুকাই রইছলো, এরে দেখছে না।"
487,Habiganj,rec_03_audio_17.wav,"তোর ছুডু খাখা বুলি গেছিনগা ওও দিতো, কুনখানো ফইসা দিতো আর বুলি"," t̪or cʰudu kʰakʰa buli gecʰinga o͡o̯ d̪it̪o, kunkʰano pʰɔ͡i̯ʃa d̪it̪o ar buli","তোর ছুডু খাখা বুলি গেছিনগা ওও দিতো, কুনখানো ফইসা দিতো আর বুলি"
488,Habiganj,rec_03_audio_18.wav,<> ওঙ্কা ফইসা আনছে।, <> oŋka pʰɔ͡i̯ʃa ancʰe।,<> ওঙ্কা ফইসা আনছে।
489,Habiganj,rec_03_audio_18.wav,"শিন্নি গো, তোমার লাইগা তইছলাম।"," ʃinni go, t̪e͡a̯mar la͡i̯ga t̪o͡i̯cʰɔlam।","শিন্নি গো, তোমার লাইগা তইছলাম।"
490,Habiganj,rec_03_audio_18.wav,ফইসা আনছে।, pʰɔ͡i̯ʃa ancʰe।,ফইসা আনছে।
491,Habiganj,rec_03_audio_18.wav,"নেরে, না, না আমি খাই না।"," nere, na, na ami kʰa͡i̯ na।","নেরে, না, না আমি খাই না।"
492,Habiganj,rec_03_audio_18.wav,"একটু নেইগ্গা, আরে বাফরে আরেকটু নে।"," ektu ne͡i̯gga, are bapʰɔre arektu ne।","একটু নেইগ্গা, আরে বাফরে আরেকটু নে।"
493,Habiganj,rec_03_audio_18.wav,"নাগো আমি খাই না, নে নে।"," nago ami kʰa͡i̯ na, ne ne।","নাগো আমি খাই না, নে নে।"
494,Habiganj,rec_03_audio_19.wav,"<> ওইছে, ওইছে, ওইছে, আর খাই না৷ আর খাই না।"," <> o͡i̯cʰe, o͡i̯cʰe, o͡i̯cʰe, ar kʰa͡i̯ na ar kʰa͡i̯ na।","<> ওইছে, ওইছে, ওইছে, আর খাই না৷ আর খাই না।"
495,Habiganj,rec_03_audio_19.wav,"না, ওইছে না, আরও এক মিনিট।"," na, o͡i̯cʰe na, arɔ͡o̯ æk minit।","না, ওইছে না, আরও এক মিনিট।"
496,Habiganj,rec_03_audio_19.wav,খইলাও <> খইলাও।, kʰo͡i̯la͡o̯ <> kʰo͡i̯la͡o̯।,খইলাও <> খইলাও।
497,Habiganj,rec_03_audio_19.wav,ইতা কিতা <>, it̪a kit̪a <>,ইতা কিতা <>
498,Habiganj,rec_03_audio_20.wav,ওখন খারে লইয়া খইবায় খইলাও?, okʰon kʰare lɔ͡i̯ʲa kʰo͡i̯baʲ kʰo͡i̯la͡o̯?,ওখন খারে লইয়া খইবায় খইলাও?
499,Habiganj,rec_03_audio_20.wav,ইতা কিতার লাগিবে?, it̪a kit̪ar lagibe?,ইতা কিতার লাগিবে?
500,Habiganj,rec_03_audio_20.wav,আমরা দুইও জালে কিতা খরতাম?, amra d̪u͡i̯o ɟale kit̪a kʰɔrt̪am?,আমরা দুইও জালে কিতা খরতাম?
501,Habiganj,rec_03_audio_20.wav,তোর বুয়ে খাইজ্জা-উইজ্জা খরতো৷ তোর মারে লুখাইয়া দুইলা বাত-উত নিয়া <>, t̪or buʲe kʰa͡i̯ɟɟa-u͡i̯ɟɟa kʰɔrot̪o t̪or mare lukʰa͡i̯ʲa d̪u͡i̯la bat̪-ut̪o niʲa <>,তোর বুয়ে খাইজ্জা-উইজ্জা খরতো৷ তোর মারে লুখাইয়া দুইলা বাত-উত নিয়া <>
502,Habiganj,rec_03_audio_26.wav,"ইতা খইছোইন <> এরা বাড়িত্ সই খরাইছি, খই <> মা, পরেরদিন <> খয় <> সই খরাইলায়, বেইট্টেদি খইছে না।"," it̪a kʰo͡i̯cʰo͡i̯n <> era baɽit̪ ʃo͡i̯ kʰɔra͡i̯cʰi, kʰo͡i̯ <> ma, pɔrerd̪in <> kʰɔʲ <> ʃo͡i̯ kʰɔra͡i̯laʲ, be͡i̯tted̪i kʰo͡i̯cʰe na।","ইতা খইছোইন <> এরা বাড়িত্ সই খরাইছি, খই <> মা, পরেরদিন <> খয় <> সই খরাইলায়, বেইট্টেদি খইছে না।"
503,Habiganj,rec_03_audio_26.wav,"বেইট্টে খইছে, এ দি খইছে না।"," be͡i̯tte kʰo͡i̯cʰe, e d̪i kʰo͡i̯cʰe na।","বেইট্টে খইছে, এ দি খইছে না।"
504,Habiganj,rec_03_audio_26.wav,<> আমি গিয়া খইছি।, <> ami giʲa kʰo͡i̯cʰi।,<> আমি গিয়া খইছি।
505,Habiganj,rec_03_audio_28.wav,"ফাও দরছি, আনছি <> কইয়া ওইনি মাফ <>"," pʰa͡o̯ d̪orcʰi, ancʰi <> ko͡i̯ʲa o͡i̯ni mapʰ <>","ফাও দরছি, আনছি <> কইয়া ওইনি মাফ <>"
506,Habiganj,rec_03_audio_21.wav,"ইডোই খরছো, আর কুছতা খরছো না?"," ido͡i̯ kʰorcʰo, ar kucʰɔt̪a kʰorcʰo na?","ইডোই খরছো, আর কুছতা খরছো না?"
507,Habiganj,rec_03_audio_21.wav,বাইয়াফ কিতা খরতায় খউ?, ba͡i̯ʲapʰ kit̪a kʰɔrot̪aʲ kʰɔ͡u̯?,বাইয়াফ কিতা খরতায় খউ?
508,Habiganj,rec_03_audio_21.wav,"<> গেছি তোর বুরে ডরাইয়া, লুকাইয়া-উকাইয়া গেছি।"," <> gecʰi t̪or bure dɔra͡i̯ʲa, luka͡i̯ʲa-uka͡i̯ʲa gecʰi।","<> গেছি তোর বুরে ডরাইয়া, লুকাইয়া-উকাইয়া গেছি।"
509,Habiganj,rec_03_audio_21.wav,আছোই তোর বুয়ে যেতা খরতো।, acʰo͡i̯ t̪or buʲe ɟet̪a kʰɔrot̪o।,আছোই তোর বুয়ে যেতা খরতো।
510,Habiganj,rec_03_audio_22.wav,"<> খও দেখি একটু, ইলা তো বুঝতোবু, আগে কিতা খরছে এরা।"," <> kʰɔ͡o̯ d̪ekʰi ektu, ila t̪o buɟʱt̪e͡a̯bu, age kit̪a kʰorcʰe era।","<> খও দেখি একটু, ইলা তো বুঝতোবু, আগে কিতা খরছে এরা।"
511,Habiganj,rec_03_audio_22.wav,"খও, একটু খও।"," kʰɔ͡o̯, ektu kʰɔ͡o̯।","খও, একটু খও।"
512,Habiganj,rec_03_audio_22.wav,ইলা যে আজাইরাওই খয় খালি খাম।, ila ɟe aɟa͡i̯ra͡o̯i kʰɔʲ kʰali kʰam।,ইলা যে আজাইরাওই খয় খালি খাম।
513,Habiganj,rec_03_audio_22.wav,"খালি খাম, খালি খাম।"," kʰali kʰam, kʰali kʰam।","খালি খাম, খালি খাম।"
514,Habiganj,rec_03_audio_23.wav,"<> ফিছিদে খারোই রইছিন, আগুন দরাইলে ফিছিদে খারোই রইছিন।"," <> pʰicʰid̪e kʰaro͡i̯ ro͡i̯cʰin, agun d̪ɔra͡i̯le pʰicʰid̪e kʰaro͡i̯ ro͡i̯cʰin।","<> ফিছিদে খারোই রইছিন, আগুন দরাইলে ফিছিদে খারোই রইছিন।"
515,Habiganj,rec_03_audio_23.wav,<> দেইখ্যালায়নি ওম্মাই দেইখ্যালাইছে৷, <> d̪e͡i̯kʰkʰalaʲni omma͡i̯ d̪e͡i̯kʰkʰala͡i̯cʰe,<> দেইখ্যালায়নি ওম্মাই দেইখ্যালাইছে৷
516,Habiganj,rec_03_audio_24.wav,মা <> আগুন ল্যামও দরাইলে কিতোয়?, ma <> agun læmo d̪ɔra͡i̯le kit̪oʲ?,মা <> আগুন ল্যামও দরাইলে কিতোয়?
517,Habiganj,rec_03_audio_24.wav,"ওম্মাই, ল্যামও দরাইলে কিতোয়?"," omma͡i̯, læmo d̪ɔra͡i̯le kit̪oʲ?","ওম্মাই, ল্যামও দরাইলে কিতোয়?"
518,Habiganj,rec_03_audio_24.wav,উঙ্কা দে একটা খাডি জ্বালাইলো।, uŋka d̪e ækta kʰadi ɟala͡i̯lo।,উঙ্কা দে একটা খাডি জ্বালাইলো।
519,Habiganj,rec_03_audio_24.wav,আর অউরে কিতা খরতো খউ?, ar ɔ͡u̯re kit̪a kʰɔrot̪o kʰɔ͡u̯?,আর অউরে কিতা খরতো খউ?
520,Habiganj,rec_03_audio_24.wav,অউরে দে মাতিছ না।, ɔ͡u̯re d̪e mat̪icʰo na।,অউরে দে মাতিছ না।
521,Habiganj,rec_03_audio_25.wav,"ওউরে বখা, বখা <> খরতো না?"," u͡u̯re bɔkʰa, bɔkʰa <> kʰɔrot̪o na?","ওউরে বখা, বখা <> খরতো না?"
522,Habiganj,rec_03_audio_25.wav,"না, বখছে <> একটারে জাগা দিতাম না আমার বাড়িত্।"," na, bokʰcʰe <> æktare ɟaga d̪it̪am na amar baɽit̪।","না, বখছে <> একটারে জাগা দিতাম না আমার বাড়িত্।"
523,Habiganj,rec_03_audio_25.wav,যাউগ্গা আমার বাড়িত্ তো।, ɟa͡u̯gga amar baɽit̪ t̪o।,যাউগ্গা আমার বাড়িত্ তো।
524,Habiganj,rec_03_audio_27.wav,তোর খাখা খইছইন না।, t̪or kʰakʰa kʰo͡i̯cʰo͡i̯n na।,তোর খাখা খইছইন না।
525,Habiganj,rec_03_audio_27.wav,খইন বোইনারি খরাইতো তে আমি গিয়া আবার কিতা খরতাম?, kʰo͡i̯n bo͡i̯nari kʰɔra͡i̯t̪o t̪e ami giʲa abar kit̪a kʰɔrt̪am?,খইন বোইনারি খরাইতো তে আমি গিয়া আবার কিতা খরতাম?
526,Habiganj,rec_03_audio_27.wav,ওওমা ওঙ্কা খয় খেত নিতোগা।, o͡o̯ma oŋka kʰɔʲ kʰet̪ nit̪oga।,ওওমা ওঙ্কা খয় খেত নিতোগা।
527,Habiganj,rec_03_audio_27.wav,<> আইল বাইন্দালায়।, <> a͡i̯l ba͡i̯nd̪alaʲ।,<> আইল বাইন্দালায়।
528,Habiganj,rec_03_audio_27.wav,"তোর বাফরে লইয়া, তোর বাফ, তোর উফু একদুফররে বাবা"," t̪or bapʰɔre lɔ͡i̯ʲa, t̪or bapʰ, t̪or upʰu ækd̪upʰɔrore baba","তোর বাফরে লইয়া, তোর বাফ, তোর উফু একদুফররে বাবা"
529,Habiganj,rec_04_audio_0.wav,"আইচ্ছা যাও হাইট্টা, হাইট্টাওই মাতো, খও তোমার ফুলার কিতা অবস্থা, জামাইর কিতা অবস্থা?"," a͡i̯ccʰa ɟa͡o̯ ha͡i̯tta, ha͡i̯tta͡o̯i mat̪o, kʰɔ͡o̯ t̪omar pʰular kit̪a ɔbost̪ʰa, ɟama͡i̯r kit̪a ɔbost̪ʰa?","আইচ্ছা যাও হাইট্টা, হাইট্টাওই মাতো, খও তোমার ফুলার কিতা অবস্থা, জামাইর কিতা অবস্থা?"
530,Habiganj,rec_04_audio_0.wav,ইতা?,it̪a?,ইতা?
531,Habiganj,rec_04_audio_0.wav,মোয়া ইতা আবার কিতার লাগি?, moʲa it̪a abar kit̪ar lagi?,মোয়া ইতা আবার কিতার লাগি?
532,Habiganj,rec_04_audio_0.wav,"<> রেকডিং খরতাম না, লেইখ্যা নিমু।"," <> rekdiŋ kʰɔrt̪am na, le͡i̯kʰkʰa nimu।","<> রেকডিং খরতাম না, লেইখ্যা নিমু।"
533,Habiganj,rec_04_audio_1.wav,"তে লেইখ্যালাও তোমার নিজের ভাষায়, নিজে, নিজে।"," t̪e le͡i̯kʰkʰala͡o̯ t̪omar niɟer bʱaʃaʲ, niɟe, niɟe।","তে লেইখ্যালাও তোমার নিজের ভাষায়, নিজে, নিজে।"
534,Habiganj,rec_04_audio_1.wav,তে খও তোমার কুন জাগা তিকা শুরু খরতাম?, t̪e kʰɔ͡o̯ t̪omar kun ɟaga t̪ika ʃuru kʰɔrt̪am?,তে খও তোমার কুন জাগা তিকা শুরু খরতাম?
535,Habiganj,rec_04_audio_1.wav,"তোমার ইস্কুল, না ছুডুবেলা, না জামাইর বাড়ি কুন জাগা ত্তিকা শুরু খরতাম খও?"," t̪omar iskul, na cʰudubela, na ɟama͡i̯r baɽi kun ɟaga t̪t̪ika ʃuru kʰɔrt̪am kʰɔ͡o̯?","তোমার ইস্কুল, না ছুডুবেলা, না জামাইর বাড়ি কুন জাগা ত্তিকা শুরু খরতাম খও?"
536,Habiganj,rec_04_audio_1.wav,"ইস্কুল-উস্কুল আর অখনেরতাওই তুইল্লালাও কিছু, ওয়নি দেখো তোমার।"," iskul-uskul ar ɔkʰonert̪a͡o̯i t̪u͡i̯llala͡o̯ kicʰu, oʲni d̪ækʰo t̪e͡a̯mar।","ইস্কুল-উস্কুল আর অখনেরতাওই তুইল্লালাও কিছু, ওয়নি দেখো তোমার।"
537,Habiganj,rec_04_audio_2.wav,আইচ্ছা এই মাদ্রাসাত তিকাই খরি।, a͡i̯ccʰa e͡i̯ mad̪raʃat̪ t̪ika͡i̯ kʰori।,আইচ্ছা এই মাদ্রাসাত তিকাই খরি।
538,Habiganj,rec_04_audio_2.wav,"আইচ্ছা যাও, কিতা বুঝতাম ছাই আগে আমি তোমার সাতে, রেকডিং ফরে <> ডাম আনতাম খয়।"," a͡i̯ccʰa ɟa͡o̯, kit̪a buɟʱt̪am cʰa͡i̯ age ami t̪omar ʃat̪e, rekdiŋ pʰɔre <> dam ant̪am kʰɔʲ।","আইচ্ছা যাও, কিতা বুঝতাম ছাই আগে আমি তোমার সাতে, রেকডিং ফরে <> ডাম আনতাম খয়।"
539,Habiganj,rec_04_audio_2.wav,কিতা আনতায়?, kit̪a ant̪aʲ?,কিতা আনতায়?
540,Habiganj,rec_04_audio_2.wav,"ডাম, ছাউল তইবার লাগি ডাম আনতাম।"," dam, cʰa͡u̯l t̪o͡i̯bar lagi dam ant̪am।","ডাম, ছাউল তইবার লাগি ডাম আনতাম।"
541,Habiganj,rec_04_audio_2.wav,ওও ডাম আমি আরো খই, o͡o̯ dam ami aro kʰo͡i̯,ওও ডাম আমি আরো খই
542,Habiganj,rec_04_audio_3.wav,খইলিবায় সমস্যা নাই।, kʰilibaʲ ʃɔmoʃʃa na͡i̯।,খইলিবায় সমস্যা নাই।
543,Habiganj,rec_04_audio_3.wav,"<> একটা মটরসাইকেল লাইতো, ওইবোনি?"," <> ækta mɔtrʃa͡i̯kel la͡i̯t̪o, o͡i̯boni?","<> একটা মটরসাইকেল লাইতো, ওইবোনি?"
544,Habiganj,rec_04_audio_3.wav,ওই টিক আছে।, o͡i̯ tik acʰe।,ওই টিক আছে।
545,Habiganj,rec_04_audio_3.wav,"মনো খরো এক ফাও গেছে আরেক ফাও গিয়া, যাইবার ব্যাবস্থা <> আইচ্ছা তুলো, দিখি কিছু ওয়নি?"," mono kʰɔro æk pʰa͡o̯ gecʰe arek pʰa͡o̯ giʲa, ɟa͡i̯bar bæbɔst̪ʰa <> a͡i̯ccʰa t̪ulo, d̪ikʰi kicʰu oʲni?","মনো খরো এক ফাও গেছে আরেক ফাও গিয়া, যাইবার ব্যাবস্থা <> আইচ্ছা তুলো, দিখি কিছু ওয়নি?"
546,Habiganj,rec_04_audio_3.wav,তাইলে আবার খাইট্টালাইওনে না ওইলে।, t̪a͡i̯le abar kʰa͡i̯ttala͡i̯one na o͡i̯le।,তাইলে আবার খাইট্টালাইওনে না ওইলে।
547,Habiganj,rec_04_audio_4.wav,ওইবো সমস্যা নাই।, o͡i̯bo ʃɔmoʃʃa na͡i̯।,ওইবো সমস্যা নাই।
548,Habiganj,rec_04_audio_4.wav,"আমরার খতা ওইছে খালি গ্রামের ভাষা দরখার, তুমি কিতা খইতাছো, না খইতাছো ইডা ব্যাফার না৷ বুচ্ছো?"," amrar kʰɔt̪a o͡i̯cʰe kʰali gramer bʱaʃa d̪ɔrkʰar, t̪umi kit̪a kʰo͡i̯t̪acʰo, na kʰo͡i̯t̪acʰo ida bæpʰar na buccʰo?","আমরার খতা ওইছে খালি গ্রামের ভাষা দরখার, তুমি কিতা খইতাছো, না খইতাছো ইডা ব্যাফার না৷ বুচ্ছো?"
549,Habiganj,rec_04_audio_4.wav,"খও, শুরু খরো।"," kʰɔ͡o̯, ʃuru kʰɔro।","খও, শুরু খরো।"
550,Habiganj,rec_04_audio_4.wav,তে অখন খও তোমার জামাইর বাড়ি কিরখম লাগে?, t̪e ɔkʰon kʰɔ͡o̯ t̪omar ɟama͡i̯r baɽi kirɔkʰom lage?,তে অখন খও তোমার জামাইর বাড়ি কিরখম লাগে?
551,Habiganj,rec_04_audio_5.wav,"বিয়ার আগে কিরখম আছিলায়, বিয়ার ফরে কিরখম ওইছো খওছান?"," biʲar age kirɔkʰom acʰilaʲ, biʲar pʰɔre kirɔkʰom o͡i̯cʰo kʰocʰan?","বিয়ার আগে কিরখম আছিলায়, বিয়ার ফরে কিরখম ওইছো খওছান?"
552,Habiganj,rec_04_audio_5.wav,"ওই ইডা, ইডা খইলে ওইবো।"," o͡i̯ ida, ida kʰo͡i̯le o͡i̯bo।","ওই ইডা, ইডা খইলে ওইবো।"
553,Habiganj,rec_04_audio_5.wav,"আগে ইখানের <> আগে তো ইডা বাদ দিলাও ওঙ্কা ইডা খইতায় না সমস্যা, ইখানো ফ্যামিলিত আইলাম, ফইলা, ফইলা।"," age ikʰaner <> age t̪o ida bad̪ d̪ila͡o̯ oŋka ida kʰo͡i̯t̪aʲ na ʃɔmoʃʃa, ikʰano pʰæmilit̪o a͡i̯lam, pʰila, pʰila।","আগে ইখানের <> আগে তো ইডা বাদ দিলাও ওঙ্কা ইডা খইতায় না সমস্যা, ইখানো ফ্যামিলিত আইলাম, ফইলা, ফইলা।"
554,Habiganj,rec_04_audio_5.wav,"খও, ফারিবারিক সমস্যা আছে।"," kʰɔ͡o̯, pʰaribarik ʃɔmoʃʃa acʰe।","খও, ফারিবারিক সমস্যা আছে।"
555,Habiganj,rec_04_audio_6.wav,"এরফরে স্বামীও নির্যাতন খরে, শ্বাশুড়িও।"," erpʰɔre ʃami͡o̯ nirɟat̪on kʰore, ʃaʃuɽi͡o̯।","এরফরে স্বামীও নির্যাতন খরে, শ্বাশুড়িও।"
556,Habiganj,rec_04_audio_6.wav,"খতায় না খরলেও, হাতে না মারতে ফারলেও ভাতে মারে।"," kʰɔt̪aʲ na kʰɔrle͡o̯, hat̪e na mart̪e pʰarle͡o̯ bʱat̪e mare।","খতায় না খরলেও, হাতে না মারতে ফারলেও ভাতে মারে।"
557,Habiganj,rec_04_audio_6.wav,কেম্নে ভাতে মারে খওছান?, kemne bʱat̪e mare kʰocʰan?,কেম্নে ভাতে মারে খওছান?
558,Habiganj,rec_04_audio_6.wav,খতা দিয়া খোটা দেয় হৈমন্তীর মতো।, kʰɔt̪a d̪iʲa kʰota d̪eʲ ho͡i̯mont̪ir mɔt̪o।,খতা দিয়া খোটা দেয় হৈমন্তীর মতো।
559,Habiganj,rec_04_audio_6.wav,"খও, বাইঙ্গা খও।"," kʰɔ͡o̯, ba͡i̯ŋga kʰɔ͡o̯।","খও, বাইঙ্গা খও।"
560,Habiganj,rec_04_audio_6.wav,"ঝগড়া খরে, ওঙ্কা নিজেও খরি।"," ɟʱɔgɽa kʰore, oŋka niɟe͡o̯ kʰori।","ঝগড়া খরে, ওঙ্কা নিজেও খরি।"
561,Habiganj,rec_04_audio_7.wav,<> ইগুলা নিয়া সামাজে অশৃঙ্খলা সৃষ্টি ওয়।, <> igula niʲa ʃamaɟe ɔʃriŋkʰola sriʃti oʲ।,<> ইগুলা নিয়া সামাজে অশৃঙ্খলা সৃষ্টি ওয়।
562,Habiganj,rec_04_audio_7.wav,ফারিবারিক সমস্যা লেগেই তাখে।, pʰaribarik ʃɔmoʃʃa lege͡i̯ t̪akʰe।,ফারিবারিক সমস্যা লেগেই তাখে।
563,Habiganj,rec_04_audio_7.wav,তে খও তোমার ফুলা-ফুরির কিতা অবস্থা?, t̪e kʰɔ͡o̯ t̪e͡a̯mar pʰula-pʰurir kit̪a ɔbost̪ʰa?,তে খও তোমার ফুলা-ফুরির কিতা অবস্থা?
564,Habiganj,rec_04_audio_7.wav,"ছেলে-মেয়ে, এক ছেলে, এক মেয়ে"," cʰele-meʲe, æk cʰele, æk meʲe","ছেলে-মেয়ে, এক ছেলে, এক মেয়ে"
565,Habiganj,rec_04_audio_8.wav,<> আইচ্ছা তে খইলাও।, <> a͡i̯ccʰa t̪e kʰo͡i̯la͡o̯।,<> আইচ্ছা তে খইলাও।
566,Habiganj,rec_04_audio_8.wav,"তুমি যদি খও তইলে ফুলা-ফুরি তে ফুলা-ফুরি খইতাম ওইবো একটু ও খইরা, অগল সময় তো আর খই না।"," t̪umi ɟod̪i kʰɔ͡o̯ t̪o͡i̯le pʰula-pʰuri t̪e pʰula-pʰuri kʰo͡i̯t̪am o͡i̯be͡a̯ ektu o kʰo͡i̯ra, ɔgɔl ʃɔmɔʲ t̪e͡a̯ ar kʰo͡i̯ na।","তুমি যদি খও তইলে ফুলা-ফুরি তে ফুলা-ফুরি খইতাম ওইবো একটু ও খইরা, অগল সময় তো আর খই না।"
567,Habiganj,rec_04_audio_8.wav,আইচ্ছা খও।, a͡i̯ccʰa kʰɔ͡o̯।,আইচ্ছা খও।
568,Habiganj,rec_04_audio_8.wav,"এক ফুলা, এক ফুরি ওইছেনি?"," æk pʰula, æk pʰuri o͡i̯cʰeni?","এক ফুলা, এক ফুরি ওইছেনি?"
569,Habiganj,rec_04_audio_8.wav,এদেরকে শিক্ষিত খরার লাইগ্গা, ed̪erke ʃikkʰit̪o kʰɔrar la͡i̯gga,এদেরকে শিক্ষিত খরার লাইগ্গা
570,Habiganj,rec_04_audio_9.wav,"মসজিদে ফাডাই, টিকমতো মানুষে ইয়ো খরে না।"," mɔnoɟid̪e pʰada͡i̯, tikmɔt̪o manuʃe iʲo kʰore na।","মসজিদে ফাডাই, টিকমতো মানুষে ইয়ো খরে না।"
571,Habiganj,rec_04_audio_9.wav,গ্রামের মানুষগুলা সচেতন না।, gramer manuʃgula ʃɔcet̪on na।,গ্রামের মানুষগুলা সচেতন না।
572,Habiganj,rec_04_audio_9.wav,"ওদের লেখা-ফড়া টিকমতো খরাইতে ফারি না, ইস্কুল সচেতন না।"," od̪er lekʰa-pʰɔɽa tikmɔt̪o kʰɔra͡i̯t̪e pʰari na, iskul ʃɔcet̪on na।","ওদের লেখা-ফড়া টিকমতো খরাইতে ফারি না, ইস্কুল সচেতন না।"
